"","municipality","year","period","treatment","newspaper desert","status","province","id","CSD code","turnout","number of candidates","daily_free_paper_closure","weekly_paper_closure","acclaimed","place","margin_percent","closure","closure_count","first_closure","na","treat_group","t","timetotreat","census_year","Population","Density","delta","CD_UID","PR_UID"
"129","Fredericton",2004,0,0,0,0,"New Brunswick","1310032_2004",1310032,44.81,4,NA,NA,0,1,0.0438771909187154,FALSE,1,FALSE,0,0,1,-4,2006,50535,367.585578483394,0,"1310","13"
"130","Fredericton",2008,0,0,0,0,"New Brunswick","1310032_2008",1310032,34.05,2,NA,NA,0,1,0.414050357475909,FALSE,2,FALSE,0,0,1,-3,2006,50535,367.585578483394,0,"1310","13"
"131","Fredericton",2012,0,0,0,0,"New Brunswick","1310032_2012",1310032,39.82,2,NA,NA,0,1,0.257083914810994,FALSE,3,FALSE,0,0,1,-2,2011,56224,406.077174886195,0,"1310","13"
"132","Fredericton",2016,0,0,0,0,"New Brunswick","1310032_2016",1310032,36.61,2,NA,NA,0,1,0.0769028526357303,FALSE,4,FALSE,0,0,1,-1,2016,58220,417.712472476859,0,"1310","13"
"133","Gatineau",2005,0,0,0,0,"Quebec","2481017_2005",2481017,47.87,2,NA,NA,0,1,0.361174033651109,FALSE,1,FALSE,0,0,1,-4,2006,242124,634.260702933248,0,"2481","24"
"134","Gatineau",2009,0,0,0,0,"Quebec","2481017_2009",2481017,39.41,6,NA,NA,0,1,0.176538543820866,FALSE,2,FALSE,0,0,1,-3,2011,265349,695.100701702022,0,"2481","24"
"135","Gatineau",2013,0,0,0,0,"Quebec","2481017_2013",2481017,42.17,4,NA,NA,0,1,0.161126442548921,FALSE,3,FALSE,0,0,1,-2,2011,265349,695.100701702022,0,"2481","24"
"136","Gatineau",2017,0,0,0,0,"Quebec","2481017_2017",2481017,38.52,5,NA,NA,0,1,0.114902847770591,FALSE,4,FALSE,0,0,1,-1,2016,276245,724.31033199342,0,"2481","24"
"137","Granby",2005,0,0,0,0,"Quebec","2447017_2005",2447017,45.73,3,NA,NA,0,1,0.269680160509855,FALSE,1,FALSE,0,0,1,-4,2006,NA,NA,NA,NA,NA
"138","Granby",2009,0,0,0,0,"Quebec","2447017_2009",2447017,43.21,4,NA,NA,0,1,0.151020008805831,FALSE,2,FALSE,0,0,1,-3,2011,63433,408.573255980971,0,"2447","24"
"139","Granby",2013,0,0,0,0,"Quebec","2447017_2013",2447017,51.7,6,NA,NA,0,1,0.0638827326101326,FALSE,3,FALSE,0,0,1,-2,2011,63433,408.573255980971,0,"2447","24"
"140","Granby",2017,0,0,0,0,"Quebec","2447017_2017",2447017,39,3,NA,NA,0,1,0.257723739286426,FALSE,4,FALSE,0,0,1,-1,2016,66222,426.362822902783,0,"2447","24"
"141","Grande Prairie",2007,0,0,0,0,"Alberta","4819012_2007",4819012,29.2,2,NA,NA,0,1,2.41942446043165,FALSE,1,FALSE,0,0,1,-4,2006,47076,763.788668261544,0,"4819","48"
"142","Grande Prairie",2010,0,0,0,0,"Alberta","4819012_2010",4819012,24,5,NA,NA,0,1,0.149268292682927,FALSE,2,FALSE,0,0,1,-3,2011,55032,750.216959276546,0,"4819","48"
"143","Grande Prairie",2013,0,0,0,0,"Alberta","4819012_2013",4819012,20.95,2,NA,NA,0,1,1.17378232110643,FALSE,3,FALSE,0,0,1,-2,2011,55032,750.216959276546,0,"4819","48"
"144","Grande Prairie",2017,0,0,0,0,"Alberta","4819012_2017",4819012,24,4,NA,NA,0,1,0.412508243570015,FALSE,4,FALSE,0,0,1,-1,2016,63166,467.392032225973,0,"4819","48"
"145","Grandview",2002,2018,0,0,0,"Manitoba","4617058_2002",4617058,NA,NA,NA,NA,NA,1,NA,FALSE,1,FALSE,3,1,1,-4,2001,NA,NA,NA,NA,NA
"146","Grandview",2006,2018,0,0,0,"Manitoba","4617058_2006",4617058,NA,NA,NA,NA,NA,1,NA,FALSE,2,FALSE,3,1,1,-3,2006,NA,NA,NA,NA,NA
"147","Grandview",2010,2018,0,0,0,"Manitoba","4617058_2010",4617058,NA,NA,NA,NA,NA,1,NA,FALSE,3,FALSE,3,1,1,-2,2011,NA,NA,NA,NA,NA
"148","Grandview",2014,2018,0,0,0,"Manitoba","4617058_2014",4617058,NA,NA,NA,NA,NA,1,NA,FALSE,4,FALSE,3,1,1,-1,2016,1482,1.26908638051863,0,"4617","46"
"149","Grandview",2018,2018,1,0,-1,"Manitoba","4617058_2018",4617058,NA,3,NA,NA,0,1,NA,TRUE,1,TRUE,2,1,2,0,2016,1482,1.26908638051863,0,"4617","46"
"150","Greater Sudbury",2003,0,0,0,0,"Ontario","3553005_2003",3553005,40.03,14,NA,NA,0,1,0.143398726489749,FALSE,1,FALSE,0,0,1,-5,2001,155219,45.1471421741148,0,"3553","35"
"151","Greater Sudbury",2006,0,0,0,0,"Ontario","3553005_2006",3553005,40.82,7,NA,NA,0,1,0.211193109733217,FALSE,2,FALSE,0,0,1,-4,2006,157857,43.589819109085,0,"3553","35"
"152","Greater Sudbury",2010,0,0,0,0,"Ontario","3553005_2010",3553005,49.75,8,NA,NA,0,1,0.0910358531016332,FALSE,3,FALSE,0,0,1,-3,2011,160274,44.2572344765508,0,"3553","35"
"153","Greater Sudbury",2014,0,0,0,0,"Ontario","3553005_2014",3553005,50.7,10,NA,NA,0,1,0.267365881446235,FALSE,4,FALSE,0,0,1,-2,2016,161531,44.5985192461105,0,"3553","35"
"154","Greater Sudbury",2018,0,0,0,0,"Ontario","3553005_2018",3553005,45,11,NA,NA,0,1,0.0948029258740185,FALSE,5,FALSE,0,0,1,-1,2016,161531,44.5985192461105,0,"3553","35"
"155","Grey Highlands (Markdale)",2003,2014,0,0,0,"Ontario","3542015_2003",3542015,41.51,NA,NA,NA,NA,1,NA,FALSE,1,FALSE,2,1,1,-3,2001,9196,10.3019755344384,0,"3542","35"
"156","Grey Highlands (Markdale)",2006,2014,0,0,0,"Ontario","3542015_2006",3542015,38.21,NA,NA,NA,NA,1,NA,FALSE,2,FALSE,2,1,1,-2,2006,9480,10.6211149602818,0,"3542","35"
"157","Grey Highlands (Markdale)",2010,2014,0,0,0,"Ontario","3542015_2010",3542015,45.88,2,NA,NA,0,1,0.124677002583979,FALSE,3,FALSE,0,1,1,-1,2011,9520,10.6659442506107,0,"3542","35"
"158","Grey Highlands (Markdale)",2014,2014,1,0,-1,"Ontario","3542015_2014",3542015,41.51,2,NA,NA,0,1,0.111298889425398,TRUE,1,TRUE,0,1,2,0,2016,9804,10.9833228705719,0,"3542","35"
"159","Grey Highlands (Markdale)",2018,2014,1,0,-1,"Ontario","3542015_2018",3542015,37.08,2,NA,NA,0,1,0.174849972722313,TRUE,2,FALSE,0,1,2,1,2016,9804,10.9833228705719,0,"3542","35"
"160","Guelph",2003,2018,0,0,0,"Ontario","3523008_2003",3523008,36.75,5,NA,NA,0,1,0.124256932617846,FALSE,1,FALSE,0,1,1,-4,2001,106170,1219.74676689664,0,"3523","35"
"161","Guelph",2006,2018,0,0,0,"Ontario","3523008_2006",3523008,39.76,4,NA,NA,0,1,0.152535151256924,FALSE,2,FALSE,0,1,1,-3,2006,114943,1311.62966588322,0,"3523","35"
"162","Guelph",2010,2018,0,0,0,"Ontario","3523008_2010",3523008,33.91,4,NA,NA,0,1,0.154103733257338,FALSE,3,FALSE,0,1,1,-2,2011,121688,1381.53288525777,0,"3523","35"
"163","Guelph",2014,2018,0,0,0,"Ontario","3523008_2014",3523008,43.21,7,NA,NA,0,1,0.141216962473994,FALSE,4,FALSE,0,1,1,-1,2016,131794,1496.23528701211,0,"3523","35"
"164","Guelph",2018,2018,1,0,-1,"Ontario","3523008_2018",3523008,36,2,NA,NA,0,1,0.327700699632397,TRUE,1,TRUE,0,1,2,0,2016,131794,1496.23528701211,0,"3523","35"
"165","Haldimand (Dunnville)",2003,2014,0,0,0,"Ontario","3528018_2003",3528018,NA,3,NA,NA,0,1,NA,FALSE,1,FALSE,2,1,1,-3,2001,43728,34.74627543076,0,"3528","35"
"166","Haldimand (Dunnville)",2006,2014,0,0,0,"Ontario","3528018_2006",3528018,39.7,3,NA,NA,0,1,0.0779599950304386,FALSE,2,FALSE,0,1,1,-2,2006,45212,35.6258231113899,0,"3528","35"
"167","Haldimand (Dunnville)",2010,2014,0,0,0,"Ontario","3528018_2010",3528018,42.8,3,NA,NA,0,1,0.0793732340097611,FALSE,3,FALSE,0,1,1,-1,2011,44876,35.36255169289,0,"3528","35"
"168","Haldimand (Dunnville)",2014,2014,1,0,-1,"Ontario","3528018_2014",3528018,36.7,4,NA,NA,0,1,0.264088230850582,TRUE,1,TRUE,0,1,2,0,2016,45608,35.9400358374356,0,"3528","35"
"169","Haldimand (Dunnville)",2018,2014,1,0,-1,"Ontario","3528018_2018",3528018,35.56,3,NA,NA,0,1,0.206252354048964,TRUE,2,FALSE,0,1,2,1,2016,45608,35.9400358374356,0,"3528","35"
"170","Halifax",2004,2008,0,0,0,"Nova Scotia","1209034_2004",1209034,48.39,4,NA,NA,0,1,0.765793577798217,FALSE,1,FALSE,0,1,1,-1,2006,372679,62.6133102051228,0,"1209","12"
"171","Halifax",2008,2008,1,0,-1,"Nova Scotia","1209034_2008",1209034,36.19,3,NA,NA,0,1,0.159497427779976,TRUE,1,TRUE,0,1,2,0,2006,372679,62.6133102051228,0,"1209","12"
"172","Halifax",2012,2008,1,0,-2,"Nova Scotia","1209034_2012",1209034,36.93,6,NA,NA,0,1,0.378108142470531,TRUE,2,FALSE,0,1,3,1,2011,390096,65.478876947291,0,"1209","12"
"173","Halifax",2016,2008,1,0,-2,"Nova Scotia","1209034_2016",1209034,31.77,2,NA,NA,0,1,0.364481184615721,TRUE,3,FALSE,0,1,3,2,2016,403131,67.6716244190617,0,"1209","12"
"174","Halifax",2020,2008,1,0,-3,"Nova Scotia","1209034_2020",1209034,39.77,3,NA,NA,0,1,0.696301498127341,TRUE,4,FALSE,0,1,4,1,2021,439819,80.3238192132485,0,"1209","12"
"175","Halton Hills",2003,0,0,0,0,"Ontario","3524015_2003",3524015,32.77,4,NA,NA,0,1,NA,FALSE,1,FALSE,1,0,1,-5,2001,48184,173.714771500995,0,"3524","35"
"176","Halton Hills",2006,0,0,0,0,"Ontario","3524015_2006",3524015,31.6,2,NA,NA,0,1,NA,FALSE,2,FALSE,1,0,1,-4,2006,55289,198.682055455324,0,"3524","35"
"177","Halton Hills",2010,0,0,0,0,"Ontario","3524015_2010",3524015,25.62,1,NA,NA,1,1,NA,FALSE,3,FALSE,1,0,1,-3,2011,59008,212.455713039905,0,"3524","35"
"178","Halton Hills",2014,0,0,0,0,"Ontario","3524015_2014",3524015,33.61,2,NA,NA,0,1,0.740033927056828,FALSE,4,FALSE,0,0,1,-2,2016,61161,220.187263397515,0,"3524","35"
"179","Halton Hills",2018,0,0,0,0,"Ontario","3524015_2018",3524015,29.42,3,NA,NA,0,1,0.648470070007079,FALSE,5,FALSE,0,0,1,-1,2016,61161,220.187263397515,0,"3524","35"
"180","Hamilton",2003,0,0,0,0,"Ontario","3525005_2003",3525005,37.97,7,NA,NA,0,1,0.116088404740461,FALSE,1,FALSE,0,0,1,-5,2001,490268,436.98775931575,0,"3525","35"
"181","Hamilton",2006,0,0,0,0,"Ontario","3525005_2006",3525005,37.25,7,NA,NA,0,1,0.0035594474981494,FALSE,2,FALSE,0,0,1,-4,2006,504559,439.4674538587,0,"3525","35"
"182","Hamilton",2010,0,0,0,0,"Ontario","3525005_2010",3525005,40.45,15,NA,NA,0,1,0.0892019777012764,FALSE,3,FALSE,0,0,1,-3,2011,519949,452.921780549877,0,"3525","35"
"183","Hamilton",2014,0,0,0,0,"Ontario","3525005_2014",3525005,34.02,12,NA,NA,0,1,0.163099156965074,FALSE,4,FALSE,0,0,1,-2,2016,536917,467.679317263124,0,"3525","35"
"184","Hamilton",2018,0,0,0,0,"Ontario","3525005_2018",3525005,38.36,15,NA,NA,0,1,0.158088474113851,FALSE,5,FALSE,0,0,1,-1,2016,536917,467.679317263124,0,"3525","35"
"185","Jasper",2007,2010,0,0,0,"Alberta","4815033_2007",4815033,37.22,2,NA,NA,0,1,0.274750575594781,FALSE,1,FALSE,0,1,1,-1,2006,4265,4.54046666160491,0,"4815","48"
"186","Jasper",2010,2010,1,0,-1,"Alberta","4815033_2010",4815033,39.94,2,NA,NA,0,1,0.768680445151033,TRUE,1,TRUE,0,1,2,0,2011,4051,4.31264392357893,0,"4815","48"
"187","Jasper",2013,2010,1,0,-1,"Alberta","4815033_2013",4815033,42.45,3,NA,NA,0,1,0.751682368775236,TRUE,2,FALSE,0,1,2,1,2011,4051,4.31264392357893,0,"4815","48"
"188","Jasper",2017,2010,1,0,-1,"Alberta","4815033_2017",4815033,41.89,1,NA,NA,1,1,NA,TRUE,3,FALSE,1,1,2,2,2016,4590,4.8966430141029,0,"4815","48"
"189","Kamloops",2002,2014,0,0,0,"British Columbia","5933042_2002",5933042,36.6,2,NA,NA,0,1,0.645134321703266,FALSE,1,FALSE,0,1,1,-4,2001,77281,258.288684065641,0,"5933","59"
"190","Kamloops",2005,2014,0,0,0,"British Columbia","5933042_2005",5933042,44.5,3,NA,NA,0,1,0.350428989119494,FALSE,2,FALSE,0,1,1,-3,2006,80376,254.984031139674,0,"5933","59"
"191","Kamloops",2008,2014,0,0,0,"British Columbia","5933042_2008",5933042,28.42,3,NA,NA,0,1,0.518769836926781,FALSE,3,FALSE,0,1,1,-2,2006,80376,254.984031139674,0,"5933","59"
"192","Kamloops",2011,2014,0,0,0,"British Columbia","5933042_2011",5933042,29.76,4,NA,NA,0,1,0.448256352227137,FALSE,4,FALSE,0,1,1,-1,2011,85678,270.484723854475,0,"5933","59"
"193","Kamloops",2014,2014,1,0,-1,"British Columbia","5933042_2014",5933042,33.14,4,NA,NA,0,1,0.704216654904728,TRUE,1,TRUE,0,1,2,0,2016,90280,285.013594971688,0,"5933","59"
"194","Kamloops",2017,2014,1,0,-1,"British Columbia","5933042_2017",5933042,21.17,6,NA,NA,0,1,0.44891724933813,TRUE,2,FALSE,0,1,2,1,2016,90280,285.013594971688,0,"5933","59"
"195","Kamloops",2018,2014,1,0,-1,"British Columbia","5933042_2018",5933042,30.01,2,NA,NA,0,1,0.710264980865184,TRUE,3,FALSE,0,1,2,2,2016,90280,285.013594971688,0,"5933","59"
"196","Kawartha Lakes",2003,2014,0,0,0,"Ontario","3516010_2003",3516010,48.4,5,NA,NA,0,1,0.0781636580225419,FALSE,1,FALSE,0,1,1,-3,2001,69179,22.4083963039579,0,"3516","35"
"197","Kawartha Lakes",2006,2014,0,0,0,"Ontario","3516010_2006",3516010,45,6,NA,NA,0,1,0.026021168468916,FALSE,2,FALSE,0,1,1,-2,2006,74561,22.3671366181231,0,"3516","35"
"198","Kawartha Lakes",2010,2014,0,0,0,"Ontario","3516010_2010",3516010,44,3,NA,NA,0,1,0.038911311187002,FALSE,3,FALSE,0,1,1,-1,2011,73214,21.9535407436879,0,"3516","35"
"199","Kawartha Lakes",2014,2014,1,0,-1,"Ontario","3516010_2014",3516010,41.48,5,NA,NA,0,1,0.403358647983742,TRUE,1,TRUE,0,1,2,0,2016,75423,22.6148467615879,0,"3516","35"
"200","Kawartha Lakes",2018,2014,1,0,-1,"Ontario","3516010_2018",3516010,38.05,4,NA,NA,0,1,0.0615901898734177,TRUE,2,FALSE,0,1,2,1,2016,75423,22.6148467615879,0,"3516","35"
"201","Kelowna",2002,0,0,0,0,"British Columbia","5935010_2002",5935010,23.4,2,NA,NA,0,1,0.723233881013109,FALSE,1,FALSE,0,0,1,-6,2001,96288,454.068907916768,0,"5935","59"
"202","Kelowna",2005,0,0,0,0,"British Columbia","5935010_2005",5935010,31.5,5,NA,NA,0,1,0.0862821691176471,FALSE,2,FALSE,0,0,1,-5,2006,106707,404.919521547819,0,"5935","59"
"203","Kelowna",2008,0,0,0,0,"British Columbia","5935010_2008",5935010,21.72,2,NA,NA,0,1,0.479502558740989,FALSE,3,FALSE,0,0,1,-4,2006,106707,404.919521547819,0,"5935","59"
"204","Kelowna",2011,0,0,0,0,"British Columbia","5935010_2011",5935010,33.1,5,NA,NA,0,1,0.0140370765537477,FALSE,4,FALSE,0,0,1,-3,2011,117312,449.617278009518,0,"5935","59"
"205","Kelowna",2014,0,0,0,0,"British Columbia","5935010_2014",5935010,32,8,NA,NA,0,1,0.214962408549948,FALSE,5,FALSE,0,0,1,-2,2016,127380,488.146954230111,0,"5935","59"
"206","Kelowna",2018,0,0,0,0,"British Columbia","5935010_2018",5935010,30.43,4,NA,NA,0,1,0.267487791981587,FALSE,6,FALSE,0,0,1,-1,2016,127380,488.146954230111,0,"5935","59"
"207","Kingston",2003,2018,0,0,0,"Ontario","3510010_2003",3510010,41.8,6,NA,NA,0,1,0.534732188989035,FALSE,1,FALSE,0,1,1,-4,2001,114195,252.671208124869,0,"3510","35"
"208","Kingston",2006,2018,0,0,0,"Ontario","3510010_2006",3510010,38.03,3,NA,NA,0,1,0.0191963816135479,FALSE,2,FALSE,0,1,1,-3,2006,117207,247.120079206954,0,"3510","35"
"209","Kingston",2010,2018,0,0,0,"Ontario","3510010_2010",3510010,36.7,6,NA,NA,0,1,0.332159968710277,FALSE,3,FALSE,0,1,1,-2,2011,123363,259.936322628084,0,"3510","35"
"210","Kingston",2014,2018,0,0,0,"Ontario","3510010_2014",3510010,39.5,6,NA,NA,0,1,0.144717759928603,FALSE,4,FALSE,0,1,1,-1,2016,123798,260.839807342881,0,"3510","35"
"211","Kingston",2018,2018,1,0,-2,"Ontario","3510010_2018",3510010,41.3,4,NA,NA,0,1,0.468099278867039,TRUE,1,TRUE,0,1,2,0,2016,123798,260.839807342881,0,"3510","35"
"212","Kitchener",2003,0,0,0,0,"Ontario","3530013_2003",3530013,21.48,3,NA,NA,0,1,0.634070444915254,FALSE,1,FALSE,0,0,1,-5,2001,190399,1388.09672767034,0,"3530","35"
"213","Kitchener",2006,0,0,0,0,"Ontario","3530013_2006",3530013,25.48,4,NA,NA,0,1,0.450288492360295,FALSE,2,FALSE,0,0,1,-4,2006,204668,1477.0675214165,0,"3530","35"
"214","Kitchener",2010,0,0,0,0,"Ontario","3530013_2010",3530013,28.55,3,NA,NA,0,1,0.711687668519232,FALSE,3,FALSE,0,0,1,-3,2011,219153,1582.72238245026,0,"3530","35"
"215","Kitchener",2014,0,0,0,0,"Ontario","3530013_2014",3530013,30.66,5,NA,NA,0,1,0.332654371554453,FALSE,4,FALSE,0,0,1,-2,2016,233222,1684.64061127905,0,"3530","35"
"216","Kitchener",2018,0,0,0,0,"Ontario","3530013_2018",3530013,28.22,4,NA,NA,0,1,0.779314620942933,FALSE,5,FALSE,0,0,1,-1,2016,233222,1684.64061127905,0,"3530","35"
"217","Langley Township",2005,0,0,0,0,"British Columbia","5915001_2005",5915001,19.53,2,NA,NA,0,1,0.249220436555529,FALSE,1,FALSE,0,0,1,-5,2006,93726,298.326214428579,0,"5915","59"
"218","Langley Township",2008,0,0,0,0,"British Columbia","5915001_2008",5915001,21,2,NA,NA,0,1,0.0869022869022869,FALSE,2,FALSE,0,0,1,-4,2006,93726,298.326214428579,0,"5915","59"
"219","Langley Township",2011,0,0,0,0,"British Columbia","5915001_2011",5915001,27,3,NA,NA,0,1,0.062965326526271,FALSE,3,FALSE,0,0,1,-3,2011,104177,330.969513487809,0,"5915","59"
"220","Langley Township",2014,0,0,0,0,"British Columbia","5915001_2014",5915001,30,3,NA,NA,0,1,0.246799682175333,FALSE,4,FALSE,0,0,1,-2,2016,117285,372.613526876544,0,"5915","59"
"221","Langley Township",2018,0,0,0,0,"British Columbia","5915001_2018",5915001,30,3,NA,NA,0,1,0.250436944109993,FALSE,5,FALSE,0,0,1,-1,2016,117285,372.613526876544,0,"5915","59"
"222","Laval",2005,2017,0,0,0,"Quebec","2465005_2005",2465005,30.53,4,NA,NA,0,1,0.586038899250181,FALSE,1,FALSE,0,1,1,-3,2006,368709,1496.07481668459,0,"2465","24"
"223","Laval",2009,2017,0,0,0,"Quebec","2465005_2009",2465005,35.69,5,NA,NA,0,1,0.386525800030623,FALSE,2,FALSE,0,1,1,-2,2011,401553,1625.87448051259,0,"2465","24"
"224","Laval",2013,2017,0,0,0,"Quebec","2465005_2013",2465005,41.1,9,NA,NA,0,1,0.198859758994515,FALSE,3,FALSE,0,1,1,-1,2011,401553,1625.87448051259,0,"2465","24"
"225","Laval",2017,2017,1,0,-1,"Quebec","2465005_2017",2465005,36.32,7,NA,NA,0,1,0.258373379933013,TRUE,1,TRUE,0,1,2,0,2016,422993,1711.9232326923,0,"2465","24"
"226","Leamington",2003,2014,0,0,0,"Ontario","3537003_2003",3537003,NA,NA,NA,NA,NA,1,NA,FALSE,1,FALSE,3,1,1,-3,2001,27138,102.954737432524,0,"3537","35"
"227","Leamington",2006,2014,0,0,0,"Ontario","3537003_2006",3537003,NA,1,NA,NA,1,1,NA,FALSE,2,FALSE,2,1,1,-2,2006,28833,107.617391340699,0,"3537","35"
"228","Leamington",2010,2014,0,0,0,"Ontario","3537003_2010",3537003,NA,NA,NA,NA,NA,1,NA,FALSE,3,FALSE,3,1,1,-1,2011,28403,106.01456777443,0,"3537","35"
"229","Leamington",2014,2014,1,0,-1,"Ontario","3537003_2014",3537003,42.29,2,NA,NA,0,1,0.475973487986744,TRUE,1,TRUE,0,1,2,0,2016,27595,102.966214283233,0,"3537","35"
"230","Leamington",2018,2014,1,0,-1,"Ontario","3537003_2018",3537003,43.84,3,NA,NA,0,1,0.550473836011537,TRUE,2,FALSE,0,1,2,1,2016,27595,102.966214283233,0,"3537","35"
"231","Lethbridge",2007,0,0,0,0,"Alberta","4802012_2007",4802012,22.6,1,NA,NA,1,1,NA,FALSE,1,FALSE,1,0,1,-4,2006,74637,597.258645474336,0,"4802","48"
"232","Lethbridge",2010,0,0,0,0,"Alberta","4802012_2010",4802012,35.1,6,NA,NA,0,1,0.00848217926759644,FALSE,2,FALSE,0,0,1,-3,2011,83517,666.103478489875,0,"4802","48"
"233","Lethbridge",2013,0,0,0,0,"Alberta","4802012_2013",4802012,29.8,4,NA,NA,0,1,0.158565773727331,FALSE,3,FALSE,0,0,1,-2,2011,83517,666.103478489875,0,"4802","48"
"234","Lethbridge",2017,0,0,0,0,"Alberta","4802012_2017",4802012,27.09,3,NA,NA,0,1,0.541522167025963,FALSE,4,FALSE,0,0,1,-1,2016,92729,742.413161022448,0,"4802","48"
"235","Levis",2005,0,0,0,0,"Quebec","2425213_2005",2425213,48.03,4,NA,NA,0,1,0.132781129774844,FALSE,1,FALSE,0,0,1,-4,2006,130006,285.432611230205,0,"2425","24"
"236","Levis",2009,0,0,0,0,"Quebec","2425213_2009",2425213,28.2,1,NA,NA,1,1,NA,FALSE,2,FALSE,1,0,1,-3,2011,138769,304.672056819717,0,"2425","24"
"237","Levis",2013,0,0,0,0,"Quebec","2425213_2013",2425213,46.4,6,NA,NA,0,1,0.047441935679489,FALSE,3,FALSE,0,0,1,-2,2011,138769,304.672056819717,0,"2425","24"
"238","Levis",2017,0,0,0,0,"Quebec","2425213_2017",2425213,36.51,2,NA,NA,0,1,0.844160383482299,FALSE,4,FALSE,0,0,1,-1,2016,143414,315.072767564312,0,"2425","24"
"239","London",2003,0,0,0,0,"Ontario","3539036_2003",3539036,35.92,11,NA,NA,0,1,0.119599385920023,FALSE,1,FALSE,0,0,1,-5,2001,336539,795.688464166369,0,"3539","35"
"240","London",2006,0,0,0,0,"Ontario","3539036_2006",3539036,42.93,6,NA,NA,0,1,0.22222005709442,FALSE,2,FALSE,0,0,1,-4,2006,352395,828.426801764527,0,"3539","35"
"241","London",2010,0,0,0,0,"Ontario","3539036_2010",3539036,39.91,15,NA,NA,0,1,0.024258012697927,FALSE,3,FALSE,0,0,1,-3,2011,366151,860.765076189197,0,"3539","35"
"242","London",2014,0,0,0,0,"Ontario","3539036_2014",3539036,43.2,15,NA,NA,0,1,0.231415885721433,FALSE,4,FALSE,0,0,1,-2,2016,383822,902.752100066051,0,"3539","35"
"243","London",2018,0,0,0,0,"Ontario","3539036_2018",3539036,39.46,14,NA,NA,0,1,0.271044544498555,FALSE,5,FALSE,0,0,1,-1,2016,383822,902.752100066051,0,"3539","35"
"244","Longueuil",2005,0,0,0,0,"Quebec","2458227_2005",2458227,38.32,2,NA,NA,0,1,0.284355818465159,FALSE,1,FALSE,0,0,1,-4,2006,229330,1983.94280625003,0,"2458","24"
"245","Longueuil",2009,0,0,0,0,"Quebec","2458227_2009",2458227,38.87,2,NA,NA,0,1,0.0583746955637081,FALSE,2,FALSE,0,0,1,-3,2011,231409,2001.92831662457,0,"2458","24"
"246","Longueuil",2013,0,0,0,0,"Quebec","2458227_2013",2458227,34,2,NA,NA,0,1,0.746047792515643,FALSE,3,FALSE,0,0,1,-2,2011,231409,2001.92831662457,0,"2458","24"
"247","Longueuil",2017,0,0,0,0,"Quebec","2458227_2017",2458227,33.1,3,NA,NA,0,1,0.0020230421067069,FALSE,4,FALSE,0,0,1,-1,2016,239700,2070.81889613172,0,"2458","24"
"248","Maple Ridge",2005,0,0,0,0,"British Columbia","5915075_2005",5915075,30.87,4,NA,NA,0,1,0.231032316605012,FALSE,1,FALSE,0,0,1,-5,2006,68949,242.643399402036,0,"5915","59"
"249","Maple Ridge",2008,0,0,0,0,"British Columbia","5915075_2008",5915075,29.05,3,NA,NA,0,1,0.172925326071377,FALSE,2,FALSE,0,0,1,-4,2006,68949,242.643399402036,0,"5915","59"
"250","Maple Ridge",2011,0,0,0,0,"British Columbia","5915075_2011",5915075,25.07,2,NA,NA,0,1,0.19056913107971,FALSE,3,FALSE,0,0,1,-3,2011,76052,267.308659219595,0,"5915","59"
"251","Maple Ridge",2014,0,0,0,0,"British Columbia","5915075_2014",5915075,31.26,5,NA,NA,0,1,0.0482529118136439,FALSE,4,FALSE,0,0,1,-2,2016,82256,289.114567306146,0,"5915","59"
"252","Maple Ridge",2018,0,0,0,0,"British Columbia","5915075_2018",5915075,33.69,5,NA,NA,0,1,0.338219947323958,FALSE,5,FALSE,0,0,1,-1,2016,82256,289.114567306146,0,"5915","59"
"253","Markham",2003,0,0,0,0,"Ontario","3519036_2003",3519036,28,3,NA,NA,0,1,0.623489264894071,FALSE,1,FALSE,0,0,1,-5,2001,208615,978.940808072756,0,"3519","35"
"254","Markham",2006,0,0,0,0,"Ontario","3519036_2006",3519036,37.9,4,NA,NA,0,1,0.745604273314044,FALSE,2,FALSE,0,0,1,-4,2006,261573,1225.19324781389,0,"3519","35"
"255","Markham",2010,0,0,0,0,"Ontario","3519036_2010",3519036,35.5,3,NA,NA,0,1,0.803042447043429,FALSE,3,FALSE,0,0,1,-3,2011,301709,1413.35160033052,0,"3519","35"
"256","Markham",2014,0,0,0,0,"Ontario","3519036_2014",3519036,37.09,5,NA,NA,0,1,0.54230239603415,FALSE,4,FALSE,0,0,1,-2,2016,328966,1542.74856447416,0,"3519","35"
"257","Markham",2018,0,0,0,0,"Ontario","3519036_2018",3519036,38.26,5,NA,NA,0,1,0.573977781505232,FALSE,5,FALSE,0,0,1,-1,2016,328966,1542.74856447416,0,"3519","35"
"258","Medicine Hat",2007,0,0,0,0,"Alberta","4801006_2007",4801006,47.5,4,NA,NA,0,1,0.323404255319149,FALSE,1,FALSE,0,0,1,-4,2006,56997,475.942551545413,0,"4801","48"
"259","Medicine Hat",2010,0,0,0,0,"Alberta","4801006_2010",4801006,38.23,3,NA,NA,0,1,0.0269464720194647,FALSE,2,FALSE,0,0,1,-3,2011,60005,501.060489662313,0,"4801","48"
"260","Medicine Hat",2013,0,0,0,0,"Alberta","4801006_2013",4801006,40.2,4,NA,NA,0,1,0.257612278026465,FALSE,3,FALSE,0,0,1,-2,2011,60005,501.060489662313,0,"4801","48"
