"","municipality","year","period","treatment","newspaper desert","status","province","id","CSD code","turnout","number of candidates","daily_free_paper_closure","weekly_paper_closure","acclaimed","place","margin_percent","closure","closure_count","first_closure","na","treat_group","t","timetotreat","census_year","Population","Density","delta","CD_UID","PR_UID"
"261","Medicine Hat",2017,0,0,0,0,"Alberta","4801006_2017",4801006,34.61,4,NA,NA,0,1,0.316007052100432,FALSE,4,FALSE,0,0,1,-1,2016,63260,528.299384572138,0,"4801","48"
"262","Milton",2003,0,0,0,0,"Ontario","3524009_2003",3524009,35.68,6,NA,NA,0,1,0.384261918437679,FALSE,1,FALSE,0,0,1,-5,2001,31471,85.4430917969291,0,"3524","35"
"263","Milton",2006,0,0,0,0,"Ontario","3524009_2006",3524009,30.11,3,NA,NA,0,1,0.248272992093217,FALSE,2,FALSE,0,0,1,-4,2006,53939,146.285322634545,0,"3524","35"
"264","Milton",2010,0,0,0,0,"Ontario","3524009_2010",3524009,32.64,4,NA,NA,0,1,0.706943824523369,FALSE,3,FALSE,0,0,1,-3,2011,84362,231.101908649411,0,"3524","35"
"265","Milton",2014,0,0,0,0,"Ontario","3524009_2014",3524009,26.5,3,NA,NA,0,1,0.611514990713717,FALSE,4,FALSE,0,0,1,-2,2016,110128,301.690411965972,0,"3524","35"
"266","Milton",2018,0,0,0,0,"Ontario","3524009_2018",3524009,37,3,NA,NA,0,1,0.702925796274688,FALSE,5,FALSE,0,0,1,-1,2016,110128,301.690411965972,0,"3524","35"
"267","Mississauga",2003,0,0,0,0,"Ontario","3521005_2003",3521005,19.99,5,NA,NA,0,1,0.869943897838805,FALSE,1,FALSE,0,0,1,-5,2001,612925,2121.73348882258,0,"3521","35"
"268","Mississauga",2006,0,0,0,0,"Ontario","3521005_2006",3521005,24.72,3,NA,NA,0,1,0.841031129816414,FALSE,2,FALSE,0,0,1,-4,2006,668549,2304.71926405521,0,"3521","35"
"269","Mississauga",2010,0,0,0,0,"Ontario","3521005_2010",3521005,34.34,17,NA,NA,0,1,0.675249649828224,FALSE,3,FALSE,0,0,1,-3,2011,713443,2435.73066389154,0,"3521","35"
"270","Mississauga",2014,0,0,0,0,"Ontario","3521005_2014",3521005,36.57,15,NA,NA,0,1,0.345037041591098,FALSE,4,FALSE,0,0,1,-2,2016,721599,2463.36490650534,0,"3521","35"
"271","Mississauga",2018,0,0,0,0,"Ontario","3521005_2018",3521005,27.59,8,NA,NA,0,1,0.631918409111877,FALSE,5,FALSE,0,0,1,-1,2016,721599,2463.36490650534,0,"3521","35"
"272","Moncton",2004,0,0,0,0,"New Brunswick","1307019_2004",1307019,37.56,3,NA,NA,0,1,0.0355142280976921,FALSE,1,FALSE,0,0,1,-4,2006,8861,15.172147108974,0,"1307","13"
"273","Moncton",2008,0,0,0,0,"New Brunswick","1307019_2008",1307019,35.86,2,NA,NA,0,1,0.531896094716381,FALSE,2,FALSE,0,0,1,-3,2006,8861,15.172147108974,0,"1307","13"
"274","Moncton",2012,0,0,0,0,"New Brunswick","1307019_2012",1307019,33.04,2,NA,NA,0,1,0.732334686082597,FALSE,3,FALSE,0,0,1,-2,2011,9421,16.2106424752008,0,"1307","13"
"275","Moncton",2016,0,0,0,0,"New Brunswick","1307019_2016",1307019,35.76,2,NA,NA,0,1,0.0528636730303845,FALSE,4,FALSE,0,0,1,-1,2016,9811,16.8800615452102,0,"1307","13"
"276","Montreal",2005,2009,0,0,0,"Quebec","2466023_2005",2466023,34.95,4,NA,NA,0,1,0.17404641379347,FALSE,1,FALSE,0,1,1,-1,2006,1620693,4427.85304535125,0,"2466","24"
"277","Montreal",2009,2009,1,0,-1,"Quebec","2466023_2009",2466023,39.44,6,NA,NA,0,1,0.0500510442760124,TRUE,1,TRUE,0,1,2,0,2011,1649519,4512.16853142409,0,"2466","24"
"278","Montreal",2013,2009,1,0,-6,"Quebec","2466023_2013",2466023,43.3,11,NA,NA,0,1,0.0553057262005249,TRUE,2,FALSE,0,1,3,1,2011,1649519,4512.16853142409,0,"2466","24"
"279","Montreal",2017,2009,1,0,-6,"Quebec","2466023_2017",2466023,42.47,8,NA,NA,0,1,0.0561907018429429,TRUE,3,FALSE,0,1,3,2,2016,1704694,4656.20559507607,0,"2466","24"
"280","Moose Jaw",2006,2020,0,0,0,"Saskatchewan","4707038_2006",4707038,NA,3,NA,NA,0,1,NA,FALSE,1,FALSE,2,1,1,-4,2006,1228,1.52162601054616,0,"4707","47"
"281","Moose Jaw",2009,2020,0,0,0,"Saskatchewan","4707038_2009",4707038,NA,3,NA,NA,0,1,NA,FALSE,2,FALSE,2,1,1,-3,2011,1147,1.4281298271364,0,"4707","47"
"282","Moose Jaw",2012,2020,0,0,0,"Saskatchewan","4707038_2012",4707038,NA,2,NA,NA,0,1,NA,FALSE,3,FALSE,2,1,1,-2,2011,1147,1.4281298271364,0,"4707","47"
"283","Moose Jaw",2016,2020,0,0,0,"Saskatchewan","4707038_2016",4707038,NA,5,NA,NA,0,1,NA,FALSE,4,FALSE,2,1,1,-1,2016,1163,1.44805142890988,0,"4707","47"
"284","Moose Jaw",2020,2020,1,0,-1,"Saskatchewan","4707038_2020",4707038,NA,3,NA,NA,0,1,NA,TRUE,1,TRUE,2,1,2,0,2021,1207,1.55216941717003,0,"4707","47"
"285","Nanaimo",2005,2018,0,0,0,"British Columbia","5921007_2005",5921007,35.4,8,NA,NA,0,1,0.0671842054820778,FALSE,1,FALSE,0,1,1,-4,2006,78692,862.244658689527,0,"5921","59"
"286","Nanaimo",2008,2018,0,0,0,"British Columbia","5921007_2008",5921007,31.6,4,NA,NA,0,1,0.10527662623471,FALSE,2,FALSE,0,1,1,-3,2006,78692,862.244658689527,0,"5921","59"
"287","Nanaimo",2011,2018,0,0,0,"British Columbia","5921007_2011",5921007,26.9,4,NA,NA,0,1,0.200267100220648,FALSE,3,FALSE,0,1,1,-2,2011,83810,897.785113456643,0,"5921","59"
"288","Nanaimo",2014,2018,0,0,0,"British Columbia","5921007_2014",5921007,34.1,10,NA,NA,0,1,0.0981518940787054,FALSE,4,FALSE,0,1,1,-1,2016,90504,975.140090730351,0,"5921","59"
"289","Nanaimo",2018,2018,1,0,-2,"British Columbia","5921007_2018",5921007,39.7,3,NA,NA,0,1,0.481819836214741,TRUE,1,TRUE,0,1,2,0,2016,90504,975.140090730351,0,"5921","59"
"290","Nelson",2008,2011,0,0,0,"British Colombia","1309014_2008",1309014,49,4,NA,NA,0,1,0.231167337550316,FALSE,1,FALSE,0,1,1,-1,2006,814,2.25985745518785,0,"1309","13"
"291","Nelson",2011,2011,1,0,-1,"British Colombia","1309014_2011",1309014,34,3,NA,NA,0,1,0.488980201718341,TRUE,1,TRUE,0,1,2,0,2011,935,2.59578199584486,0,"1309","13"
"292","Nelson",2014,2011,1,0,-1,"British Colombia","1309014_2014",1309014,54,3,NA,NA,0,1,0.0676130895091434,TRUE,2,FALSE,0,1,2,1,2016,957,2.65663869302926,0,"1309","13"
"293","Nelson",2018,2011,1,0,-1,"British Colombia","1309014_2018",1309014,55,3,NA,NA,0,1,0.0894553881807648,TRUE,3,FALSE,0,1,2,2,2016,957,2.65663869302926,0,"1309","13"
"294","New Westminster",2005,2018,0,0,0,"British Columbia","5915029_2005",5915029,26.15,2,NA,NA,0,1,0.127508969262096,FALSE,1,FALSE,0,1,1,-4,2006,58549,3216.64752028226,0,"5915","59"
"295","New Westminster",2008,2018,0,0,0,"British Columbia","5915029_2008",5915029,23.86,2,NA,NA,0,1,0.136940150614348,FALSE,2,FALSE,0,1,1,-3,2006,58549,3216.64752028226,0,"5915","59"
"296","New Westminster",2011,2018,0,0,0,"British Columbia","5915029_2011",5915029,24.22,4,NA,NA,0,1,0.32336881073577,FALSE,3,FALSE,0,1,1,-2,2011,65976,3624.46348041006,0,"5915","59"
"297","New Westminster",2014,2018,0,0,0,"British Columbia","5915029_2014",5915029,29,4,NA,NA,0,1,0.172480087887943,FALSE,4,FALSE,0,1,1,-1,2016,70996,3900.24265270997,0,"5915","59"
"298","New Westminster",2018,2018,1,0,-1,"British Columbia","5915029_2018",5915029,27,4,NA,NA,0,1,0.601127505567929,TRUE,1,TRUE,0,1,2,0,2016,70996,3900.24265270997,0,"5915","59"
"299","Newmarket",2003,0,0,0,0,"Ontario","3519048_2003",3519048,31.25,3,NA,NA,0,1,NA,FALSE,1,FALSE,1,0,1,-5,2001,65788,1721.79762804791,0,"3519","35"
"300","Newmarket",2006,0,0,0,0,"Ontario","3519048_2006",3519048,34.57,5,NA,NA,0,1,NA,FALSE,2,FALSE,1,0,1,-4,2006,74295,1944.47381562321,0,"3519","35"
"301","Newmarket",2010,0,0,0,0,"Ontario","3519048_2010",3519048,32.6,2,NA,NA,0,1,NA,FALSE,3,FALSE,1,0,1,-3,2011,79978,2079.33276655929,0,"3519","35"
"302","Newmarket",2014,0,0,0,0,"Ontario","3519048_2014",3519048,36.77,3,NA,NA,0,1,0.147499265929333,FALSE,4,FALSE,0,0,1,-2,2016,84224,2183.2364333801,0,"3519","35"
"303","Newmarket",2018,0,0,0,0,"Ontario","3519048_2018",3519048,34.64,3,NA,NA,0,1,0.484487844573289,FALSE,5,FALSE,0,0,1,-1,2016,84224,2183.2364333801,0,"3519","35"
"304","Niagara Falls",2003,0,0,0,0,"Ontario","3526043_2003",3526043,47.81,4,NA,NA,0,1,NA,FALSE,1,FALSE,1,0,1,-5,2001,78815,370.787739093441,0,"3526","35"
"305","Niagara Falls",2006,0,0,0,0,"Ontario","3526043_2006",3526043,41.3,4,NA,NA,0,1,NA,FALSE,2,FALSE,1,0,1,-4,2006,82184,384.260415823596,0,"3526","35"
"306","Niagara Falls",2010,0,0,0,0,"Ontario","3526043_2010",3526043,42.8,3,NA,NA,0,1,NA,FALSE,3,FALSE,1,0,1,-3,2011,82997,387.992134974908,0,"3526","35"
"307","Niagara Falls",2014,0,0,0,0,"Ontario","3526043_2014",3526043,36.7,4,NA,NA,0,1,0.727466545701973,FALSE,4,FALSE,0,0,1,-2,2016,88071,411.519884029995,0,"3526","35"
"308","Niagara Falls",2018,0,0,0,0,"Ontario","3526043_2018",3526043,39.19,4,NA,NA,0,1,0.231952809174161,FALSE,5,FALSE,0,0,1,-1,2016,88071,411.519884029995,0,"3526","35"
"309","Norfolk",2006,0,0,0,0,"Ontario","3528052_2006",3528052,38.92,4,NA,NA,0,1,0.0431883769529306,FALSE,1,FALSE,0,0,1,-4,2006,62563,38.7833555423934,0,"3528","35"
"310","Norfolk",2010,0,0,0,0,"Ontario","3528052_2010",3528052,35.7,2,NA,NA,0,1,0.32507069370074,FALSE,2,FALSE,0,0,1,-3,2011,63175,39.0847572960616,0,"3528","35"
"311","Norfolk",2014,0,0,0,0,"Ontario","3528052_2014",3528052,41.67,3,NA,NA,0,1,0.125170480375815,FALSE,3,FALSE,0,0,1,-2,2016,64044,39.6250560433074,0,"3528","35"
"312","Norfolk",2018,0,0,0,0,"Ontario","3528052_2018",3528052,41.3,3,NA,NA,0,1,0.108396795569182,FALSE,4,FALSE,0,0,1,-1,2016,64044,39.6250560433074,0,"3528","35"
"313","North Bay",2003,2018,0,0,0,"Ontario","3548044_2003",3548044,43,4,NA,NA,0,1,NA,FALSE,1,FALSE,1,1,1,-4,2001,52771,163.909402690636,0,"3548","35"
"314","North Bay",2006,2018,0,0,0,"Ontario","3548044_2006",3548044,45,2,NA,NA,0,1,NA,FALSE,2,FALSE,1,1,1,-3,2006,53966,140.595969971248,0,"3548","35"
"315","North Bay",2010,2018,0,0,0,"Ontario","3548044_2010",3548044,43.99,2,NA,NA,0,1,NA,FALSE,3,FALSE,1,1,1,-2,2011,53651,139.775798067154,0,"3548","35"
"316","North Bay",2014,2018,0,0,0,"Ontario","3548044_2014",3548044,46.35,4,NA,NA,0,1,0.681831488963054,FALSE,4,FALSE,0,1,1,-1,2016,51553,134.324198264737,0,"3548","35"
"317","North Bay",2018,2018,1,0,-1,"Ontario","3548044_2018",3548044,45.25,5,NA,NA,0,1,0.0808727617692399,TRUE,1,TRUE,0,1,2,0,2016,51553,134.324198264737,0,"3548","35"
"318","North Vancouver",2002,2014,0,0,0,"British Columbia","5915051_2002",5915051,26.13,2,NA,NA,0,1,0.0170092931568572,FALSE,1,FALSE,0,1,1,-4,2001,44303,3702.27609105287,0,"5915","59"
"319","North Vancouver",2005,2014,0,0,0,"British Columbia","5915051_2005",5915051,22.37,4,NA,NA,0,1,0.0313461538461538,FALSE,2,FALSE,0,1,1,-3,2006,45165,3783.87390270589,0,"5915","59"
"320","North Vancouver",2008,2014,0,0,0,"British Columbia","5915051_2008",5915051,16.71,1,NA,NA,1,1,NA,FALSE,3,FALSE,1,1,1,-2,2006,45165,3783.87390270589,0,"5915","59"
"321","North Vancouver",2011,2014,0,0,0,"British Columbia","5915051_2011",5915051,21.2,2,NA,NA,0,1,0.352529246992915,FALSE,4,FALSE,0,1,1,-1,2011,48196,4066.23278668055,0,"5915","59"
"322","North Vancouver",2014,2014,1,0,-1,"British Columbia","5915051_2014",5915051,30,3,NA,NA,0,1,0.0605071724794344,TRUE,1,TRUE,0,1,2,0,2016,52898,4453.52207776026,0,"5915","59"
"323","North Vancouver",2018,2014,1,0,-1,"British Columbia","5915051_2018",5915051,34,6,NA,NA,0,1,0.0176995056497175,TRUE,2,FALSE,0,1,2,1,2016,52898,4453.52207776026,0,"5915","59"
"324","Oakville",2003,0,0,0,0,"Ontario","3524001_2003",3524001,28.8,3,NA,NA,0,1,0.000468457214241099,FALSE,1,FALSE,0,0,1,-5,2001,144738,1043.76765668813,0,"3524","35"
"325","Oakville",2006,0,0,0,0,"Ontario","3524001_2006",3524001,35.32,5,NA,NA,0,1,0.0411893552204235,FALSE,2,FALSE,0,0,1,-4,2006,165613,1188.49407016,0,"3524","35"
"326","Oakville",2010,0,0,0,0,"Ontario","3524001_2010",3524001,40,4,NA,NA,0,1,0.0999380293327825,FALSE,3,FALSE,0,0,1,-3,2011,182520,1307.01225105577,0,"3524","35"
"327","Oakville",2014,0,0,0,0,"Ontario","3524001_2014",3524001,33,5,NA,NA,0,1,0.424131103742754,FALSE,4,FALSE,0,0,1,-2,2016,193832,1388.01674768897,0,"3524","35"
"328","Oakville",2018,0,0,0,0,"Ontario","3524001_2018",3524001,37,3,NA,NA,0,1,0.0747898078242965,FALSE,5,FALSE,0,0,1,-1,2016,193832,1388.01674768897,0,"3524","35"
"329","Oshawa",2003,0,0,0,0,"Ontario","3518013_2003",3518013,27.6,5,NA,NA,0,1,0.249662751291416,FALSE,1,FALSE,0,0,1,-5,2001,139051,950.422417334656,0,"3518","35"
"330","Oshawa",2006,0,0,0,0,"Ontario","3518013_2006",3518013,25.1,3,NA,NA,0,1,0.499544178244539,FALSE,2,FALSE,0,0,1,-4,2006,141590,963.555170832159,0,"3518","35"
"331","Oshawa",2010,0,0,0,0,"Ontario","3518013_2010",3518013,29.9,7,NA,NA,0,1,0.190106604656781,FALSE,3,FALSE,0,0,1,-3,2011,149607,1018.15684802644,0,"3518","35"
"332","Oshawa",2014,0,0,0,0,"Ontario","3518013_2014",3518013,26.4,9,NA,NA,0,1,0.200027330805234,FALSE,4,FALSE,0,0,1,-2,2016,159458,1085.53276289389,0,"3518","35"
"333","Oshawa",2018,0,0,0,0,"Ontario","3518013_2018",3518013,24.1,7,NA,NA,0,1,0.560955205719066,FALSE,5,FALSE,0,0,1,-1,2016,159458,1085.53276289389,0,"3518","35"
"334","Ottawa",2003,2014,0,0,0,"Ontario","3506008_2003",3506008,32.35,8,NA,NA,0,1,0.20517574060762,FALSE,1,FALSE,0,1,1,-3,2001,774072,277.053472520394,0,"3506","35"
"335","Ottawa",2006,2014,0,0,0,"Ontario","3506008_2006",3506008,53.53,7,NA,NA,0,1,0.108352580831159,FALSE,2,FALSE,0,1,1,-2,2006,812129,280.804959718824,0,"3506","35"
"336","Ottawa",2010,2014,0,0,0,"Ontario","3506008_2010",3506008,44.4,20,NA,NA,0,1,0.24648049250853,FALSE,3,FALSE,0,1,1,-1,2011,883391,305.457729786532,0,"3506","35"
"337","Ottawa",2014,2014,1,0,-2,"Ontario","3506008_2014",3506008,39.92,8,NA,NA,0,1,0.566068825654351,TRUE,1,TRUE,0,1,2,0,2016,934243,323.035680857526,0,"3506","35"
"338","Ottawa",2018,2014,1,0,-3,"Ontario","3506008_2018",3506008,42.55,12,NA,NA,0,1,0.481161870023575,TRUE,2,FALSE,0,1,3,1,2016,934243,323.035680857526,0,"3506","35"
"339","Oxford",2004,2016,0,0,0,"Nova Scotia","1211012_2004",1211012,NA,NA,NA,NA,NA,1,NA,FALSE,1,FALSE,3,1,1,-2,2006,1178,106.298981677412,0,"1211","12"
"340","Oxford",2012,2016,0,0,0,"Nova Scotia","1211012_2012",1211012,NA,3,NA,NA,0,1,NA,FALSE,2,FALSE,2,1,1,-1,2011,1151,103.862681082915,0,"1211","12"
"341","Oxford",2016,2016,1,0,-1,"Nova Scotia","1211012_2016",1211012,NA,NA,NA,NA,NA,1,NA,TRUE,1,TRUE,3,1,2,0,2016,1190,107.437083850581,0,"1211","12"
"342","Oxford",2020,2016,1,0,-1,"Nova Scotia","1211012_2020",1211012,60.7,2,NA,NA,0,1,0.270796460176991,TRUE,2,FALSE,0,1,2,1,2021,1170,109.589554335812,0,"1211","12"
"343","Peterborough",2003,0,0,0,0,"Ontario","3515014_2003",3515014,47.9,4,NA,NA,0,1,0.0236087689713322,FALSE,1,FALSE,0,0,1,-5,2001,71446,1212.25748688732,0,"3515","35"
"344","Peterborough",2006,0,0,0,0,"Ontario","3515014_2006",3515014,48.04,8,NA,NA,0,1,0.260664642914204,FALSE,2,FALSE,0,0,1,-4,2006,74898,1223.52984226499,0,"3515","35"
"345","Peterborough",2010,0,0,0,0,"Ontario","3515014_2010",3515014,44.14,2,NA,NA,0,1,0.168091168091168,FALSE,3,FALSE,0,0,1,-3,2011,78698,1181.81827738175,0,"3515","35"
"346","Peterborough",2014,0,0,0,0,"Ontario","3515014_2014",3515014,46.95,6,NA,NA,0,1,0.0489266284369946,FALSE,4,FALSE,0,0,1,-2,2016,81032,1208.7510641386,0,"3515","35"
"347","Peterborough",2018,0,0,0,0,"Ontario","3515014_2018",3515014,45.72,2,NA,NA,0,1,0.379001967447684,FALSE,5,FALSE,0,0,1,-1,2016,81032,1208.7510641386,0,"3515","35"
"348","Pickering",2003,0,0,0,0,"Ontario","3518001_2003",3518001,28.65,2,NA,NA,0,1,0.164533820840951,FALSE,1,FALSE,0,0,1,-5,2001,87139,374.769619431478,0,"3518","35"
"349","Pickering",2006,0,0,0,0,"Ontario","3518001_2006",3518001,28,2,NA,NA,0,1,0.408497624378789,FALSE,2,FALSE,0,0,1,-4,2006,87838,376.138198307537,0,"3518","35"
"350","Pickering",2010,0,0,0,0,"Ontario","3518001_2010",3518001,32.16,3,NA,NA,0,1,0.0826848249027237,FALSE,3,FALSE,0,0,1,-3,2011,88721,379.933550919065,0,"3518","35"
"351","Pickering",2014,0,0,0,0,"Ontario","3518001_2014",3518001,34.37,3,NA,NA,0,1,0.314945141408401,FALSE,4,FALSE,0,0,1,-2,2016,91771,393.059174013371,0,"3518","35"
"352","Pickering",2018,0,0,0,0,"Ontario","3518001_2018",3518001,29.19,4,NA,NA,0,1,0.470849977246296,FALSE,5,FALSE,0,0,1,-1,2016,91771,393.059174013371,0,"3518","35"
"353","Port Coquitlam",2005,2018,0,0,0,"British Columbia","5915039_2005",5915039,19.35,2,NA,NA,0,1,0.761842677096914,FALSE,1,FALSE,0,1,1,-4,2006,52687,1535.48844369137,0,"5915","59"
"354","Port Coquitlam",2008,2018,0,0,0,"British Columbia","5915039_2008",5915039,29.47,3,NA,NA,0,1,0.139363610612784,FALSE,2,FALSE,0,1,1,-3,2006,52687,1535.48844369137,0,"5915","59"
"355","Port Coquitlam",2011,2018,0,0,0,"British Columbia","5915039_2011",5915039,18.56,3,NA,NA,0,1,0.528359734287174,FALSE,3,FALSE,0,1,1,-2,2011,56342,1670.55480375681,0,"5915","59"
"356","Port Coquitlam",2014,2018,0,0,0,"British Columbia","5915039_2014",5915039,24,2,NA,NA,0,1,0.77961034944851,FALSE,4,FALSE,0,1,1,-1,2016,58612,1738.08403309512,0,"5915","59"
"357","Port Coquitlam",2018,2018,1,0,-1,"British Columbia","5915039_2018",5915039,28,4,NA,NA,0,1,0.798967297762478,TRUE,1,TRUE,0,1,2,0,2016,58612,1738.08403309512,0,"5915","59"
"358","Prince George",2005,2018,0,0,0,"British Columbia","5953023_2005",5953023,41,4,NA,NA,0,1,NA,FALSE,1,FALSE,1,1,1,-4,2006,70981,216.674891323718,0,"5953","59"
"359","Prince George",2008,2018,0,0,0,"British Columbia","5953023_2008",5953023,32.27,4,NA,NA,0,1,0.163628831814416,FALSE,2,FALSE,0,1,1,-3,2006,70981,216.674891323718,0,"5953","59"
"360","Prince George",2011,2018,0,0,0,"British Columbia","5953023_2011",5953023,28.51,6,NA,NA,0,1,0.108937246290011,FALSE,3,FALSE,0,1,1,-2,2011,71974,217.82859267972,0,"5953","59"
"361","Prince George",2014,2018,0,0,0,"British Columbia","5953023_2014",5953023,37,2,NA,NA,0,1,0.0835188732977787,FALSE,4,FALSE,0,1,1,-1,2016,74003,223.969340929743,0,"5953","59"
"362","Prince George",2018,2018,1,0,-1,"British Columbia","5953023_2018",5953023,24,2,NA,NA,0,1,0.836039852514317,TRUE,1,TRUE,0,1,2,0,2016,74003,223.969340929743,0,"5953","59"
"363","Quebec",2005,0,0,0,0,"Quebec","2423027_2005",2423027,50.68,5,NA,NA,0,1,0.128057094930098,FALSE,1,FALSE,0,0,1,-4,2006,491142,1062.13625322658,0,"2423","24"
"364","Quebec",2009,0,0,0,0,"Quebec","2423027_2009",2423027,49.35,7,NA,NA,0,1,0.714132078118424,FALSE,2,FALSE,0,0,1,-3,2011,516622,1117.61823068795,0,"2423","24"
"365","Quebec",2013,0,0,0,0,"Quebec","2423027_2013",2423027,54.9,5,NA,NA,0,1,0.500466360048336,FALSE,3,FALSE,0,0,1,-2,2011,516622,1117.61823068795,0,"2423","24"
"366","Quebec",2017,0,0,0,0,"Quebec","2423027_2017",2423027,50.89,6,NA,NA,0,1,0.266654682550479,FALSE,4,FALSE,0,0,1,-1,2016,531902,1152.64548806107,0,"2423","24"
"367","Rainy River",2003,2018,0,0,0,"Ontario","3559042_2003",3559042,NA,NA,NA,NA,NA,1,NA,FALSE,1,FALSE,3,1,1,-4,2001,981,302.8738144993,0,"3559","35"
"368","Rainy River",2006,2018,0,0,0,"Ontario","3559042_2006",3559042,NA,NA,NA,NA,NA,1,NA,FALSE,2,FALSE,3,1,1,-3,2006,909,280.647372288465,0,"3559","35"
"369","Rainy River",2010,2018,0,0,0,"Ontario","3559042_2010",3559042,NA,1,NA,NA,1,1,NA,FALSE,3,FALSE,2,1,1,-2,2011,842,259.959987156371,0,"3559","35"
"370","Rainy River",2014,2018,0,0,0,"Ontario","3559042_2014",3559042,52.2,2,NA,NA,0,1,0.286549707602339,FALSE,4,FALSE,0,1,1,-1,2016,807,249.537721321715,0,"3559","35"
"371","Rainy River",2018,2018,1,0,-1,"Ontario","3559042_2018",3559042,39.7,1,NA,NA,1,1,NA,TRUE,1,TRUE,1,1,2,0,2016,807,249.537721321715,0,"3559","35"
"372","Red Deer",2004,0,0,0,0,"Alberta","4808001_2004",4808001,27.27,3,NA,NA,0,1,0.0846410789689292,FALSE,1,FALSE,0,0,1,-5,2006,19108,4.62929801114668,0,"4808","48"
"373","Red Deer",2007,0,0,0,0,"Alberta","4808001_2007",4808001,22.04,3,NA,NA,0,1,0.0970694618734775,FALSE,2,FALSE,0,0,1,-4,2006,19108,4.62929801114668,0,"4808","48"
"374","Red Deer",2010,0,0,0,0,"Alberta","4808001_2010",4808001,24.79,2,NA,NA,0,1,0.126453781512605,FALSE,3,FALSE,0,0,1,-3,2011,18351,4.50631436526385,0,"4808","48"
"375","Red Deer",2013,0,0,0,0,"Alberta","4808001_2013",4808001,31.83,5,NA,NA,0,1,0.0701728540561776,FALSE,4,FALSE,0,0,1,-2,2011,18351,4.50631436526385,0,"4808","48"
"376","Red Deer",2017,0,0,0,0,"Alberta","4808001_2017",4808001,28.8,2,NA,NA,0,1,0.749701531274332,FALSE,5,FALSE,0,0,1,-1,2016,19541,4.8026525290038,0,"4808","48"
"377","Regina",2006,0,0,0,0,"Saskatchewan","4706027_2006",4706027,36.47,4,NA,NA,0,1,0.693615111423331,FALSE,1,FALSE,0,0,1,-5,2006,179246,1482.12888896974,0,"4706","47"
"378","Regina",2009,0,0,0,0,"Saskatchewan","4706027_2009",4706027,24.97,3,NA,NA,0,1,0.718835102539877,FALSE,2,FALSE,0,0,1,-4,2011,193100,1308.01993013236,0,"4706","47"
"379","Regina",2012,0,0,0,0,"Saskatchewan","4706027_2012",4706027,32.49,9,NA,NA,0,1,0.106549517640843,FALSE,3,FALSE,0,0,1,-3,2011,193100,1308.01993013236,0,"4706","47"
"380","Regina",2016,0,0,0,0,"Saskatchewan","4706027_2016",4706027,20.4,5,NA,NA,0,1,0.570165866433872,FALSE,4,FALSE,0,0,1,-2,2016,215106,1178.59152324295,0,"4706","47"
"381","Regina",2020,0,0,0,0,"Saskatchewan","4706027_2020",4706027,21.83,9,NA,NA,0,1,0.104967852240711,FALSE,5,FALSE,0,0,1,-1,2021,226404,1266.17079581679,0,"4706","47"
"382","Repentigny",2005,2017,0,0,0,"Quebec","2460013_2005",2460013,41.24,2,NA,NA,0,1,0.150912106135987,FALSE,1,FALSE,0,1,1,-3,2006,76237,1215.25007575686,0,"2460","24"
"383","Repentigny",2009,2017,0,0,0,"Quebec","2460013_2009",2460013,45.04,3,NA,NA,0,1,0.0786319146596283,FALSE,2,FALSE,0,1,1,-2,2011,82000,1304.93705429238,0,"2460","24"
"384","Repentigny",2013,2017,0,0,0,"Quebec","2460013_2013",2460013,46.5,2,NA,NA,0,1,0.24591732148958,FALSE,3,FALSE,0,1,1,-1,2011,82000,1304.93705429238,0,"2460","24"
"385","Repentigny",2017,2017,1,0,-1,"Quebec","2460013_2017",2460013,44.8,2,NA,NA,0,1,0.0631648704265634,TRUE,1,TRUE,0,1,2,0,2016,84285,1353.59059236471,0,"2460","24"
"386","Richmond",2002,2018,0,0,0,"British Columbia","5915015_2002",5915015,33.65,2,NA,NA,0,1,0.695733955308103,FALSE,1,FALSE,0,1,1,-5,2001,164345,1284.29122449251,0,"5915","59"
"387","Richmond",2005,2018,0,0,0,"British Columbia","5915015_2005",5915015,25.72,2,NA,NA,0,1,0.465009483877408,FALSE,2,FALSE,0,1,1,-4,2006,174461,1124.55666770102,0,"5915","59"
"388","Richmond",2008,2018,0,0,0,"British Columbia","5915015_2008",5915015,22.1,3,NA,NA,0,1,0.522826518459706,FALSE,3,FALSE,0,1,1,-3,2006,174461,1124.55666770102,0,"5915","59"
"389","Richmond",2011,2018,0,0,0,"British Columbia","5915015_2011",5915015,23.96,2,NA,NA,0,1,0.382349161472724,FALSE,4,FALSE,0,1,1,-2,2011,190473,1255.2048135526,0,"5915","59"
"390","Richmond",2014,2018,0,0,0,"British Columbia","5915015_2014",5915015,32.4,3,NA,NA,0,1,0.40954155795751,FALSE,5,FALSE,0,1,1,-1,2016,198309,1306.87791216914,0,"5915","59"
"391","Richmond",2018,2018,1,0,-1,"British Columbia","5915015_2018",5915015,36.86,6,NA,NA,0,1,0.464967363463604,TRUE,1,TRUE,0,1,2,0,2016,198309,1306.87791216914,0,"5915","59"
"392","Richmond Hill",2003,0,0,0,0,"Ontario","3519038_2003",3519038,NA,3,NA,NA,0,1,NA,FALSE,1,FALSE,2,0,1,-5,2001,132030,1297.93426408597,0,"3519","35"
