race_id,municipality,csd,first_name,last_name,party,votes_received,total_votes,incumbent,elected,acclaimed,gender,election_year,election_date,position,ward,magnitude,source,province,region,pop_2016
AbercornMairie0,Abercorn,NA,Jean-Charles,Bissonnette,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Acton ValeMairie5917,Acton Vale,NA,Luc,Champagne,,390,2262,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Acton ValeMairie5917,Acton Vale,NA,Juliette,Dupuis,,1872,2262,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AdstockMairie2336,Adstock,NA,Laurier,Blanchette,,456,1278,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AdstockMairie2336,Adstock,NA,Hélène,Faucher,,822,1278,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AguanishMairie0,Aguanish,NA,Richard,Noël,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AlbanelMairie1825,Albanel,NA,Jean-Marc,Mailloux,,469,1024,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AlbanelMairie1825,Albanel,NA,Évangéline,Plourde,,555,1024,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AlbertvilleMairie269,Albertville,NA,Martin,Landry,,134,211,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AlbertvilleMairie269,Albertville,NA,Adrien,Pitre,,77,211,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Alleyn-et-CawoodMairie0,Alleyn-et-Cawood,NA,Joseph,Squitti,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AlmaMairie23611,Alma,NA,Gérald,Scullion,,7603,13036,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AlmaMairie23611,Alma,NA,Lucille,Gagnon,,5433,13036,NA,0,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AmherstMairie1504,Amherst,NA,Bernard,Lapointe,,494,890,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AmherstMairie1504,Amherst,NA,Marcel,Dubois,,396,890,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AmosMairie9611,Amos,NA,Ulrick,Chérubin,,3830,4543,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AmosMairie9611,Amos,NA,Gilles,Blais,,229,4543,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AmosMairie9611,Amos,NA,Robert,Audette,,23,4543,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AmosMairie9611,Amos,NA,Denys,Campeau,,461,4543,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AmquiMairie5039,Amqui,NA,André,Valade,,1204,2441,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AmquiMairie5039,Amqui,NA,Gaëtan,Ruest,,1237,2441,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Ange-GardienMairie0,Ange-Gardien,NA,Rosaire,Houle,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AngliersMairie248,Angliers,NA,Paul,Coulombe,,120,214,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AngliersMairie248,Angliers,NA,Lyna,Pine,,94,214,NA,0,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ArmaghMairie1341,Armagh,NA,Guylain,Chamberland,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ArundelMairie495,Arundel,NA,Yvon C.,Dupuis,,140,302,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ArundelMairie495,Arundel,NA,Johanna,Earle,,162,302,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AsbestosMairie5566,Asbestos,NA,Jean-Philippe,Bachand,,1421,3258,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AsbestosMairie5566,Asbestos,NA,Gilles,Messier,,522,3258,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AsbestosMairie5566,Asbestos,NA,Hugues,Grimard,,1315,3258,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Ascot CornerMairie1931,Ascot Corner,NA,Johanne,Blais Demers,,306,654,NA,0,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Ascot CornerMairie1931,Ascot Corner,NA,Fabien,Morin,,348,654,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Aston-JonctionMairie0,Aston-Jonction,NA,Pierre,Gaudet,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AuclairMairie396,Auclair,NA,Jean-Guy,Robert,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AudetMairie0,Audet,NA,André,Grenier,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AumondMairie925,Aumond,NA,Jean,Giasson,,280,508,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AumondMairie925,Aumond,NA,Janique,Labelle,,228,508,NA,0,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AustinMairie1380,Austin,NA,Roger,Nicolet,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Authier-NordMairie208,Authier-Nord,NA,Alain,Gagnon,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
AuthierMairie217,Authier,NA,Pierre,Lambert,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Ayer's CliffMairie0,Ayer's Cliff,NA,Vincent,Gérin,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-ComeauMairie17601,Baie-Comeau,NA,Ivo,Di Piazza,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-D'UrféMairie0,Baie-D'Urfé,NA,Maria,Tutino,,NA,0,NA,1,1,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-Johan-BeetzMairie0,Baie-Johan-Beetz,NA,Martin,Côté,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-Saint-PaulMairie5904,Baie-Saint-Paul,NA,Conrad,Harvey,Option Baie-Saint-Paul,957,3759,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-Saint-PaulMairie5904,Baie-Saint-Paul,NA,Jean,Fortin,,1737,3759,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-Saint-PaulMairie5904,Baie-Saint-Paul,NA,Pierre André,Thomas,,1065,3759,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-Sainte-CatherineMairie218,Baie-Sainte-Catherine,NA,Donald,Kenny,,100,192,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-Sainte-CatherineMairie218,Baie-Sainte-Catherine,NA,Jacques,Martin,,92,192,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-TrinitéMairie0,Baie-Trinité,NA,Marcel,Poulin,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-des-SablesMairie0,Baie-des-Sables,NA,Jacques,Couillard,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Baie-du-FebvreMairie0,Baie-du-Febvre,NA,Claude,Biron,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BarkmereMairie0,Barkmere,NA,Charles,Huot,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Barnston-OuestMairie480,Barnston-Ouest,NA,Ghislaine,Leblond,,208,328,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Barnston-OuestMairie480,Barnston-Ouest,NA,Alain,Bouffard,,120,328,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BarrauteMairie1521,Barraute,NA,Marcel,Massé,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BatiscanMairie0,Batiscan,NA,Christian,Fortin,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeaconsfieldMairie13785,Beaconsfield,NA,Jim,Birnie,,2059,5421,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeaconsfieldMairie13785,Beaconsfield,NA,Bob,Benedetti,,3362,5421,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeaucevilleMairie5057,Beauceville,NA,Jean-Guy,Bolduc,,1305,3190,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeaucevilleMairie5057,Beauceville,NA,H-Marcel,Veilleux,,816,3190,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeaucevilleMairie5057,Beauceville,NA,Marcel,Roy,,1069,3190,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeauharnoisMairie9295,Beauharnois,NA,Daniel,Charlebois,Équipe Daniel Charlebois,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Beaulac-GarthbyMairie0,Beaulac-Garthby,NA,Jean,Binette,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeaumontMairie1915,Beaumont,NA,Jean-Claude,Tardif,,403,1317,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeaumontMairie1915,Beaumont,NA,André,Goulet,,655,1317,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeaumontMairie1915,Beaumont,NA,Cécile,Asselin,,259,1317,NA,0,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeaupréMairie2480,Beaupré,NA,Henri,Cloutier,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BedfordMairie0,Bedford,NA,Claude,Dubois,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BedfordMairie584,Bedford,NA,Robert,Martin,,135,351,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BedfordMairie584,Bedford,NA,Gilles,St-Jean,,216,351,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BelcourtMairie200,Belcourt,NA,Carol,Nolet,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BelleterreMairie243,Belleterre,NA,Jean-Pierre,Charron,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeloeilMairie14447,Beloeil,NA,Marcel,Bédard,Équipe Bédard,2609,6866,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BeloeilMairie14447,Beloeil,NA,Réal,Jeannotte,Équipe Jeannotte,4257,6866,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BerryMairie410,Berry,NA,Jacques,Hébert,,99,223,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BerryMairie410,Berry,NA,Jules,Grondin,,124,223,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Berthier-sur-MerMairie1229,Berthier-sur-Mer,NA,Rosario,Bossé,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BerthiervilleMairie3278,Berthierville,NA,Yvon,Poirier,,954,1713,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BerthiervilleMairie3278,Berthierville,NA,Jacques,Lapalme,,759,1713,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BiencourtMairie507,Biencourt,NA,Daniel,Boucher,,315,370,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BiencourtMairie507,Biencourt,NA,Huguette,Bergeron Bossé,,55,370,NA,0,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BlainvilleMairie30777,Blainville,NA,Daniel,Ratthé,Parti de l'action civique de Blainville,6662,14475,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BlainvilleMairie30777,Blainville,NA,François,Cantin,Vrai Blainville,7813,14475,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Blanc-SablonMairie925,Blanc-Sablon,NA,Alexandre Sr.,Dumas,,201,516,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Blanc-SablonMairie925,Blanc-Sablon,NA,Armand,Joncas,,315,516,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Blue SeaMairie766,Blue Sea,NA,Laurent,Fortin,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BoileauMairie419,Boileau,NA,Henri,Gariepy,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Bois-FrancMairie0,Bois-Franc,NA,Armand,Hubert,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Bois-des-FilionMairie5944,Bois-des-Filion,NA,Paul,Larocque,Équipe Larocque,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BoisbriandMairie18427,Boisbriand,NA,Pierre Marc,Gendron,Ralliement des citoyens de Boisbriand,4433,9627,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BoisbriandMairie18427,Boisbriand,NA,Sylvie,St-Jean,Équipe Sylvie St-Jean / Solidarité Boisbriand,5194,9627,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BoischatelMairie4011,Boischatel,NA,Yves,Germain,,1298,2022,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BoischatelMairie4011,Boischatel,NA,Claude,Lavoie,,724,2022,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Bolton-EstMairie668,Bolton-Est,NA,Joan,Westland Eby,,198,302,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Bolton-EstMairie668,Bolton-Est,NA,Denis,Depelteau,,104,302,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Bolton-OuestMairie0,Bolton-Ouest,NA,Donald,Badger,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BonaventureMairie1800,Bonaventure,NA,Serge,Arsenault,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Bonne-EspéranceMairie687,Bonne-Espérance,NA,Lionel,Roberts,,272,466,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Bonne-EspéranceMairie687,Bonne-Espérance,NA,Bryce,Féquet,,194,466,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BonsecoursMairie0,Bonsecours,NA,Cécile,Laliberté,,NA,0,NA,1,1,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BouchervilleMairie30109,Boucherville,NA,Francine,Gadbois,Renouveau démocratique municipal - Équipe Gadbois,NA,0,NA,1,1,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BouchetteMairie765,Bouchette,NA,Réjean,Carle,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BowmanMairie601,Bowman,NA,Gaétan,Bastien,,115,399,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BowmanMairie601,Bowman,NA,Roger,Madore,,284,399,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BrighamMairie1735,Brigham,NA,Steven,Neil,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BristolMairie1181,Bristol,NA,Jack,Graham,,396,678,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BristolMairie1181,Bristol,NA,Scott,Wilson,,282,678,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BromeMairie0,Brome,NA,L. Thomas,Selby,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BromontMairie4479,Bromont,NA,Ruth,Dupont,,673,2464,NA,0,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BromontMairie4479,Bromont,NA,Pauline,Quinlan,,1791,2464,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BrossardMairie51818,Brossard,NA,Raymond,Guyot,Action Brossard - Équipe Guyot Team,7268,17357,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BrossardMairie51818,Brossard,NA,Jean-Marc,Pelletier,Démocratie Brossard Democracy,10089,17357,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Brownsburg-ChathamMairie5663,Brownsburg-Chatham,NA,Lise,Bourgault,,1704,2358,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Brownsburg-ChathamMairie5663,Brownsburg-Chatham,NA,Jean-Claude,Pigeon,,194,2358,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Brownsburg-ChathamMairie5663,Brownsburg-Chatham,NA,Ronald,Tilsley,,460,2358,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BrysonMairie565,Bryson,NA,Albert,Davis,,236,357,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BrysonMairie565,Bryson,NA,Francis,Cahill,,121,357,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BrébeufMairie0,Brébeuf,NA,Ronald,Provost,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BuryMairie957,Bury,NA,Florence,Duval Fréchette,,173,635,NA,0,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BuryMairie957,Bury,NA,Orvil,Anderson,,157,635,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BuryMairie957,Bury,NA,Marc Jacques,Gosselin,,305,635,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BéarnMairie674,Béarn,NA,Luc,Lalonde,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BécancourMairie8955,Bécancour,NA,Maurice,Richard,,2848,4391,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BécancourMairie8955,Bécancour,NA,Pierre,Duplessis,,1543,4391,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BéginMairie637,Bégin,NA,Gérald,Savard,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
BéthanieMairie0,Béthanie,NA,Chantal,Beauregard Favreau,,NA,0,NA,1,1,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CabanoMairie0,Cabano,NA,Jacques,Asselin,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Calixa-LavalléeMairie0,Calixa-Lavallée,NA,Jean-Robert,Grenier,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Campbell's BayMairie683,Campbell's Bay,NA,Cletus,Ferrigan,,189,529,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Campbell's BayMairie683,Campbell's Bay,NA,Jean-Louis,Auger,,340,529,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CandiacMairie10859,Candiac,NA,André J.,Côté,Équipe André J. Côté / Action Candiac,3119,5016,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CandiacMairie10859,Candiac,NA,Hubert,Saumure,Équipe des citoyens,1897,5016,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CantleyMairie5536,Cantley,NA,Steve,Harris,,1759,2693,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CantleyMairie5536,Cantley,NA,Michel,Charbonneau,,934,2693,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Cap-ChatMairie2284,Cap-Chat,NA,Judes,Landry,,723,1183,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Cap-ChatMairie2284,Cap-Chat,NA,Stéphane,Boucher,,460,1183,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Cap-Saint-IgnaceMairie2654,Cap-Saint-Ignace,NA,Marcel,Catellier,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Cap-SantéMairie2272,Cap-Santé,NA,Jean-Yves,Nobert,,605,1214,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Cap-SantéMairie2272,Cap-Santé,NA,Jeanne,Noreau,,609,1214,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CaplanMairie1664,Caplan,NA,Marcel,Boudreau,,287,815,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CaplanMairie1664,Caplan,NA,Doris,Boissonnault,,528,815,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CarignanMairie5359,Carignan,NA,Jocelyne,Lecavalier,Équipe Lecavalier - Action Carignan,1298,2897,NA,0,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CarignanMairie5359,Carignan,NA,Jean-Guy,Legendre,Équipe Legendre,1599,2897,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Carleton-sur-MerMairie3367,Carleton-sur-Mer,NA,Jean-Guy,Cyr,,412,2157,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Carleton-sur-MerMairie3367,Carleton-sur-Mer,NA,Marc,Tétreault,,596,2157,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Carleton-sur-MerMairie3367,Carleton-sur-Mer,NA,Michel,Lacroix,,1149,2157,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
Cascapédia--Saint-JulesMairie0,Cascapédia--Saint-Jules,NA,Pat,St-Onge,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CausapscalMairie1989,Causapscal,NA,Jacques,Parent,,538,1315,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CausapscalMairie1989,Causapscal,NA,Denis,Bastien,,777,1315,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CayamantMairie835,Cayamant,NA,Laurier,Gaudettte,,139,412,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
CayamantMairie835,Cayamant,NA,Suzanne,Labelle Lamarche,,273,412,NA,1,0,F,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ChamblyMairie15755,Chambly,NA,Denis,Lavoie,Action Chambly/Équipe Denis Lavoie,3627,7253,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ChamblyMairie15755,Chambly,NA,Pierre,Bourbonnais,Équipe Bourbonnais - Parti municipal Chambly,3626,7253,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ChambordMairie1528,Chambord,NA,Bruno,Laroche,,662,870,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ChambordMairie1528,Chambord,NA,Gérard,Savard,,208,870,NA,0,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ChamplainMairie1344,Champlain,NA,Marcel-P.,Marchand,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ChampneufMairie105,Champneuf,NA,Rosaire,Guénette,,NA,0,NA,1,1,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
ChandlerMairie6596,Chandler,NA,Claude,Cyr,,2480,4585,NA,1,0,M,2005,"November 6, 2005",mairie,,1,Quebec Government,Quebec,Quebec,NA
