mun_c,mun_n,reg_c,reg_n,arr_c,dist_n,arr_n,poste_c,type_poste_c,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs_maire,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
72005,Saint-Eustache,15,Laurentides,,,,0,M,Maire,Desmarais,Julie,F,Sortant (autre poste),Renouveau Saint-Eustache - Équipe Desmarais,34710,3844,349,Non élu
72005,Saint-Eustache,15,Laurentides,,,,0,M,Maire,St-Germain,Robert,M,Nouveau,Accès Saint-Eustache,34710,1509,349,Non élu
72005,Saint-Eustache,15,Laurentides,,,,0,M,Maire,Charron,Pierre,M,Sortant,Option Saint-Eustache - Équipe Pierre Charron,34710,10036,349,Élu
72005,Saint-Eustache,15,Laurentides,,Vieux-Saint-Eustache,,1,C,Conseiller,Cudney,Anne Marie,F,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,201,26,Non élu
72005,Saint-Eustache,15,Laurentides,,Vieux-Saint-Eustache,,1,C,Conseiller,Paré,Denis,M,Nouveau,Accès Saint-Eustache,34710,358,26,Non élu
72005,Saint-Eustache,15,Laurentides,,Vieux-Saint-Eustache,,1,C,Conseiller,Labelle,Michèle,F,Sortant,Option Saint-Eustache - Équipe Pierre Charron,34710,676,26,Élu
72005,Saint-Eustache,15,Laurentides,,des Jardins,,10,C,Conseiller,Pelletier,Nathalie,F,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,283,17,Non élu
72005,Saint-Eustache,15,Laurentides,,des Jardins,,10,C,Conseiller,Sauriol,Paul,M,Nouveau,Accès Saint-Eustache,34710,400,17,Non élu
72005,Saint-Eustache,15,Laurentides,,des Jardins,,10,C,Conseiller,Roy,Yves,M,Nouveau,Option Saint-Eustache - Équipe Pierre Charron,34710,809,17,Élu
72005,Saint-Eustache,15,Laurentides,,du Carrefour,,2,C,Conseiller,Biard,André,M,Sortant,,34710,512,29,Non élu
72005,Saint-Eustache,15,Laurentides,,du Carrefour,,2,C,Conseiller,Hinse,Marie-Andrée,F,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,221,29,Non élu
72005,Saint-Eustache,15,Laurentides,,du Carrefour,,2,C,Conseiller,Mallette,Sylvie,F,Sortant (autre poste),Option Saint-Eustache - Équipe Pierre Charron,34710,618,29,Élu
72005,Saint-Eustache,15,Laurentides,,de la Rivière-Nord,,3,C,Conseiller,Doucet,Nathalie,F,Nouveau,Accès Saint-Eustache,34710,137,29,Non élu
72005,Saint-Eustache,15,Laurentides,,de la Rivière-Nord,,3,C,Conseiller,Groleau,Dominique,M,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,199,29,Non élu
72005,Saint-Eustache,15,Laurentides,,de la Rivière-Nord,,3,C,Conseiller,Paquette,Patrice,M,Sortant,Option Saint-Eustache - Équipe Pierre Charron,34710,1440,29,Élu
72005,Saint-Eustache,15,Laurentides,,des Érables,,4,C,Conseiller,Godin,Sylvie,F,Nouveau,Accès Saint-Eustache,34710,245,37,Non élu
72005,Saint-Eustache,15,Laurentides,,des Érables,,4,C,Conseiller,Lavallée,François,M,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,449,37,Non élu
72005,Saint-Eustache,15,Laurentides,,des Érables,,4,C,Conseiller,Danis,Janique-Aimée,F,Sortant,Option Saint-Eustache - Équipe Pierre Charron,34710,1187,37,Élu
72005,Saint-Eustache,15,Laurentides,,du Clair-Matin,,5,C,Conseiller,Bergeron,Hugo,M,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,343,13,Non élu
72005,Saint-Eustache,15,Laurentides,,du Clair-Matin,,5,C,Conseiller,Gauthier,Brigide,F,Nouveau,Accès Saint-Eustache,34710,77,13,Non élu
72005,Saint-Eustache,15,Laurentides,,du Clair-Matin,,5,C,Conseiller,Lamarre,Marc,M,Sortant,Option Saint-Eustache - Équipe Pierre Charron,34710,1163,13,Élu
72005,Saint-Eustache,15,Laurentides,,de la Seigneurie,,6,C,Conseiller,Mainville,Mario,M,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,515,38,Non élu
72005,Saint-Eustache,15,Laurentides,,de la Seigneurie,,6,C,Conseiller,Mattioli,Isabelle,F,Nouveau,Option Saint-Eustache - Équipe Pierre Charron,34710,926,38,Élu
72005,Saint-Eustache,15,Laurentides,,des Moissons,,7,C,Conseiller,Davidson,Daniel,M,Nouveau,,34710,328,20,Non élu
72005,Saint-Eustache,15,Laurentides,,des Moissons,,7,C,Conseiller,Grondin,Bernard,M,Nouveau,Accès Saint-Eustache,34710,116,20,Non élu
72005,Saint-Eustache,15,Laurentides,,des Moissons,,7,C,Conseiller,Morelli,Jean-Pierre,M,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,166,20,Non élu
72005,Saint-Eustache,15,Laurentides,,des Moissons,,7,C,Conseiller,Lefebvre,Isabelle,F,Sortant,Option Saint-Eustache - Équipe Pierre Charron,34710,949,20,Élu
72005,Saint-Eustache,15,Laurentides,,des Îles,,8,C,Conseiller,Belanger,Daniel,M,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,151,24,Non élu
72005,Saint-Eustache,15,Laurentides,,des Îles,,8,C,Conseiller,Dubeau,Véronique,F,Nouveau,Accès Saint-Eustache,34710,96,24,Non élu
72005,Saint-Eustache,15,Laurentides,,des Îles,,8,C,Conseiller,Tessier,Raymond,M,Sortant,Option Saint-Eustache - Équipe Pierre Charron,34710,1426,24,Élu
72005,Saint-Eustache,15,Laurentides,,Plateau-des-Chênes,,9,C,Conseiller,Laurin,Robert,M,Nouveau,Accès Saint-Eustache,34710,142,49,Non élu
72005,Saint-Eustache,15,Laurentides,,Plateau-des-Chênes,,9,C,Conseiller,Toupin,Nicolas,M,Nouveau,Renouveau Saint-Eustache - Équipe Desmarais,34710,385,49,Non élu
72005,Saint-Eustache,15,Laurentides,,Plateau-des-Chênes,,9,C,Conseiller,Carignan-Lefebvre,Nicole,F,Sortant,Option Saint-Eustache - Équipe Pierre Charron,34710,941,49,Élu
72010,Deux-Montagnes,15,Laurentides,,,,0,M,Maire,Daviau,Isabelle,F,Nouveau,Équipe Isabelle Daviau,13409,1167,93,Non élu
72010,Deux-Montagnes,15,Laurentides,,,,0,M,Maire,Maletto-Rock,Didier,M,Nouveau,Mouvement Citoyen Deux-Montagnes / Deux-Montagnes Citizen Movement,13409,254,93,Non élu
72010,Deux-Montagnes,15,Laurentides,,,,0,M,Maire,Martin,Denis,M,Sortant,Deux-Montagnes Autrement - Équipe Denis Martin,13409,4098,93,Élu
72010,Deux-Montagnes,15,Laurentides,,Du Grand-Moulin,,1,C,Conseiller,Gagnon,Jennifer,F,Nouveau,Mouvement Citoyen Deux-Montagnes / Deux-Montagnes Citizen Movement,13409,71,32,Non élu
72010,Deux-Montagnes,15,Laurentides,,Du Grand-Moulin,,1,C,Conseiller,Thibaudeau,Marianne,F,Nouveau,Équipe Isabelle Daviau,13409,171,32,Non élu
72010,Deux-Montagnes,15,Laurentides,,Du Grand-Moulin,,1,C,Conseiller,Robitaille,Manon,F,Sortant,Deux-Montagnes Autrement - Équipe Denis Martin,13409,599,32,Élu
72010,Deux-Montagnes,15,Laurentides,,Du Lac,,2,C,Conseiller,St-Jean,Dany,M,Nouveau,Équipe Isabelle Daviau,13409,399,14,Non élu
72010,Deux-Montagnes,15,Laurentides,,Du Lac,,2,C,Conseiller,Varennes-Proteau,Caroline,F,Nouveau,Mouvement Citoyen Deux-Montagnes / Deux-Montagnes Citizen Movement,13409,56,14,Non élu
72010,Deux-Montagnes,15,Laurentides,,Du Lac,,2,C,Conseiller,Johnson,Erik,M,Nouveau,Deux-Montagnes Autrement - Équipe Denis Martin,13409,485,14,Élu
72010,Deux-Montagnes,15,Laurentides,,De l'Olympia,,3,C,Conseiller,Pierre,Marie Edwine,F,Nouveau,Mouvement Citoyen Deux-Montagnes / Deux-Montagnes Citizen Movement,13409,0,17,Désistement
72010,Deux-Montagnes,15,Laurentides,,De l'Olympia,,3,C,Conseiller,Tremblay,Louis-Philippe,M,Nouveau,Équipe Isabelle Daviau,13409,235,17,Non élu
72010,Deux-Montagnes,15,Laurentides,,De l'Olympia,,3,C,Conseiller,Groulx Stabile,Micheline,F,Sortant,Deux-Montagnes Autrement - Équipe Denis Martin,13409,659,17,Élu
72010,Deux-Montagnes,15,Laurentides,,De la Gare,,4,C,Conseiller,Laplatte,Benjamin,M,Nouveau,Équipe Isabelle Daviau,13409,137,10,Non élu
72010,Deux-Montagnes,15,Laurentides,,De la Gare,,4,C,Conseiller,Berthiaume,Frederic,M,Sortant,Deux-Montagnes Autrement - Équipe Denis Martin,13409,817,10,Élu
72010,Deux-Montagnes,15,Laurentides,,Du Coteau,,5,C,Conseiller,Globensky,Patrick,M,Nouveau,Équipe Isabelle Daviau,13409,105,17,Non élu
72010,Deux-Montagnes,15,Laurentides,,Du Coteau,,5,C,Conseiller,Valente,Mark,M,Nouveau,Mouvement Citoyen Deux-Montagnes / Deux-Montagnes Citizen Movement,13409,76,17,Non élu
72010,Deux-Montagnes,15,Laurentides,,Du Coteau,,5,C,Conseiller,Mendes,Michel,M,Sortant,Deux-Montagnes Autrement - Équipe Denis Martin,13409,869,17,Élu
72010,Deux-Montagnes,15,Laurentides,,Du Golf,,6,C,Conseiller,Dagenais,Bobby,M,Nouveau,Équipe Isabelle Daviau,13409,190,24,Non élu
72010,Deux-Montagnes,15,Laurentides,,Du Golf,,6,C,Conseiller,Lavallée,Margaret,F,Sortant,Deux-Montagnes Autrement - Équipe Denis Martin,13409,663,24,Élu
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,,,0,M,Maire,Nadeau,Louis,M,Nouveau,,13257,1345,87,Non élu
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,,,0,M,Maire,Paulus,Sonia,F,Sortant,Nouvelle Option - Équipe Paulus,13257,3545,87,Élu
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,1,,1,C,Conseiller,Racine,François,M,Sortant (autre poste),Nouvelle Option - Équipe Paulus,13257,0,,Élu sans opposition
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,2,,2,C,Conseiller,Pepin,Robert,M,Nouveau,,13257,291,25,Non élu
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,2,,2,C,Conseiller,Lajeunesse,Jean-Guy,M,Sortant,Nouvelle Option - Équipe Paulus,13257,528,25,Élu
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,3,,3,C,Conseiller,Legault,Yves,M,Sortant,Nouvelle Option - Équipe Paulus,13257,0,,Élu sans opposition
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,4,,4,C,Conseiller,Bleau,Jean-Guy,M,Nouveau,Nouvelle Option - Équipe Paulus,13257,0,,Élu sans opposition
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,5,,5,C,Conseiller,Lacombe,Annie-Claude,F,Sortant,Nouvelle Option - Équipe Paulus,13257,581,14,Non élu
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,5,,5,C,Conseiller,Robillard,François,M,Sortant (autre poste),,13257,588,14,Élu
72015,Sainte-Marthe-sur-le-Lac,15,Laurentides,,6,,6,C,Conseiller,Lanthier,Frédérique,F,Nouveau,Nouvelle Option - Équipe Paulus,13257,0,,Élu sans opposition
72020,Pointe-Calumet,15,Laurentides,,,,0,M,Maire,Gravel,Denis,M,Sortant,,4863,879,44,Non élu
72020,Pointe-Calumet,15,Laurentides,,,,0,M,Maire,Fontaine,Sonia,F,Nouveau,Équipe Sonia Fontaine,4863,1058,44,Élu
72020,Pointe-Calumet,15,Laurentides,,1,,1,C,Conseiller,Garofalo,Dominique,F,Nouveau,,4863,91,14,Non élu
72020,Pointe-Calumet,15,Laurentides,,1,,1,C,Conseiller,Bédard,Serge,M,Sortant,Équipe Sonia Fontaine,4863,211,14,Élu
72020,Pointe-Calumet,15,Laurentides,,2,,2,C,Conseiller,Desormeaux,Eric,M,Nouveau,,4863,174,19,Non élu
72020,Pointe-Calumet,15,Laurentides,,2,,2,C,Conseiller,Kennedy,Robert,M,Sortant,Équipe Sonia Fontaine,4863,200,19,Élu
72020,Pointe-Calumet,15,Laurentides,,3,,3,C,Conseiller,Tomeo,Alexander,M,Sortant,,4863,111,5,Non élu
72020,Pointe-Calumet,15,Laurentides,,3,,3,C,Conseiller,Cloutier,Vicky,F,Nouveau,Équipe Sonia Fontaine,4863,146,5,Élu
72020,Pointe-Calumet,15,Laurentides,,4,,4,C,Conseiller,Giguère,Dominick,M,Sortant,,4863,190,15,Non élu
72020,Pointe-Calumet,15,Laurentides,,4,,4,C,Conseiller,Beauchamp,Patrick,M,Nouveau,Équipe Sonia Fontaine,4863,233,15,Élu
72020,Pointe-Calumet,15,Laurentides,,5,,5,C,Conseiller,Clermont,Normand,M,Sortant,,4863,124,3,Non élu
72020,Pointe-Calumet,15,Laurentides,,5,,5,C,Conseiller,Legault,Barbara,F,Nouveau,Équipe Sonia Fontaine,4863,137,3,Élu
72020,Pointe-Calumet,15,Laurentides,,6,,6,C,Conseiller,Galland Prud'homme,Marie-Claude,F,Sortant,,4863,139,15,Non élu
72020,Pointe-Calumet,15,Laurentides,,6,,6,C,Conseiller,Victor,Tony,M,Nouveau,Équipe Sonia Fontaine,4863,154,15,Élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,,,0,M,Maire,Théoret,Alain,M,Sortant (autre poste),Équipe Alain Théoret,5213,839,48,Non élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,,,0,M,Maire,Proulx,Benoit,M,Sortant,Équipe Benoit Proulx,5213,1580,48,Élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,De la Baie,,1,C,Conseiller,Olaïzola,Marie-Eve,F,Nouveau,Équipe Alain Théoret,5213,179,12,Non élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,De la Baie,,1,C,Conseiller,Aubertin,Régent,M,Nouveau,Équipe Benoit Proulx,5213,220,12,Élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,Des Sables,,2,C,Conseiller,Quintin,Jacques,M,Nouveau,Équipe Alain Théoret,5213,91,9,Non élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,Des Sables,,2,C,Conseiller,Archetto,Marie-Josée,F,Nouveau,Équipe Benoit Proulx,5213,266,9,Élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,Des Coteaux,,3,C,Conseiller,Bourassa,Benoit,M,Nouveau,Équipe Alain Théoret,5213,141,19,Non élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,Des Coteaux,,3,C,Conseiller,Thorn,Michel,M,Sortant,Équipe Benoit Proulx,5213,312,19,Élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,De la Vallée,,4,C,Conseiller,Boucher,Benoit,M,Nouveau,Équipe Alain Théoret,5213,82,4,Non élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,De la Vallée,,4,C,Conseiller,Dussault,Alexandre,M,Nouveau,Équipe Benoit Proulx,5213,228,4,Élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,Du Berceau,,5,C,Conseiller,Reny,Pascale,F,Nouveau,Équipe Alain Théoret,5213,171,8,Non élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,Du Berceau,,5,C,Conseiller,Villeneuve,Nicolas,M,Sortant,Équipe Benoit Proulx,5213,271,8,Élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,Du Domaine,,6,C,Conseiller,Bilodeau,Sophie,F,Nouveau,Équipe Alain Théoret,5213,176,6,Non élu
72025,Saint-Joseph-du-Lac,15,Laurentides,,Du Domaine,,6,C,Conseiller,Marineau,Louis-Philippe,M,Sortant,Équipe Benoit Proulx,5213,272,6,Élu
72032,Oka,15,Laurentides,,,,0,M,Maire,Provencher,Marie-Claude,F,Nouveau,,3513,701,20,Non élu
72032,Oka,15,Laurentides,,,,0,M,Maire,Rhéaume,Sylvain,M,Nouveau,,3513,12,20,Non élu
72032,Oka,15,Laurentides,,,,0,M,Maire,Tremblay-C.,Julie,F,Nouveau,,3513,154,20,Non élu
72032,Oka,15,Laurentides,,,,0,M,Maire,Quevillon,Pascal,M,Sortant,Équipe Pascal Quevillon,3513,1043,20,Élu
72032,Oka,15,Laurentides,,des Récoltes,,1,C,Conseiller,Bourque,Jérémie,M,Nouveau,Équipe Pascal Quevillon,3513,0,,Élu sans opposition
72032,Oka,15,Laurentides,,de l'Abbaye,,2,C,Conseiller,Larente,Joëlle,F,Sortant,Équipe Pascal Quevillon,3513,0,,Élu sans opposition
72032,Oka,15,Laurentides,,de la Rive,,3,C,Conseiller,Laurin,Serge,M,Nouveau,,3513,133,21,Non élu
72032,Oka,15,Laurentides,,de la Rive,,3,C,Conseiller,Morin,Jules,M,Nouveau,Équipe Pascal Quevillon,3513,253,21,Élu
72032,Oka,15,Laurentides,,des Chapelles,,4,C,Conseiller,Patrick,Lauzé,M,Nouveau,Équipe Pascal Quevillon,3513,105,2,Non élu
72032,Oka,15,Laurentides,,des Chapelles,,4,C,Conseiller,Girard,Jean-François,M,Sortant,,3513,248,2,Élu
72032,Oka,15,Laurentides,,de la Pinède,,5,C,Conseiller,Proulx,Yannick,M,Sortant,Équipe Pascal Quevillon,3513,0,,Élu sans opposition
72032,Oka,15,Laurentides,,de la Pointe-aux-Anglais,,6,C,Conseiller,Blanchette,Linda,F,Nouveau,Équipe Pascal Quevillon,3513,66,7,Non élu
72032,Oka,15,Laurentides,,de la Pointe-aux-Anglais,,6,C,Conseiller,Tremblay,Marc Guy,M,Nouveau,,3513,68,7,Non élu
72032,Oka,15,Laurentides,,de la Pointe-aux-Anglais,,6,C,Conseiller,Larocque,Stéphanie,F,Nouveau,,3513,114,7,Élu
72043,Saint-Placide,15,Laurentides,,,,0,M,Maire,Labonté,Richard,M,Sortant (autre poste),,1427,0,,Élu sans opposition
72043,Saint-Placide,15,Laurentides,,1,,1,C,Conseiller,Ouellette,Mélanie,F,Nouveau,,1427,15,2,Non élu
72043,Saint-Placide,15,Laurentides,,1,,1,C,Conseiller,DesRosiers,Brigitte,F,Sortant,,1427,60,2,Élu
72043,Saint-Placide,15,Laurentides,,2,,2,C,Conseiller,Pelosse,Henri,M,Nouveau,,1427,0,,Élu sans opposition
72043,Saint-Placide,15,Laurentides,,3,,3,C,Conseiller,Bellange,Danielle,F,Sortant (autre poste),,1427,42,2,Non élu
72043,Saint-Placide,15,Laurentides,,3,,3,C,Conseiller,Dion,André,M,Sortant,,1427,0,2,Désistement
72043,Saint-Placide,15,Laurentides,,3,,3,C,Conseiller,Gingras,Stéphanie,F,Nouveau,,1427,85,2,Élu
72043,Saint-Placide,15,Laurentides,,4,,4,C,Conseiller,Sauvé,Normand,M,Nouveau,,1427,74,1,Non élu
72043,Saint-Placide,15,Laurentides,,4,,4,C,Conseiller,D'Amour,Marie-Eve,F,Sortant,,1427,102,1,Élu
72043,Saint-Placide,15,Laurentides,,5,,5,C,Conseiller,Bellange,Danielle,F,Sortant,,1427,0,,Désistement
72043,Saint-Placide,15,Laurentides,,5,,5,C,Conseiller,Ouellette,Mélanie,F,Nouveau,,1427,0,,Désistement
72043,Saint-Placide,15,Laurentides,,5,,5,C,Conseiller,St-Pierre,Martin,M,Nouveau,,1427,0,,Élu sans opposition
72043,Saint-Placide,15,Laurentides,,6,,6,C,Conseiller,Brulotte,Guy,M,Sortant,,1427,41,0,Non élu
72043,Saint-Placide,15,Laurentides,,6,,6,C,Conseiller,Nantel,Jacques,M,Nouveau,,1427,67,0,Élu
73005,Boisbriand,15,Laurentides,,,,0,M,Maire,Drapeau,Martin,M,Nouveau,Action citoyenne de Boisbriand - Équipe Drapeau,19935,925,173,Non élu
73005,Boisbriand,15,Laurentides,,,,0,M,Maire,Hébert,Denis,M,Sortant (autre poste),,19935,2595,173,Non élu
73005,Boisbriand,15,Laurentides,,,,0,M,Maire,Cordato,Marlene,F,Sortant,Ralliement des citoyens de Boisbriand,19935,5839,173,Élu
73005,Boisbriand,15,Laurentides,,Sanche,,1,C,Conseiller,Dubeau,Catherine,F,Nouveau,Ralliement des citoyens de Boisbriand,19935,259,22,Non élu
73005,Boisbriand,15,Laurentides,,Sanche,,1,C,Conseiller,Côté,François,M,Nouveau,,19935,576,22,Élu
73005,Boisbriand,15,Laurentides,,Dugué,,2,C,Conseiller,Sauriol,Gilles,M,Nouveau,,19935,494,15,Non élu
73005,Boisbriand,15,Laurentides,,Dugué,,2,C,Conseiller,Rémy,Érick,M,Sortant,Ralliement des citoyens de Boisbriand,19935,629,15,Élu
73005,Boisbriand,15,Laurentides,,Filion,,3,C,Conseiller,Dumont,Dominic,M,Nouveau,,19935,381,37,Non élu
73005,Boisbriand,15,Laurentides,,Filion,,3,C,Conseiller,Beaudette,Christine,F,Sortant,Ralliement des citoyens de Boisbriand,19935,830,37,Élu
73005,Boisbriand,15,Laurentides,,Dubois,,4,C,Conseiller,Sayegh,Isabel,F,Nouveau,Ralliement des citoyens de Boisbriand,19935,513,26,Non élu
73005,Boisbriand,15,Laurentides,,Dubois,,4,C,Conseiller,Thibault,Jonathan,M,Sortant,,19935,799,26,Élu
73005,Boisbriand,15,Laurentides,,Brosseau,,5,C,Conseiller,Joli-Coeur,Camille,F,Nouveau,,19935,557,23,Non élu
73005,Boisbriand,15,Laurentides,,Brosseau,,5,C,Conseiller,Kaeser,Daniel,M,Sortant,Ralliement des citoyens de Boisbriand,19935,641,23,Élu
73005,Boisbriand,15,Laurentides,,Labelle,,6,C,Conseiller,Laramée,Karine,F,Nouveau,Ralliement des citoyens de Boisbriand,19935,0,,Élu sans opposition
73005,Boisbriand,15,Laurentides,,Desjardins,,7,C,Conseiller,Chouinard,Nathalie,F,Nouveau,Action citoyenne de Boisbriand - Équipe Drapeau,19935,78,13,Non élu
73005,Boisbriand,15,Laurentides,,Desjardins,,7,C,Conseiller,Klein,Joseph,M,Nouveau,,19935,0,13,Désistement
73005,Boisbriand,15,Laurentides,,Desjardins,,7,C,Conseiller,Lavallée,Mario,M,Sortant,,19935,440,13,Non élu
73005,Boisbriand,15,Laurentides,,Desjardins,,7,C,Conseiller,Hecq,Jean-François,M,Nouveau,Ralliement des citoyens de Boisbriand,19935,739,13,Élu
73005,Boisbriand,15,Laurentides,,Dion,,8,C,Conseiller,Cronier,Médéric,M,Nouveau,,19935,556,40,Non élu
73005,Boisbriand,15,Laurentides,,Dion,,8,C,Conseiller,Doucet,Lori,F,Sortant,Ralliement des citoyens de Boisbriand,19935,712,40,Élu
73010,Sainte-Thérèse,15,Laurentides,,,,0,M,Maire,Gauvreau,René,M,Nouveau,Vision Sainte-Thérèse - Équipe Gauvreau,21627,3651,232,Non élu
73010,Sainte-Thérèse,15,Laurentides,,,,0,M,Maire,Surprenant,Sylvie,F,Sortant,Parti Municipal Énergie avec Sylvie S,21627,4296,232,Élu
73010,Sainte-Thérèse,15,Laurentides,,De Sève,,1,C,Conseiller,Blanchard,Karine,F,Nouveau,Vision Sainte-Thérèse - Équipe Gauvreau,21627,422,12,Non élu
73010,Sainte-Thérèse,15,Laurentides,,De Sève,,1,C,Conseiller,Morin,Barbara,F,Sortant,Parti Municipal Énergie avec Sylvie S,21627,775,12,Élu
73010,Sainte-Thérèse,15,Laurentides,,Verschelden,,2,C,Conseiller,Morin,Patrick,M,Sortant,Parti Municipal Énergie avec Sylvie S,21627,491,20,Non élu
73010,Sainte-Thérèse,15,Laurentides,,Verschelden,,2,C,Conseiller,Charron,Christian,M,Nouveau,Vision Sainte-Thérèse - Équipe Gauvreau,21627,564,20,Élu
73010,Sainte-Thérèse,15,Laurentides,,Morris,,3,C,Conseiller,Morier,Frédéric,M,Nouveau,Vision Sainte-Thérèse - Équipe Gauvreau,21627,339,28,Non élu
73010,Sainte-Thérèse,15,Laurentides,,Morris,,3,C,Conseiller,Apollon,Régine,F,Nouveau,Parti Municipal Énergie avec Sylvie S,21627,431,28,Élu
73010,Sainte-Thérèse,15,Laurentides,,Chapleau,,4,C,Conseiller,Harvey,Annie,F,Nouveau,Vision Sainte-Thérèse - Équipe Gauvreau,21627,400,22,Non élu
73010,Sainte-Thérèse,15,Laurentides,,Chapleau,,4,C,Conseiller,Toupin,Normand,M,Sortant,Parti Municipal Énergie avec Sylvie S,21627,437,22,Élu
73010,Sainte-Thérèse,15,Laurentides,,Lonergan,,5,C,Conseiller,Bastien,Sophie,F,Nouveau,Vision Sainte-Thérèse - Équipe Gauvreau,21627,368,24,Non élu
73010,Sainte-Thérèse,15,Laurentides,,Lonergan,,5,C,Conseiller,Vézina,Luc,M,Sortant,Parti Municipal Énergie avec Sylvie S,21627,555,24,Élu
73010,Sainte-Thérèse,15,Laurentides,,Ducharme,,6,C,Conseiller,Danis,François,M,Nouveau,Parti Municipal Énergie avec Sylvie S,21627,438,44,Non élu
73010,Sainte-Thérèse,15,Laurentides,,Ducharme,,6,C,Conseiller,Milette,Michel,M,Sortant,Vision Sainte-Thérèse - Équipe Gauvreau,21627,599,44,Élu
73010,Sainte-Thérèse,15,Laurentides,,Blanchard,,7,C,Conseiller,Leclerc,Pierre,M,Nouveau,Vision Sainte-Thérèse - Équipe Gauvreau,21627,461,25,Non élu
73010,Sainte-Thérèse,15,Laurentides,,Blanchard,,7,C,Conseiller,Melo,Armando,M,Sortant,Parti Municipal Énergie avec Sylvie S,21627,571,25,Élu
73010,Sainte-Thérèse,15,Laurentides,,Marie-Thérèse,,8,C,Conseiller,D'Onofrio,Maria,F,Nouveau,Vision Sainte-Thérèse - Équipe Gauvreau,21627,420,17,Non élu
73010,Sainte-Thérèse,15,Laurentides,,Marie-Thérèse,,8,C,Conseiller,Michaud,Johane,F,Sortant,Parti Municipal Énergie avec Sylvie S,21627,715,17,Élu
73015,Blainville,15,Laurentides,,,,0,M,Maire,Gravel,Florent,M,Nouveau,Mouvement Blainville - Équipe Florent Gravel,42882,3995,365,Non élu
73015,Blainville,15,Laurentides,,,,0,M,Maire,Perreault,Richard,M,Sortant,Vrai Blainville - Équipe Perreault,42882,12179,365,Élu
73015,Blainville,15,Laurentides,,Fontainebleau,,1,C,Conseiller,Bourdeau,Cindy-Ann,F,Nouveau,Mouvement Blainville - Équipe Florent Gravel,42882,543,32,Non élu
73015,Blainville,15,Laurentides,,Fontainebleau,,1,C,Conseiller,Poulin,Liza,F,Sortant,Vrai Blainville - Équipe Perreault,42882,1131,32,Élu
73015,Blainville,15,Laurentides,,du Blainvillier,,10,C,Conseiller,Saurel,Jean-Louis,M,Nouveau,Mouvement Blainville - Équipe Florent Gravel,42882,499,37,Non élu
73015,Blainville,15,Laurentides,,du Blainvillier,,10,C,Conseiller,Collin,Marie-Claude,F,Sortant,Vrai Blainville - Équipe Perreault,42882,1373,37,Élu
73015,Blainville,15,Laurentides,,de la Côte-Saint-Louis,,2,C,Conseiller,Viens,Daniel,M,Nouveau,Mouvement Blainville - Équipe Florent Gravel,42882,310,24,Non élu
73015,Blainville,15,Laurentides,,de la Côte-Saint-Louis,,2,C,Conseiller,Dufour,Stéphane,M,Nouveau,Vrai Blainville - Équipe Perreault,42882,977,24,Élu
73015,Blainville,15,Laurentides,,Saint-Rédempteur,,3,C,Conseiller,Godin,Normand,M,Nouveau,Mouvement Blainville - Équipe Florent Gravel,42882,419,36,Non élu
73015,Blainville,15,Laurentides,,Saint-Rédempteur,,3,C,Conseiller,Paquette,Serge,M,Sortant,Vrai Blainville - Équipe Perreault,42882,1126,36,Élu
73015,Blainville,15,Laurentides,,du Plan-Bouchard,,4,C,Conseiller,Gravel,Marc-André,M,Nouveau,Mouvement Blainville - Équipe Florent Gravel,42882,548,34,Non élu
