newspaper desert,status,province,municipality,CSD code.x,year,turnout,Last Name,Votes,Election Total Votes,number of candidates,Magniuted = # of votes separating first from second,Level,Hierarchical structure,CSD code.y,province_code
0,0,Nova Scotia,Cape Breton,1217030,2020,NA,Clark,20789,NA,6,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2020,NA,Clark,20789,NA,6,NA,4,Census subdivision,1217030,12
0,0,Ontario,Toronto,NA,2003,38.33,Miller,299385,699483,44,NA,3,Census division,3520,35
0,0,Ontario,Toronto,NA,2003,38.33,Miller,299385,699483,44,NA,4,Census subdivision,3520005,35
0,0,Ontario,Toronto,NA,2003,38.33,Tory,263189,699483,44,NA,3,Census division,3520,35
0,0,Ontario,Toronto,NA,2003,38.33,Tory,263189,699483,44,NA,4,Census subdivision,3520005,35
0,0,Ontario,Toronto,NA,2006,39.299999999999997,Miller,332969,597754,38,NA,3,Census division,3520,35
0,0,Ontario,Toronto,NA,2006,39.299999999999997,Miller,332969,597754,38,NA,4,Census subdivision,3520005,35
0,0,Ontario,Toronto,NA,2006,39.299999999999997,Pitfield,188932,597754,38,NA,3,Census division,3520,35
0,0,Ontario,Toronto,NA,2006,39.299999999999997,Pitfield,188932,597754,38,NA,4,Census subdivision,3520005,35
0,0,Ontario,Toronto,NA,2010,50.55,Ford,383501,827723,40,NA,3,Census division,3520,35
0,0,Ontario,Toronto,NA,2010,50.55,Ford,383501,827723,40,NA,4,Census subdivision,3520005,35
0,0,Ontario,Toronto,NA,2010,50.55,Smitherman,289832,827723,40,NA,3,Census division,3520,35
0,0,Ontario,Toronto,NA,2010,50.55,Smitherman,289832,827723,40,NA,4,Census subdivision,3520005,35
0,-2,Ontario,Toronto,NA,2014,54.67,Tory,395124,991754,45,NA,3,Census division,3520,35
0,-2,Ontario,Toronto,NA,2014,54.67,Tory,395124,991754,45,NA,4,Census subdivision,3520005,35
0,-2,Ontario,Toronto,NA,2014,54.67,Ford,331006,991754,45,NA,3,Census division,3520,35
0,-2,Ontario,Toronto,NA,2014,54.67,Ford,331006,991754,45,NA,4,Census subdivision,3520005,35
0,-3,Ontario,Toronto,NA,2018,41,Tory,479659,769044,35,NA,3,Census division,3520,35
0,-3,Ontario,Toronto,NA,2018,41,Tory,479659,769044,35,NA,4,Census subdivision,3520005,35
0,-3,Ontario,Toronto,NA,2018,41,Keesmaat,178193,769044,35,NA,3,Census division,3520,35
0,-3,Ontario,Toronto,NA,2018,41,Keesmaat,178193,769044,35,NA,4,Census subdivision,3520005,35
0,0,Ontario,Ottawa,NA,2003,32.35,Chiarelli,104595,185017,8,NA,3,Census division,3506,35
0,0,Ontario,Ottawa,NA,2003,32.35,Chiarelli,104595,185017,8,NA,4,Census subdivision,3506008,35
0,0,Ontario,Ottawa,NA,2003,32.35,Kilrea,66634,185017,8,NA,3,Census division,3506,35
0,0,Ontario,Ottawa,NA,2003,32.35,Kilrea,66634,185017,8,NA,4,Census subdivision,3506008,35
0,0,Ontario,Ottawa,NA,2006,53.53,O'Brien,141262,300039,7,NA,3,Census division,3506,35
0,0,Ontario,Ottawa,NA,2006,53.53,O'Brien,141262,300039,7,NA,4,Census subdivision,3506008,35
0,0,Ontario,Ottawa,NA,2006,53.53,Munter,108752,300039,7,NA,3,Census division,3506,35
0,0,Ontario,Ottawa,NA,2006,53.53,Munter,108752,300039,7,NA,4,Census subdivision,3506008,35
0,0,Ontario,Ottawa,NA,2010,44.4,Watson,131323,269640,20,NA,3,Census division,3506,35
0,0,Ontario,Ottawa,NA,2010,44.4,Watson,131323,269640,20,NA,4,Census subdivision,3506008,35
0,0,Ontario,Ottawa,NA,2010,44.4,O'Brien,64862,269240,20,NA,3,Census division,3506,35
0,0,Ontario,Ottawa,NA,2010,44.4,O'Brien,64862,269240,20,NA,4,Census subdivision,3506008,35
0,-2,Ontario,Ottawa,NA,2014,39.92,Watson,189253,252464,8,NA,3,Census division,3506,35
0,-2,Ontario,Ottawa,NA,2014,39.92,Watson,189253,252464,8,NA,4,Census subdivision,3506008,35
0,-2,Ontario,Ottawa,NA,2014,39.92,Maguire,46341,252464,8,NA,3,Census division,3506,35
0,-2,Ontario,Ottawa,NA,2014,39.92,Maguire,46341,252464,8,NA,4,Census subdivision,3506008,35
0,-3,Ontario,Ottawa,NA,2018,42.55,Watson,188960,269772,12,NA,3,Census division,3506,35
0,-3,Ontario,Ottawa,NA,2018,42.55,Watson,188960,269772,12,NA,4,Census subdivision,3506008,35
0,-3,Ontario,Ottawa,NA,2018,42.55,Doucet,59156,269772,12,NA,3,Census division,3506,35
0,-3,Ontario,Ottawa,NA,2018,42.55,Doucet,59156,269772,12,NA,4,Census subdivision,3506008,35
0,0,Ontario,Mississauga,NA,2003,19.989999999999998,McCallion,74719,83241,5,NA,4,Census subdivision,3521005,35
0,0,Ontario,Mississauga,NA,2003,19.989999999999998,Khan,2304,83241,5,NA,4,Census subdivision,3521005,35
0,0,Ontario,Mississauga,NA,2006,24.72,McCallion,98293,110248,3,NA,4,Census subdivision,3521005,35
0,0,Ontario,Mississauga,NA,2006,24.72,Barber,5571,110248,3,NA,4,Census subdivision,3521005,35
0,0,Ontario,Mississauga,NA,2010,34.340000000000003,McCallion,107643,143501,17,NA,4,Census subdivision,3521005,35
0,0,Ontario,Mississauga,NA,2010,34.340000000000003,Cook,10744,143501,17,NA,4,Census subdivision,3521005,35
0,0,Ontario,Mississauga,NA,2014,36.57,Crombie,102346,162655,15,NA,4,Census subdivision,3521005,35
0,0,Ontario,Mississauga,NA,2014,36.57,Muhammad,46224,162655,15,NA,4,Census subdivision,3521005,35
0,0,Ontario,Mississauga,NA,2018,27.59,Crombie,91422,119229,8,NA,4,Census subdivision,3521005,35
0,0,Ontario,Mississauga,NA,2018,27.59,Johnston,16079,119229,8,NA,4,Census subdivision,3521005,35
0,0,Ontario,Brampton,NA,2006,30.8,Fennell,51036,69917,5,NA,4,Census subdivision,3521010,35
0,0,Ontario,Brampton,NA,2006,30.8,Moulton,4007,69917,5,NA,4,Census subdivision,3521010,35
0,0,Ontario,Brampton,NA,2010,33.1,Haines,42991,86325,5,NA,4,Census subdivision,3521010,35
0,0,Ontario,Brampton,NA,2010,33.1,Ladak,15299,86325,5,NA,4,Census subdivision,3521010,35
0,0,Ontario,Brampton,NA,2014,36.200000000000003,Jeffery,51061,104950,14,NA,4,Census subdivision,3521010,35
0,0,Ontario,Brampton,NA,2014,36.200000000000003,Fennell,12975,104950,14,NA,4,Census subdivision,3521010,35
0,0,Ontario,Brampton,NA,2018,34.5,Brown,46894,108070,7,NA,4,Census subdivision,3521010,35
0,0,Ontario,Brampton,NA,2018,34.5,Jeffery,42993,108070,7,NA,4,Census subdivision,3521010,35
0,0,Ontario,Hamilton,NA,2003,37.97,Dilanni,70539,139902,7,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2003,37.97,Dilanni,70539,139902,7,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2003,37.97,Dilanni,70539,139902,7,NA,4,Census subdivision,3525005,35
0,0,Ontario,Hamilton,NA,2003,37.97,Christopherson,54298,139902,7,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2003,37.97,Christopherson,54298,139902,7,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2003,37.97,Christopherson,54298,139902,7,NA,4,Census subdivision,3525005,35
0,0,Ontario,Hamilton,NA,2006,37.25,Eisenberger,54110,126986,7,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2006,37.25,Eisenberger,54110,126986,7,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2006,37.25,Eisenberger,54110,126986,7,NA,4,Census subdivision,3525005,35
0,0,Ontario,Hamilton,NA,2006,37.25,Di Lanni,53658,126986,7,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2006,37.25,Di Lanni,53658,126986,7,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2006,37.25,Di Lanni,53658,126986,7,NA,4,Census subdivision,3525005,35
0,0,Ontario,Hamilton,NA,2010,40.450000000000003,Bratina,52684,141174,15,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2010,40.450000000000003,Bratina,52684,141174,15,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2010,40.450000000000003,Bratina,52684,141174,15,NA,4,Census subdivision,3525005,35
0,0,Ontario,Hamilton,NA,2010,40.450000000000003,Di lanni,40091,141174,15,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2010,40.450000000000003,Di lanni,40091,141174,15,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2010,40.450000000000003,Di lanni,40091,141174,15,NA,4,Census subdivision,3525005,35
0,0,Ontario,Hamilton,NA,2014,34.020000000000003,Eisenberger,49020,124550,12,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2014,34.020000000000003,Eisenberger,49020,124550,12,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2014,34.020000000000003,Eisenberger,49020,124550,12,NA,4,Census subdivision,3525005,35
0,0,Ontario,Hamilton,NA,2014,34.020000000000003,Clark,28706,124550,12,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2014,34.020000000000003,Clark,28706,124550,12,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2014,34.020000000000003,Clark,28706,124550,12,NA,4,Census subdivision,3525005,35
0,0,Ontario,Hamilton,NA,2018,38.36,Eisenberger,74093,138549,15,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2018,38.36,Eisenberger,74093,138549,15,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2018,38.36,Eisenberger,74093,138549,15,NA,4,Census subdivision,3525005,35
0,0,Ontario,Hamilton,NA,2018,38.36,Sgro,52190,138549,15,NA,4,Census subdivision,3514019,35
0,0,Ontario,Hamilton,NA,2018,38.36,Sgro,52190,138549,15,NA,3,Census division,3525,35
0,0,Ontario,Hamilton,NA,2018,38.36,Sgro,52190,138549,15,NA,4,Census subdivision,3525005,35
0,0,Ontario,London,NA,2003,35.92,DeCicco-Best,48789,95753,11,NA,4,Census subdivision,3539036,35
0,0,Ontario,London,NA,2003,35.92,Minor,37337,95753,11,NA,4,Census subdivision,3539036,35
0,0,Ontario,London,NA,2006,42.93,DeCicco-Best,57891,102637,6,NA,4,Census subdivision,3539036,35
0,0,Ontario,London,NA,2006,42.93,Fontana,35083,102637,6,NA,4,Census subdivision,3539036,35
0,0,Ontario,London,NA,2010,39.909999999999997,Fontana,48626,104584,15,NA,4,Census subdivision,3539036,35
0,0,Ontario,London,NA,2010,39.909999999999997,DeCicco-Best,46089,104584,15,NA,4,Census subdivision,3539036,35
0,0,Ontario,London,NA,2014,43.2,Brown,63842,111937,15,NA,4,Census subdivision,3539036,35
0,0,Ontario,London,NA,2014,43.2,Cheng,37938,111937,15,NA,4,Census subdivision,3539036,35
0,0,Ontario,London,NA,2018,39.46,Holder,57609,97947,14,NA,4,Census subdivision,3539036,35
0,0,Ontario,London,NA,2018,39.46,Paolatto,31061,97947,14,NA,4,Census subdivision,3539036,35
0,0,Ontario,Markham,NA,2003,28,Cousens,32143,42198,3,NA,4,Census subdivision,3519036,35
0,0,Ontario,Markham,NA,2003,28,Manning,5833,42198,3,NA,4,Census subdivision,3519036,35
0,0,Ontario,Markham,NA,2006,37.9,Scarpitti,48462,58409,4,NA,4,Census subdivision,3519036,35
0,0,Ontario,Markham,NA,2006,37.9,Dua,4912,58409,4,NA,4,Census subdivision,3519036,35
0,0,Ontario,Markham,NA,2010,35.5,Scarpitti,54660,61135,3,NA,4,Census subdivision,3519036,35
0,0,Ontario,Markham,NA,2010,35.5,Kotyck,5566,61135,3,NA,4,Census subdivision,3519036,35
0,0,Ontario,Markham,NA,2014,37.090000000000003,Scarpitti,50065,72620,5,NA,4,Census subdivision,3519036,35
0,0,Ontario,Markham,NA,2014,37.090000000000003,Kotyck,10683,72620,5,NA,4,Census subdivision,3519036,35
0,0,Ontario,Markham,NA,2018,38.26,Scarpitti,55553,77503,5,NA,4,Census subdivision,3519036,35
0,0,Ontario,Markham,NA,2018,38.26,Chen,11068,77503,5,NA,4,Census subdivision,3519036,35
0,0,Ontario,Vaughan,NA,2003,31,DiBiase,26113,45390,2,NA,4,Census subdivision,3519028,35
0,0,Ontario,Vaughan,NA,2003,31,Craig,15351,45390,2,NA,4,Census subdivision,3519028,35
0,0,Ontario,Vaughan,NA,2006,38.4,Jackson,28396,61640,4,NA,4,Census subdivision,3519028,35
0,0,Ontario,Vaughan,NA,2006,38.4,DiBiase,28306,61640,4,NA,4,Census subdivision,3519028,35
0,0,Ontario,Vaughan,NA,2010,40,Bevilacqua,45054,70233,8,NA,4,Census subdivision,3519028,35
0,0,Ontario,Vaughan,NA,2010,40,Racco,10134,70233,8,NA,4,Census subdivision,3519028,35
0,0,Ontario,Vaughan,NA,2014,30.28,Bevilacqua,43904,57763,4,NA,4,Census subdivision,3519028,35
0,0,Ontario,Vaughan,NA,2014,30.28,DeVito,6794,57763,4,NA,4,Census subdivision,3519028,35
0,0,Ontario,Vaughan,NA,2018,27.01,Bevilacqua,37093,54434,3,NA,4,Census subdivision,3519028,35
0,0,Ontario,Vaughan,NA,2018,27.01,Miele,13696,54434,3,NA,4,Census subdivision,3519028,35
0,0,Ontario,Kitchener,NA,2003,NA,Zehr,23707,NA,3,NA,4,Census subdivision,3530013,35
0,0,Ontario,Kitchener,NA,2003,NA,Huemiller,4553,NA,3,NA,4,Census subdivision,3530013,35
0,0,Ontario,Kitchener,NA,2006,25.48,Zehr,24520,NA,4,NA,4,Census subdivision,3530013,35
0,0,Ontario,Kitchener,NA,2006,25.48,Hedrich,7663,NA,4,NA,4,Census subdivision,3530013,35
0,0,Ontario,Kitchener,NA,2010,28.55,Zehr,29939,NA,3,NA,4,Census subdivision,3530013,35
0,0,Ontario,Kitchener,NA,2010,28.55,Kulscar,4072,NA,3,NA,4,Census subdivision,3530013,35
0,0,Ontario,Kitchener,NA,2014,30.66,Vrbanovic,26946,45167,5,NA,4,Census subdivision,3530013,35
0,0,Ontario,Kitchener,NA,2014,30.66,Glenn-Graham,11921,45167,5,NA,4,Census subdivision,3530013,35
0,0,Ontario,Kitchener,NA,2018,28.22,Vrbanovic,34983,41933,4,NA,4,Census subdivision,3530013,35
0,0,Ontario,Kitchener,NA,2018,28.22,Sookram,2304,41933,4,NA,4,Census subdivision,3530013,35
0,0,Ontario,Windsor,NA,2003,NA,Francis,39042,NA,3,NA,4,Census subdivision,3537039,35
0,0,Ontario,Windsor,NA,2003,NA,Marra,31517,NA,3,NA,4,Census subdivision,3537039,35
0,0,Ontario,Windsor,NA,2006,38.200000000000003,Francis,44527,58369,4,NA,4,Census subdivision,3537039,35
0,0,Ontario,Windsor,NA,2006,38.200000000000003,Wonham,10308,58369,4,NA,4,Census subdivision,3537039,35
0,0,Ontario,Windsor,NA,2010,46.28,Francis,39384,70597,6,NA,4,Census subdivision,3537039,35
0,0,Ontario,Windsor,NA,2010,46.28,Limoges,28354,70597,6,NA,4,Census subdivision,3537039,35
0,0,Ontario,Windsor,NA,2014,37.46,Dilkens,32271,58770,12,NA,4,Census subdivision,3537039,35
0,0,Ontario,Windsor,NA,2014,37.46,Millson,15848,58770,12,NA,4,Census subdivision,3537039,35
0,0,Ontario,Windsor,NA,2018,35.21,Dilkens,31201,53026,4,NA,4,Census subdivision,3537039,35
0,0,Ontario,Windsor,NA,2018,35.21,Marchand,18626,53026,4,NA,4,Census subdivision,3537039,35
0,0,Ontario,Richmond Hill,NA,2003,NA,Bell,2373,NA,3,NA,4,Census subdivision,3519038,35
0,0,Ontario,Richmond Hill,NA,2003,NA,Lazenby,917,NA,3,NA,4,Census subdivision,3519038,35
0,0,Ontario,Richmond Hill,NA,2006,31.2,Barrow,22007,NA,4,NA,4,Census subdivision,3519038,35
0,0,Ontario,Richmond Hill,NA,2006,31.2,McCann,2661,NA,4,NA,4,Census subdivision,3519038,35
0,0,Ontario,Richmond Hill,NA,2010,28.8,Barrow,27567,NA,2,NA,4,Census subdivision,3519038,35
0,0,Ontario,Richmond Hill,NA,2010,28.8,Alam,3132,NA,2,NA,4,Census subdivision,3519038,35
0,0,Ontario,Richmond Hill,NA,2014,32.22,Barrow,23397,37429,3,NA,4,Census subdivision,3519038,35
0,0,Ontario,Richmond Hill,NA,2014,32.22,Perrelli,12320,37429,3,NA,4,Census subdivision,3519038,35
0,0,Ontario,Richmond Hill,NA,2018,27.15,Barrow,23304,31521,5,NA,4,Census subdivision,3519038,35
0,0,Ontario,Richmond Hill,NA,2018,27.15,Korman,4756,31521,5,NA,4,Census subdivision,3519038,35
0,0,Ontario,Oakville,NA,2003,28.8,Mulvale,15731,32020,3,NA,4,Census subdivision,3524001,35
0,0,Ontario,Oakville,NA,2003,28.8,Burton,15716,3202,3,NA,4,Census subdivision,3524001,35
0,0,Ontario,Oakville,NA,2006,35.32,Burton,15120,39719,5,NA,4,Census subdivision,3524001,35
0,0,Ontario,Oakville,NA,2006,35.32,Mulvale,13484,39719,5,NA,4,Census subdivision,3524001,35
0,0,Ontario,Oakville,NA,2010,40,Burton,25107,48410,4,NA,4,Census subdivision,3524001,35
0,0,Ontario,Oakville,NA,2010,40,Mulvale,20269,48410,4,NA,4,Census subdivision,3524001,35
0,0,Ontario,Oakville,NA,2014,33,Burton,27727,41921,5,NA,4,Census subdivision,3524001,35
0,0,Ontario,Oakville,NA,2014,33,McLaughlin,9947,41921,5,NA,4,Census subdivision,3524001,35
0,0,Ontario,Oakville,NA,2018,37,Burton,22918,46624,3,NA,4,Census subdivision,3524001,35
0,0,Ontario,Oakville,NA,2018,37,Hanna,19431,46624,3,NA,4,Census subdivision,3524001,35
0,0,Ontario,Burlington,NA,2003,16.55,Maclassc,0,19506,1,NA,4,Census subdivision,3524002,35
0,0,Ontario,Burlington,NA,2006,38.840000000000003,Jackson,14941,43183,5,NA,4,Census subdivision,3524002,35
0,0,Ontario,Burlington,NA,2006,38.840000000000003,Lougheed,13687,43183,5,NA,4,Census subdivision,3524002,35
0,0,Ontario,Burlington,NA,2010,37.6,Goldring,21797,45671,4,NA,4,Census subdivision,3524002,35
0,0,Ontario,Burlington,NA,2010,37.6,D'Amelio,11285,45671,4,NA,4,Census subdivision,3524002,35
0,0,Ontario,Burlington,NA,2014,34.14,Goldring,36237,42736,3,NA,4,Census subdivision,3524002,35
0,0,Ontario,Burlington,NA,2014,34.14,Marsden,3043,42736,3,NA,4,Census subdivision,3524002,35
0,0,Ontario,Burlington,NA,2018,39.79,Meed Ward,23360,51021,4,NA,4,Census subdivision,3524002,35
0,0,Ontario,Burlington,NA,2018,39.79,Goldring,16781,51021,4,NA,4,Census subdivision,3524002,35
0,0,Ontario,Greater Sudbury,NA,2003,40.03,Courtemanche,19152,54338,14,NA,4,Census subdivision,3553005,35
0,0,Ontario,Greater Sudbury,NA,2003,40.03,Marleau,11360,54338,14,NA,4,Census subdivision,3553005,35
0,0,Ontario,Greater Sudbury,NA,2006,40.82,Rodriguez,28419,55963,7,NA,4,Census subdivision,3553005,35
0,0,Ontario,Greater Sudbury,NA,2006,40.82,Courtemanche,16600,55963,7,NA,4,Census subdivision,3553005,35
0,0,Ontario,Greater Sudbury,NA,2010,49.75,Matichuk,25042,57373,8,NA,4,Census subdivision,3553005,35
0,0,Ontario,Greater Sudbury,NA,2010,49.75,Popescu,19819,57373,8,NA,4,Census subdivision,3553005,35
0,0,Ontario,Greater Sudbury,NA,2014,50.7,Bigger,27303,59686,10,NA,4,Census subdivision,3553005,35
0,0,Ontario,Greater Sudbury,NA,2014,50.7,Melanson,11345,59686,10,NA,4,Census subdivision,3553005,35
0,0,Ontario,Greater Sudbury,NA,2018,45,Bigger,14684,52087,11,NA,4,Census subdivision,3553005,35
0,0,Ontario,Greater Sudbury,NA,2018,45,Mills,9746,52087,11,NA,4,Census subdivision,3553005,35
0,0,Ontario,Oshawa,NA,2003,27.6,Gray,14921,30393,5,NA,4,Census subdivision,3518013,35
0,0,Ontario,Oshawa,NA,2003,27.6,Clarke,7333,30393,5,NA,4,Census subdivision,3518013,35
0,0,Ontario,Oshawa,NA,2006,25.1,Gray,19545,27423,3,NA,4,Census subdivision,3518013,35
0,0,Ontario,Oshawa,NA,2006,25.1,Kemp,5846,27423,3,NA,4,Census subdivision,3518013,35
0,0,Ontario,Oshawa,NA,2010,29.9,Henry,15268,33113,7,NA,4,Census subdivision,3518013,35
0,0,Ontario,Oshawa,NA,2010,29.9,Gray,8973,33113,7,NA,4,Census subdivision,3518013,35
0,0,Ontario,Oshawa,NA,2014,26.4,Henry,14084,29271,9,NA,4,Census subdivision,3518013,35
0,0,Ontario,Oshawa,NA,2014,26.4,Gray,8229,29271,9,NA,4,Census subdivision,3518013,35
0,0,Ontario,Oshawa,NA,2018,24.1,Carter,17651,26298,7,NA,4,Census subdivision,3518013,35
0,0,Ontario,Oshawa,NA,2018,24.1,Lear,2899,26298,7,NA,4,Census subdivision,3518013,35
0,0,Ontario,Barrie,NA,2003,NA,Hamilton,14213,NA,4,NA,4,Census subdivision,3543042,35
0,0,Ontario,Barrie,NA,2003,NA,Copeland,7901,NA,4,NA,4,Census subdivision,3543042,35
0,0,Ontario,Barrie,NA,2006,30.4,Aspden,14616,NA,3,NA,4,Census subdivision,3543042,35
0,0,Ontario,Barrie,NA,2006,30.4,Hamilton,12175,NA,3,NA,4,Census subdivision,3543042,35
0,0,Ontario,Barrie,NA,2010,41.1,Lehman,13562,NA,8,NA,4,Census subdivision,3543042,35
0,0,Ontario,Barrie,NA,2010,41.1,Tascona,9650,NA,8,NA,4,Census subdivision,3543042,35
0,0,Ontario,Barrie,NA,2014,31.75,Lehman,26385,28889,4,NA,4,Census subdivision,3543042,35
0,0,Ontario,Barrie,NA,2014,31.75,Faerber,1181,28889,4,NA,4,Census subdivision,3543042,35
0,-1,Ontario,Barrie,NA,2018,29.65,Lehman,24854,27652,2,NA,4,Census subdivision,3543042,35
0,-1,Ontario,Barrie,NA,2018,29.65,Faerber,2467,27652,2,NA,4,Census subdivision,3543042,35
0,0,Ontario,St. Catharines,NA,2003,29.77,Rigby,9558,30427,6,NA,4,Census subdivision,3526053,35
0,0,Ontario,St. Catharines,NA,2003,29.77,Patriquin,9504,30427,6,NA,4,Census subdivision,3526053,35
0,0,Ontario,St. Catharines,NA,2006,40.700000000000003,McMullan,15067,38474,8,NA,4,Census subdivision,3526053,35
0,0,Ontario,St. Catharines,NA,2006,40.700000000000003,Welch,6047,38474,8,NA,4,Census subdivision,3526053,35
0,0,Ontario,St. Catharines,NA,2010,30.63,McMullan,22015,29372,5,NA,4,Census subdivision,3526053,35
0,0,Ontario,St. Catharines,NA,2010,30.63,D'Intino,2749,29372,5,NA,4,Census subdivision,3526053,35
0,0,Ontario,St. Catharines,NA,2014,31.48,Sendzik,13147,33016,5,NA,4,Census subdivision,3526053,35
0,0,Ontario,St. Catharines,NA,2014,31.48,Burch,11321,33016,5,NA,4,Census subdivision,3526053,35
0,0,Ontario,St. Catharines,NA,2018,33.64,Sendzik,21574,31021,4,NA,4,Census subdivision,3526053,35
0,0,Ontario,St. Catharines,NA,2018,33.64,Stephens,5834,31021,4,NA,4,Census subdivision,3526053,35
0,-1,Ontario,Cambridge,NA,2003,22.06,Craig,13005,18098,2,NA,4,Census subdivision,3530010,35
0,-1,Ontario,Cambridge,NA,2003,22.06,Pereira,4142,18098,2,NA,4,Census subdivision,3530010,35
0,-1,Ontario,Cambridge,NA,2006,26.33,Craig,11274,22521,5,NA,4,Census subdivision,3530010,35
0,-1,Ontario,Cambridge,NA,2006,26.33,Barr,8972,22521,5,NA,4,Census subdivision,3530010,35
0,-1,Ontario,Cambridge,NA,2010,29.11,Craig,11230,23494,3,NA,4,Census subdivision,3530010,35
0,-1,Ontario,Cambridge,NA,2010,29.11,Whetham,6727,23494,3,NA,4,Census subdivision,3530010,35
0,-1,Ontario,Cambridge,NA,2014,29.71,Craig,13484,25395,7,NA,4,Census subdivision,3530010,35
0,-1,Ontario,Cambridge,NA,2014,29.71,Johnson,2960,25395,7,NA,4,Census subdivision,3530010,35
0,-1,Ontario,Cambridge,NA,2018,32.24,McGarry,13404,28292,5,NA,4,Census subdivision,3530010,35
0,-1,Ontario,Cambridge,NA,2018,32.24,Craig,7394,28292,5,NA,4,Census subdivision,3530010,35
0,0,Ontario,Kingston,NA,2003,41.8,Rosen,23179,34838,6,NA,4,Census subdivision,3510010,35
0,0,Ontario,Kingston,NA,2003,41.8,Turner,4550,34848,NA,NA,4,Census subdivision,3510010,35
0,0,Ontario,Kingston,NA,2006,38.03,Rosen,16278,38028,3,NA,4,Census subdivision,3510010,35
0,0,Ontario,Kingston,NA,2006,38.03,Downes,15548,38028,NA,NA,4,Census subdivision,3510010,35
0,0,Ontario,Kingston,NA,2010,36.700000000000003,Gerretsen,17096,30681,6,NA,4,Census subdivision,3510010,35
0,0,Ontario,Kingston,NA,2010,36.700000000000003,Matheson,6905,30681,NA,NA,4,Census subdivision,3510010,35
0,0,Ontario,Kingston,NA,2014,39.5,Paterson,13577,35856,6,NA,4,Census subdivision,3510010,35
0,0,Ontario,Kingston,NA,2014,39.5,Downes,8388,35856,6,NA,4,Census subdivision,3510010,35
0,-2,Ontario,Kingston,NA,2018,41.3,Paterson,23708,34529,4,NA,4,Census subdivision,3510010,35
0,-2,Ontario,Kingston,NA,2018,41.3,Schmolka,7545,34529,4,NA,4,Census subdivision,3510010,35
0,0,Ontario,Whitby,NA,2003,20.92,Brunelle,11548,NA,2,NA,4,Census subdivision,3518009,35
0,0,Ontario,Whitby,NA,2003,20.9,Griffith,3052,NA,2,NA,4,Census subdivision,3518009,35
0,0,Ontario,Whitby,NA,2006,24.28,Perkins,9784,NA,2,NA,4,Census subdivision,3518009,35
0,0,Ontario,Whitby,NA,2006,24.28,Brunelle,9589,NA,2,NA,4,Census subdivision,3518009,35
0,0,Ontario,Whitby,NA,2010,31.05,Perkins,12064,NA,3,NA,4,Census subdivision,3518009,35
0,0,Ontario,Whitby,NA,2010,31.05,Varcoe,8987,NA,3,NA,4,Census subdivision,3518009,35
0,0,Ontario,Whitby,NA,2014,26.88,Mitchell,16803,23498,5,NA,4,Census subdivision,3518009,35
0,0,Ontario,Whitby,NA,2014,26.88,Butler,2895,23498,5,NA,4,Census subdivision,3518009,35
0,0,Ontario,Whitby,NA,2018,26.78,Mitchell,16464,23712,2,NA,4,Census subdivision,3518009,35
0,0,Ontario,Whitby,NA,2018,26.78,Kennedy,6686,23712,2,NA,4,Census subdivision,3518009,35
0,0,Ontario,Ajax,NA,2003,26.2,Parish,10302,14618,2,NA,4,Census subdivision,3518005,35
0,0,Ontario,Ajax,NA,2003,26.2,Kempen,4192,14618,2,NA,4,Census subdivision,3518005,35
0,0,Ontario,Ajax,NA,2006,23.2,Parish,10213,14718,2,NA,4,Census subdivision,3518005,35
0,0,Ontario,Ajax,NA,2006,23.2,Kuleshnyk,4267,14718,2,NA,4,Census subdivision,3518005,35
0,0,Ontario,Ajax,NA,2010,25.4,Parish,13541,17685,2,NA,4,Census subdivision,3518005,35
0,0,Ontario,Ajax,NA,2010,25.4,Clymer,3582,17685,2,NA,4,Census subdivision,3518005,35
0,0,Ontario,Ajax,NA,2014,30.42,Parish,18603,22785,3,NA,4,Census subdivision,3518005,35
0,0,Ontario,Ajax,NA,2014,30.42,Vaithilingam,2171,22785,3,NA,4,Census subdivision,3518005,35
0,0,Ontario,Ajax,NA,2018,32.9,Collier,10799,25634,5,NA,4,Census subdivision,3518005,35
