newspaper desert,status,province,municipality,CSD code.x,year,turnout,Last Name,Votes,Election Total Votes,number of candidates,Magniuted = # of votes separating first from second,Level,Hierarchical structure,CSD code.y,province_code
0,0,British Columbia,Delta,5915011,2005,34.81,NA,NA,NA,2,NA,4,Census subdivision,5915011,59
0,0,British Columbia,Delta,5915011,2008,31.01,Jackson,11103,21174,5,NA,4,Census subdivision,5915011,59
0,0,British Columbia,Delta,5915011,2008,31.01,Engelland,8156,21174,5,NA,4,Census subdivision,5915011,59
0,0,British Columbia,Delta,5915011,2011,33.72,Jackson,10044,23268,3,NA,4,Census subdivision,5915011,59
0,0,British Columbia,Delta,5915011,2011,33.72,Engelland,6158,23268,3,NA,4,Census subdivision,5915011,59
0,0,British Columbia,Delta,5915011,2014,31.79,Jackson,0,108592,1,NA,4,Census subdivision,5915011,59
0,0,British Columbia,Delta,5915011,2018,42,Harvie,12325,5915011,4,NA,4,Census subdivision,5915011,59
0,0,British Columbia,Delta,5915011,2018,42,Cessford,10533,5915011,4,NA,4,Census subdivision,5915011,59
0,0,British Columbia,Kamloops,5933042,2002,36.6,Rothenburger,14609,17942,2,NA,4,Census subdivision,5933042,59
0,0,British Columbia,Kamloops,5933042,2002,36.6,Thomson,3034,17942,2,NA,4,Census subdivision,5933042,59
0,0,British Columbia,Kamloops,5933042,2005,44.5,Lake,11727,20863,3,NA,4,Census subdivision,5933042,59
0,0,British Columbia,Kamloops,5933042,2005,44.5,McNair,4416,20863,3,NA,4,Census subdivision,5933042,59
0,0,British Columbia,Kamloops,5933042,2008,28.42,Kennedy,3667,18274,3,NA,4,Census subdivision,5933042,59
0,0,British Columbia,Kamloops,5933042,2008,28.42,Milobar,13147,18274,3,NA,4,Census subdivision,5933042,59
0,0,British Columbia,Kamloops,5933042,2011,29.76,Dudy,441,19442,4,NA,4,Census subdivision,5933042,59
0,0,British Columbia,Kamloops,5933042,2011,29.76,Milobar,9156,19442,4,NA,4,Census subdivision,5933042,59
0,-1,British Columbia,Kamloops,5933042,2014,33.14,James,1040,22672,4,NA,4,Census subdivision,5933042,59
0,-1,British Columbia,Kamloops,5933042,2014,33.14,Milobar,17006,22672,4,NA,4,Census subdivision,5933042,59
0,-1,British Columbia,Kamloops,5933042,2017,21.17,Christian,9274,14731,6,NA,4,Census subdivision,5933042,59
0,-1,British Columbia,Kamloops,5933042,2017,21.17,McQuarrie,2661,14731,6,NA,4,Census subdivision,5933042,59
0,-1,British Columbia,Kamloops,5933042,2018,30.01,Christian,17328,20643,2,NA,4,Census subdivision,5933042,59
0,-1,British Columbia,Kamloops,5933042,2018,30.01,Turnbull,2666,20643,2,NA,4,Census subdivision,5933042,59
0,0,British Columbia,North Vancouver,NA,2002,26.13,Sharp,3337,NA,2,NA,4,Census subdivision,5915046,59
0,0,British Columbia,North Vancouver,NA,2002,26.13,Sharp,3337,NA,2,NA,4,Census subdivision,5915051,59
0,0,British Columbia,North Vancouver,NA,2002,26.13,Bell,3035,NA,2,NA,4,Census subdivision,5915046,59
0,0,British Columbia,North Vancouver,NA,2002,26.13,Bell,3035,NA,2,NA,4,Census subdivision,5915051,59
0,0,British Columbia,North Vancouver,NA,2005,22.37,Mussatto,2687,NA,4,NA,4,Census subdivision,5915046,59
0,0,British Columbia,North Vancouver,NA,2005,22.37,Mussatto,2687,NA,4,NA,4,Census subdivision,5915051,59
0,0,British Columbia,North Vancouver,NA,2005,22.37,Clark,2198,NA,4,NA,4,Census subdivision,5915046,59
0,0,British Columbia,North Vancouver,NA,2005,22.37,Clark,2198,NA,4,NA,4,Census subdivision,5915051,59
0,0,British Columbia,North Vancouver,NA,2008,16.71,Mussatto,0,9973,1,NA,4,Census subdivision,5915046,59
0,0,British Columbia,North Vancouver,NA,2008,16.71,Mussatto,0,9973,1,NA,4,Census subdivision,5915051,59
0,0,British Columbia,North Vancouver,NA,2011,21.2,Mussatto,5037,12138,2,NA,4,Census subdivision,5915046,59
0,0,British Columbia,North Vancouver,NA,2011,21.2,Mussatto,5037,12138,2,NA,4,Census subdivision,5915051,59
0,0,British Columbia,North Vancouver,NA,2011,21.2,Polly,758,12138,2,NA,4,Census subdivision,5915046,59
0,0,British Columbia,North Vancouver,NA,2011,21.2,Polly,758,12138,2,NA,4,Census subdivision,5915051,59
0,-1,British Columbia,North Vancouver,NA,2014,30,Mussatto,5488,14709,3,NA,4,Census subdivision,5915046,59
0,-1,British Columbia,North Vancouver,NA,2014,30,Mussatto,5488,14709,3,NA,4,Census subdivision,5915051,59
0,-1,British Columbia,North Vancouver,NA,2014,30,Morris,4598,14709,3,NA,4,Census subdivision,5915046,59
0,-1,British Columbia,North Vancouver,NA,2014,30,Morris,4598,14709,3,NA,4,Census subdivision,5915051,59
0,-1,British Columbia,North Vancouver,NA,2018,34,Buchana,3800,22656,6,NA,4,Census subdivision,5915046,59
0,-1,British Columbia,North Vancouver,NA,2018,34,Buchana,3800,22656,6,NA,4,Census subdivision,5915051,59
0,-1,British Columbia,North Vancouver,NA,2018,34,Heywood,3399,22656,6,NA,4,Census subdivision,5915046,59
0,-1,British Columbia,North Vancouver,NA,2018,34,Heywood,3399,22656,6,NA,4,Census subdivision,5915051,59
0,0,British Columbia,Nanaimo,5921007,2005,35.4,Korpan,6330,20868,8,NA,3,Census division,5921,59
0,0,British Columbia,Nanaimo,5921007,2005,35.4,Korpan,6330,20868,8,NA,4,Census subdivision,5921007,59
0,0,British Columbia,Nanaimo,5921007,2005,35.4,Ruttan,4928,2-868,8,NA,3,Census division,5921,59
0,0,British Columbia,Nanaimo,5921007,2005,35.4,Ruttan,4928,2-868,8,NA,4,Census subdivision,5921007,59
0,0,British Columbia,Nanaimo,5921007,2008,31.6,Ruttan,9032,19539,4,NA,3,Census division,5921,59
0,0,British Columbia,Nanaimo,5921007,2008,31.6,Ruttan,9032,19539,4,NA,4,Census subdivision,5921007,59
0,0,British Columbia,Nanaimo,5921007,2008,31.6,Brennan,6975,19539,4,NA,3,Census division,5921,59
0,0,British Columbia,Nanaimo,5921007,2008,31.6,Brennan,6975,19539,4,NA,4,Census subdivision,5921007,59
0,0,British Columbia,Nanaimo,5921007,2011,26.9,Ruttan,8815,17222,4,NA,3,Census division,5921,59
0,0,British Columbia,Nanaimo,5921007,2011,26.9,Ruttan,8815,17222,4,NA,4,Census subdivision,5921007,59
0,0,British Columbia,Nanaimo,5921007,2011,26.9,McKinnon,5366,17222,4,NA,3,Census division,5921,59
0,0,British Columbia,Nanaimo,5921007,2011,26.9,McKinnon,5366,17222,4,NA,4,Census subdivision,5921007,59
0,0,British Columbia,Nanaimo,5921007,2014,34.1,McKay,6400,21752,10,NA,3,Census division,5921,59
0,0,British Columbia,Nanaimo,5921007,2014,34.1,McKay,6400,21752,10,NA,4,Census subdivision,5921007,59
0,0,British Columbia,Nanaimo,5921007,2014,34.1,Holdom,4265,21752,10,NA,3,Census division,5921,59
0,0,British Columbia,Nanaimo,5921007,2014,34.1,Holdom,4265,21752,10,NA,4,Census subdivision,5921007,59
0,-2,British Columbia,Nanaimo,5921007,2018,39.700000000000003,Krog,20040,27475,3,NA,3,Census division,5921,59
0,-2,British Columbia,Nanaimo,5921007,2018,39.700000000000003,Krog,20040,27475,3,NA,4,Census subdivision,5921007,59
0,-2,British Columbia,Nanaimo,5921007,2018,39.700000000000003,Hubbard,6802,27475,3,NA,3,Census division,5921,59
0,-2,British Columbia,Nanaimo,5921007,2018,39.700000000000003,Hubbard,6802,27475,3,NA,4,Census subdivision,5921007,59
0,0,British Columbia,Victoria,NA,2002,31.33,Lowe,9655,15660,7,NA,4,Census subdivision,5917034,59
0,0,British Columbia,Victoria,NA,2002,31.33,Isitt,5047,15660,7,NA,4,Census subdivision,5917034,59
0,0,British Columbia,Victoria,NA,2005,26.43,Lowe,8690,16735,5,NA,4,Census subdivision,5917034,59
0,0,British Columbia,Victoria,NA,2005,26.43,Isitt,7298,16735,5,NA,4,Census subdivision,5917034,59
0,0,British Columbia,Victoria,NA,2008,26.93,Fortin,7706,16839,8,NA,4,Census subdivision,5917034,59
0,0,British Columbia,Victoria,NA,2008,26.93,Reid,7105,16839,8,NA,4,Census subdivision,5917034,59
0,0,British Columbia,Victoria,NA,2011,26.35,Fortin,10080,16676,4,NA,4,Census subdivision,5917034,59
0,0,British Columbia,Victoria,NA,2011,26.35,Brown,4229,16676,4,NA,4,Census subdivision,5917034,59
0,-1,British Columbia,Victoria,NA,2014,39,Helps,9200,24665,8,NA,4,Census subdivision,5917034,59
0,-1,British Columbia,Victoria,NA,2014,39,Fortin,9111,24665,8,NA,4,Census subdivision,5917034,59
0,-1,British Columbia,Victoria,NA,2018,43.5,Helps,12642,29707,10,NA,4,Census subdivision,5917034,59
0,-1,British Columbia,Victoria,NA,2018,43.5,Hammond,8717,29707,10,NA,4,Census subdivision,5917034,59
0,0,British Columbia,Chilliwack,5909020,2002,NA,Hames,8944,NA,2,NA,4,Census subdivision,5909020,59
0,0,British Columbia,Chilliwack,5909020,2005,NA,Carlisle,1355,NA,2,NA,4,Census subdivision,5909020,59
0,0,British Columbia,Chilliwack,5909020,2005,NA,Hames,NA,7406,1,NA,4,Census subdivision,5909020,59
0,0,British Columbia,Chilliwack,5909020,2008,22.21,Gaetz,8889,12633,3,NA,4,Census subdivision,5909020,59
0,0,British Columbia,Chilliwack,5909020,2008,22.21,Massey,2324,12633,3,NA,4,Census subdivision,5909020,59
0,0,British Columbia,Chilliwack,5909020,2011,17.5,Gaetz,NA,9343,1,NA,4,Census subdivision,5909020,59
0,0,British Columbia,Chilliwack,5909020,2014,25,Gaetz,10183,14943,3,NA,4,Census subdivision,5909020,59
0,0,British Columbia,Chilliwack,5909020,2014,25,Hull,2731,14943,3,NA,4,Census subdivision,5909020,59
0,-1,British Columbia,Chilliwack,5909020,2018,35,Popove,8432,24703,5,NA,4,Census subdivision,5909020,59
0,-1,British Columbia,Chilliwack,5909020,2018,35,Gaetz,7426,24703,5,NA,4,Census subdivision,5909020,59
0,0,British Columbia,Maple Ridge,5915075,2005,30.87,Robson,6990,NA,4,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Maple Ridge,5915075,2005,30.87,Morse,3680,NA,4,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Maple Ridge,5915075,2008,29.05,Daykin,6302,13954,3,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Maple Ridge,5915075,2008,29.05,Sather,3889,13954,3,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Maple Ridge,5915075,2011,25.07,Daykin,7394,12809,2,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Maple Ridge,5915075,2011,25.07,Rutheven,4953,12809,2,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Maple Ridge,5915075,2014,31.26,Read,5637,16828,5,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Maple Ridge,5915075,2014,31.26,Morden,4825,16828,5,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Maple Ridge,5915075,2018,33.69,Morden,11287,20123,5,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Maple Ridge,5915075,2018,33.69,Daykin,4481,20123,5,NA,4,Census subdivision,5915075,59
0,0,British Columbia,Prince George,5953023,2005,41,NA,NA,NA,4,NA,4,Census subdivision,5953023,59
0,0,British Columbia,Prince George,5953023,2005,41,NA,NA,NA,4,NA,4,Census subdivision,5953023,59
0,0,British Columbia,Prince George,5953023,2008,32.270000000000003,Rogers,9270,16898,4,NA,4,Census subdivision,5953023,59
0,0,British Columbia,Prince George,5953023,2008,32.270000000000003,Zurowski,6505,16898,4,NA,4,Census subdivision,5953023,59
0,0,British Columbia,Prince George,5953023,2011,28.51,Green,6969,15027,6,NA,4,Census subdivision,5953023,59
0,0,British Columbia,Prince George,5953023,2011,28.51,Rogers,5332,15027,6,NA,4,Census subdivision,5953023,59
0,0,British Columbia,Prince George,5953023,2014,37,Hall,10463,19313,2,NA,4,Census subdivision,5953023,59
0,0,British Columbia,Prince George,5953023,2014,37,Zurowski,8850,19313,2,NA,4,Census subdivision,5953023,59
0,-1,British Columbia,Prince George,5953023,2018,24,Hall,11702,12747,2,NA,4,Census subdivision,5953023,59
0,-1,British Columbia,Prince George,5953023,2018,24,Ens,1045,12747,2,NA,4,Census subdivision,5953023,59
0,0,British Columbia,New Westminster,5915029,2005,26.15,NA,NA,NA,2,NA,4,Census subdivision,5915029,59
0,0,British Columbia,New Westminster,5915029,2005,26.15,NA,NA,NA,2,NA,4,Census subdivision,5915029,59
0,0,British Columbia,New Westminster,5915029,2008,23.86,Wright,5620,10092,2,NA,4,Census subdivision,5915029,59
0,0,British Columbia,New Westminster,5915029,2008,23.86,Armitage,4238,10092,2,NA,4,Census subdivision,5915029,59
0,0,British Columbia,New Westminster,5915029,2011,24.22,Wright,6633,10805,4,NA,4,Census subdivision,5915029,59
0,0,British Columbia,New Westminster,5915029,2011,24.22,Crosty,3139,10805,4,NA,4,Census subdivision,5915029,59
0,0,British Columbia,New Westminster,5915029,2014,29,Cote,7661,14564,4,NA,4,Census subdivision,5915029,59
0,0,British Columbia,New Westminster,5915029,2014,29,Wright,5149,14564,4,NA,4,Census subdivision,5915029,59
0,-1,British Columbia,New Westminster,5915029,2018,27,Cote,10487,14368,4,NA,4,Census subdivision,5915029,59
0,-1,British Columbia,New Westminster,5915029,2018,27,Binns,1850,14368,4,NA,4,Census subdivision,5915029,59
0,0,British Columbia,Port Coquitlam,5915039,2005,19.350000000000001,NA,NA,NA,2,NA,4,Census subdivision,5915039,59
0,0,British Columbia,Port Coquitlam,5915039,2005,19.350000000000001,NA,NA,NA,2,NA,4,Census subdivision,5915039,59
0,0,British Columbia,Port Coquitlam,5915039,2008,29.47,Moore,5949,10591,3,NA,4,Census subdivision,5915039,59
0,0,British Columbia,Port Coquitlam,5915039,2008,29.47,Bowen,4473,10591,3,NA,4,Census subdivision,5915039,59
0,0,British Columbia,Port Coquitlam,5915039,2011,18.559999999999999,Moore,5827,7828,3,NA,4,Census subdivision,5915039,59
0,0,British Columbia,Port Coquitlam,5915039,2011,18.559999999999999,Issa,1691,7828,3,NA,4,Census subdivision,5915039,59
0,0,British Columbia,Port Coquitlam,5915039,2014,24,Moore,8632,9701,2,NA,4,Census subdivision,5915039,59
0,0,British Columbia,Port Coquitlam,5915039,2014,24,Hirvonen,1069,9701,2,NA,4,Census subdivision,5915039,59
0,-1,British Columbia,Port Coquitlam,5915039,2018,28,West,10236,11620,4,NA,4,Census subdivision,5915039,59
0,-1,British Columbia,Port Coquitlam,5915039,2018,28,Smith,952,11620,4,NA,4,Census subdivision,5915039,59
0,0,Manitoba,Winnipeg,4611040,2002,48.7,Murray,103457,NA,5,NA,4,Census subdivision,4611040,46
0,0,Manitoba,Winnipeg,4611040,2002,48.7,Golden,76749,NA,5,NA,4,Census subdivision,4611040,46
0,0,Manitoba,Winnipeg,4611040,2006,38.200000000000003,Katz,104379,NA,4,NA,4,Census subdivision,4611040,46
0,0,Manitoba,Winnipeg,4611040,2006,38.200000000000003,Cerilli,38227,NA,4,NA,4,Census subdivision,4611040,46
0,-1,Manitoba,Winnipeg,4611040,2010,47.1,Katz,116308,NA,4,NA,4,Census subdivision,4611040,46
0,-1,Manitoba,Winnipeg,4611040,2010,47.1,Wasylycia-leis,90913,NA,4,NA,4,Census subdivision,4611040,46
0,-1,Manitoba,Winnipeg,4611040,2014,50.23,Bowman,111504,NA,7,NA,4,Census subdivision,4611040,46
0,-1,Manitoba,Winnipeg,4611040,2014,50.23,Wasylycia-leis,58440,NA,7,NA,4,Census subdivision,4611040,46
0,-2,Manitoba,Winnipeg,4611040,2018,42.33,Bowman,114222,216003,8,NA,4,Census subdivision,4611040,46
0,-2,Manitoba,Winnipeg,4611040,2018,42.33,Motkaluk,76554,216003,8,NA,4,Census subdivision,4611040,46
0,0,Manitoba,Grandview,NA,2002,NA,NA,NA,NA,NA,NA,4,Census subdivision,4617058,46
0,0,Manitoba,Grandview,NA,2002,NA,NA,NA,NA,NA,NA,4,Census subdivision,4617058,46
0,0,Manitoba,Grandview,NA,2006,NA,NA,NA,NA,NA,NA,4,Census subdivision,4617058,46
0,0,Manitoba,Grandview,NA,2006,NA,NA,NA,NA,NA,NA,4,Census subdivision,4617058,46
0,0,Manitoba,Grandview,NA,2010,NA,NA,NA,NA,NA,NA,4,Census subdivision,4617058,46
0,0,Manitoba,Grandview,NA,2010,NA,NA,NA,NA,NA,NA,4,Census subdivision,4617058,46
0,0,Manitoba,Grandview,NA,2014,NA,NA,NA,NA,NA,NA,4,Census subdivision,4617058,46
0,0,Manitoba,Grandview,NA,2014,NA,NA,NA,NA,NA,NA,4,Census subdivision,4617058,46
0,-1,Manitoba,Grandview,NA,2018,NA,Edmondson,459,NA,3,NA,4,Census subdivision,4617058,46
0,-1,Manitoba,Grandview,NA,2018,NA,Morran,204,NA,3,NA,4,Census subdivision,4617058,46
0,0,New Brunswick,Saint John,1301006,2004,51.69,McFarlane,15342,26140,4,NA,3,Census division,1301,13
0,0,New Brunswick,Saint John,1301006,2004,51.69,McFarlane,15342,26140,4,NA,4,Census subdivision,1301006,13
0,0,New Brunswick,Saint John,1301006,2004,51.69,McAlary,9199,26140,4,NA,3,Census division,1301,13
0,0,New Brunswick,Saint John,1301006,2004,51.69,McAlary,9199,26140,4,NA,4,Census subdivision,1301006,13
0,0,New Brunswick,Saint John,1301006,2008,49.94,Court,8851,NA,5,NA,3,Census division,1301,13
0,0,New Brunswick,Saint John,1301006,2008,49.94,Court,8851,NA,5,NA,4,Census subdivision,1301006,13
0,0,New Brunswick,Saint John,1301006,2008,49.94,Ferguson,6187,NA,5,NA,3,Census division,1301,13
0,0,New Brunswick,Saint John,1301006,2008,49.94,Ferguson,6187,NA,5,NA,4,Census subdivision,1301006,13
0,0,New Brunswick,Saint John,1301006,2012,45.55,Norton,17309,NA,4,NA,3,Census division,1301,13
0,0,New Brunswick,Saint John,1301006,2012,45.55,Norton,17309,NA,4,NA,4,Census subdivision,1301006,13
0,0,New Brunswick,Saint John,1301006,2012,45.55,Court,3494,NA,4,NA,3,Census division,1301,13
0,0,New Brunswick,Saint John,1301006,2012,45.55,Court,3494,NA,4,NA,4,Census subdivision,1301006,13
0,-1,New Brunswick,Saint John,1301006,2016,37.9,Darling,8139,18952,5,NA,3,Census division,1301,13
0,-1,New Brunswick,Saint John,1301006,2016,37.9,Darling,8139,18952,5,NA,4,Census subdivision,1301006,13
0,-1,New Brunswick,Saint John,1301006,2016,37.9,Rinehart,6812,18952,5,NA,3,Census division,1301,13
0,-1,New Brunswick,Saint John,1301006,2016,37.9,Rinehart,6812,18952,5,NA,4,Census subdivision,1301006,13
0,0,New Brunswick,Moncton,NA,2004,37.56,Mitton,8780,NA,3,NA,4,Census subdivision,1307019,13
0,0,New Brunswick,Moncton,NA,2004,37.56,Mitton,8780,NA,3,NA,4,Census subdivision,1307022,13
0,0,New Brunswick,Moncton,NA,2004,37.56,LeBlanc,8146,NA,3,NA,4,Census subdivision,1307019,13
0,0,New Brunswick,Moncton,NA,2004,37.56,LeBlanc,8146,NA,3,NA,4,Census subdivision,1307022,13
0,0,New Brunswick,Moncton,NA,2008,35.86,LeBlanc,12898,NA,2,NA,4,Census subdivision,1307019,13
0,0,New Brunswick,Moncton,NA,2008,35.86,LeBlanc,12898,NA,2,NA,4,Census subdivision,1307022,13
0,0,New Brunswick,Moncton,NA,2008,35.86,Michaud,3868,NA,2,NA,4,Census subdivision,1307019,13
0,0,New Brunswick,Moncton,NA,2008,35.86,Michaud,3868,NA,2,NA,4,Census subdivision,1307022,13
0,0,New Brunswick,Moncton,NA,2012,33.04,LeBlanc,14424,NA,2,NA,4,Census subdivision,1307019,13
0,0,New Brunswick,Moncton,NA,2012,33.04,LeBlanc,14424,NA,2,NA,4,Census subdivision,1307022,13
0,0,New Brunswick,Moncton,NA,2012,33.04,Bainbridge,2153,NA,2,NA,4,Census subdivision,1307019,13
0,0,New Brunswick,Moncton,NA,2012,33.04,Bainbridge,2153,NA,2,NA,4,Census subdivision,1307022,13
0,0,New Brunswick,Moncton,NA,2016,35.76,Arnold,9789,18595,2,NA,4,Census subdivision,1307019,13
0,0,New Brunswick,Moncton,NA,2016,35.76,Arnold,9789,18595,2,NA,4,Census subdivision,1307022,13
0,0,New Brunswick,Moncton,NA,2016,35.76,Hicks,8806,18595,2,NA,4,Census subdivision,1307019,13
0,0,New Brunswick,Moncton,NA,2016,35.76,Hicks,8806,18595,2,NA,4,Census subdivision,1307022,13
0,0,New Brunswick,Fredericton,1310032,2004,44.81,Woodside,6967,NA,4,NA,4,Census subdivision,1310032,13
0,0,New Brunswick,Fredericton,1310032,2004,44.81,Richardson,6221,NA,4,NA,4,Census subdivision,1310032,13
0,0,New Brunswick,Fredericton,1310032,2008,34.049999999999997,Woodside,9035,NA,2,NA,4,Census subdivision,1310032,13
0,0,New Brunswick,Fredericton,1310032,2008,34.049999999999997,Andrew,3707,NA,2,NA,4,Census subdivision,1310032,13
0,0,New Brunswick,Fredericton,1310032,2012,39.82,Woodside,10309,NA,2,NA,4,Census subdivision,1310032,13
0,0,New Brunswick,Fredericton,1310032,2012,39.82,Hayes,6072,NA,2,NA,4,Census subdivision,1310032,13
0,0,New Brunswick,Fredericton,1310032,2016,36.61,O'Brien,8192,15214,2,NA,4,Census subdivision,1310032,13
0,0,New Brunswick,Fredericton,1310032,2016,36.61,Woodside,7022,15214,2,NA,4,Census subdivision,1310032,13
0,0,Newfoundland and Labrador,St. John's,1001519,2005,49.27,Wells,25136,NA,2,NA,4,Census subdivision,1001519,10
0,0,Newfoundland and Labrador,St. John's,1001519,2005,49.27,O'Neil,4108,NA,2,NA,4,Census subdivision,1001519,10
0,0,Newfoundland and Labrador,St. John's,1001519,2009,NA,O'Keefe,20994,NA,3,NA,4,Census subdivision,1001519,10
0,0,Newfoundland and Labrador,St. John's,1001519,2009,NA,Ellsworth,13427,NA,3,NA,4,Census subdivision,1001519,10
0,0,Newfoundland and Labrador,St. John's,1001519,2013,52,O'Keefe,20047,NA,3,NA,4,Census subdivision,1001519,10
0,0,Newfoundland and Labrador,St. John's,1001519,2013,52,O'Leary,14735,NA,3,NA,4,Census subdivision,1001519,10
0,0,Newfoundland and Labrador,St. John's,1001519,2017,56.69,Breen,20261,38491,3,NA,4,Census subdivision,1001519,10
0,0,Newfoundland and Labrador,St. John's,1001519,2017,56.69,Wells,12604,38491,3,NA,4,Census subdivision,1001519,10
0,0,Nova Scotia,Oxford,NA,2004,NA,NA,NA,NA,NA,NA,4,Census subdivision,1211012,12
0,0,Nova Scotia,Oxford,NA,2004,NA,NA,NA,NA,NA,NA,4,Census subdivision,1211012,12
0,0,Nova Scotia,Oxford,NA,2012,NA,Stewart,238,NA,3,NA,4,Census subdivision,1211012,12
0,0,Nova Scotia,Oxford,NA,2012,NA,MacDonald,213,NA,3,NA,4,Census subdivision,1211012,12
0,-1,Nova Scotia,Oxford,NA,2016,NA,NA,NA,NA,NA,NA,4,Census subdivision,1211012,12
0,-1,Nova Scotia,Oxford,NA,2016,NA,NA,NA,NA,NA,NA,4,Census subdivision,1211012,12
0,-1,Nova Scotia,Oxford,NA,2020,60.7,Henley,358,565,2,NA,4,Census subdivision,1211012,12
0,-1,Nova Scotia,Oxford,NA,2020,60.7,MacDonald,205,565,2,NA,4,Census subdivision,1211012,12
0,0,Nova Scotia,Halifax,1209034,2004,48.39,Kelly,102865,125035,4,NA,3,Census division,1209,12
0,0,Nova Scotia,Halifax,1209034,2004,48.39,Kelly,102865,125035,4,NA,4,Census subdivision,1209034,12
0,0,Nova Scotia,Halifax,1209034,2004,48.39,Flemming,7114,125035,4,NA,3,Census division,1209,12
0,0,Nova Scotia,Halifax,1209034,2004,48.39,Flemming,7114,125035,4,NA,4,Census subdivision,1209034,12
0,-2,Nova Scotia,Halifax,1209034,2008,36.19,Kelly,57229,101080,3,NA,3,Census division,1209,12
0,-2,Nova Scotia,Halifax,1209034,2008,36.19,Kelly,57229,101080,3,NA,4,Census subdivision,1209034,12
0,-2,Nova Scotia,Halifax,1209034,2008,36.19,Fougere,41107,101080,3,NA,3,Census division,1209,12
0,-2,Nova Scotia,Halifax,1209034,2008,36.19,Fougere,41107,101080,3,NA,4,Census subdivision,1209034,12
0,-2,Nova Scotia,Halifax,1209034,2012,36.93,Savage,63547,110114,6,NA,3,Census division,1209,12
0,-2,Nova Scotia,Halifax,1209034,2012,36.93,Savage,63547,110114,6,NA,4,Census subdivision,1209034,12
0,-2,Nova Scotia,Halifax,1209034,2012,36.93,Martin,21912,110114,6,NA,3,Census division,1209,12
0,-2,Nova Scotia,Halifax,1209034,2012,36.93,Martin,21912,110114,6,NA,4,Census subdivision,1209034,12
0,-2,Nova Scotia,Halifax,1209034,2016,31.77,Savage,62096,91574,2,NA,3,Census division,1209,12
0,-2,Nova Scotia,Halifax,1209034,2016,31.77,Savage,62096,91574,2,NA,4,Census subdivision,1209034,12
0,-2,Nova Scotia,Halifax,1209034,2016,31.77,MacPherson,28719,91574,2,NA,3,Census division,1209,12
0,-2,Nova Scotia,Halifax,1209034,2016,31.77,MacPherson,28719,91574,2,NA,4,Census subdivision,1209034,12
0,-3,Nova Scotia,Halifax,1209034,2020,39.770000000000003,Savage,102735,128160,3,NA,3,Census division,1209,12
0,-3,Nova Scotia,Halifax,1209034,2020,39.770000000000003,Savage,102735,128160,3,NA,4,Census subdivision,1209034,12
0,-3,Nova Scotia,Halifax,1209034,2020,39.770000000000003,Whitman,13497,128160,3,NA,3,Census division,1209,12
0,-3,Nova Scotia,Halifax,1209034,2020,39.770000000000003,Whitman,13497,128160,3,NA,4,Census subdivision,1209034,12
0,0,Nova Scotia,Cape Breton,1217030,2004,NA,NA,NA,NA,NA,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2004,NA,NA,NA,NA,NA,NA,4,Census subdivision,1217030,12
0,0,Nova Scotia,Cape Breton,1217030,2004,NA,NA,NA,NA,NA,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2004,NA,NA,NA,NA,NA,NA,4,Census subdivision,1217030,12
0,0,Nova Scotia,Cape Breton,1217030,2008,50.4,Morgan,34534,NA,3,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2008,50.4,Morgan,34534,NA,3,NA,4,Census subdivision,1217030,12
0,0,Nova Scotia,Cape Breton,1217030,2008,50.4,Nathanson,4447,NA,3,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2008,50.4,Nathanson,4447,NA,3,NA,4,Census subdivision,1217030,12
0,0,Nova Scotia,Cape Breton,1217030,2012,56.9,Clark,27609,NA,5,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2012,56.9,Clark,27609,NA,5,NA,4,Census subdivision,1217030,12
0,0,Nova Scotia,Cape Breton,1217030,2012,56.9,MacSween,17787,NA,5,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2012,56.9,MacSween,17787,NA,5,NA,4,Census subdivision,1217030,12
0,0,Nova Scotia,Cape Breton,1217030,2016,53.3,Clark,22240,21469,2,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2016,53.3,Clark,22240,21469,2,NA,4,Census subdivision,1217030,12
0,0,Nova Scotia,Cape Breton,1217030,2016,53.3,MacSween,20909,21469,2,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2016,53.3,MacSween,20909,21469,2,NA,4,Census subdivision,1217030,12
0,0,Nova Scotia,Cape Breton,1217030,2020,NA,McDougall,24319,NA,6,NA,3,Census division,1217,12
0,0,Nova Scotia,Cape Breton,1217030,2020,NA,McDougall,24319,NA,6,NA,4,Census subdivision,1217030,12
