Municipality Type,Municipality,Ward,Position,Gender,First Name,Last Name,Acclaimed,Incumbent,Elected,Votes
City,Airdrie,,Mayor,M,Peter,Brown,N,Y,Y,"5,006"
City,Airdrie,,Mayor,F,Marie Madeleine,Lauer,N,N,N,"3,280"
City,Airdrie,,Mayor,M,Thomas Frederick,Burley,N,N,N,"1,974"
City,Airdrie,,Mayor,M,Bernie,Biever,N,N,N,461
City,Airdrie,,Mayor,M,Blaine Edwin,Astra,N,N,N,196
City,Airdrie,,Councillor,M,Ronald Scott,Chapman,N,Y,Y,"5,591"
City,Airdrie,,Councillor,M,Kelly,Hegg,N,Y,Y,"5,409"
City,Airdrie,,Councillor,M,Al (Alfred),Jones,N,N,Y,"5,343"
City,Airdrie,,Councillor,F,Candice,Kolson,N,Y,Y,"4,423"
City,Airdrie,,Councillor,M,Darrell,Belyk,N,Y,Y,"3,608"
City,Airdrie,,Councillor,F,Tina,Petrow,N,N,Y,"3,329"
City,Airdrie,,Councillor,F,Shelly,Bitz,N,N,N,"2,999"
City,Airdrie,,Councillor,M,Allan J.,Hunter,N,Y,N,"2,812"
City,Airdrie,,Councillor,F,Lindsey,Coyle,N,N,N,"2,276"
City,Airdrie,,Councillor,F,Nicole,Proseilo,N,N,N,"2,208"
City,Airdrie,,Councillor,F,Charlotte Denise,Blackwell,N,N,N,"2,189"
City,Airdrie,,Councillor,M,Gary Richard,Northey,N,N,N,"1,898"
City,Airdrie,,Councillor,M,Tim,Lowing,N,N,N,"1,773"
City,Airdrie,,Councillor,M,Michael,De Bokx,N,N,N,"1,736"
City,Airdrie,,Councillor,F,Rachael Sasha,Mercedes,N,N,N,"1,566"
City,Airdrie,,Councillor,F,Brenda,McIntosh-Doell,N,N,N,"1,388"
City,Airdrie,,Councillor,M,Chris,Gourlie,N,N,N,"1,164"
City,Airdrie,,Councillor,M,Trevor,Dziaduck,N,N,N,"1,047"
City,Airdrie,,Councillor,M,Serge,Desrochers,N,N,N,897
City,Airdrie,,Councillor,M,Mohamed,Benini,N,N,N,643
City,Airdrie,,Councillor,F,Daria,Skibington-Roffel,N,N,N,574
City,Airdrie,,Councillor,M,Tanveer Ahmad,Taj,N,N,N,446
City,Airdrie,,Councillor,M,Richard Douglas Absalom,Herdman,N,N,N,281
City,Brooks,,Mayor,M,Barry,Morishita,Y,Y,N,
City,Brooks,,Councillor,M,John,Petrie,N,N,Y,"1,360"
City,Brooks,,Councillor,M,Norman,Gerestein,N,Y,Y,"1,064"
City,Brooks,,Councillor,M,Jon,Nesbitt,N,N,Y,966
City,Brooks,,Councillor,M,Bill,Prentice,N,Y,Y,909
City,Brooks,,Councillor,M,Dan,Klein,N,Y,Y,862
City,Brooks,,Councillor,M,Michael Glynn,Macdonald,N,N,Y,851
City,Brooks,,Councillor,M,Brian,Curtis,N,N,N,783
City,Brooks,,Councillor,F,Cathy,Corbett-Schock,N,Y,N,726
City,Brooks,,Councillor,M,Fred D.,Rattai,N,Y,N,709
City,Brooks,,Councillor,M,Levi,Fernell,N,N,N,581
City,Brooks,,Councillor,M,Reg,Radke,N,N,N,577
City,Brooks,,Councillor,F,Asma,Khan,N,N,N,299
City,Brooks,,Councillor,M,David,Angell,N,N,N,181
City,Calgary,,Mayor,M,Naheed K.,Nenshi,N,Y,Y,"199,131"
City,Calgary,,Mayor,M,Bill,Smith,N,N,N,"169,587"
City,Calgary,,Mayor,M,Andre,Chabot,N,N,N,"11,946"
City,Calgary,,Mayor,M,Curtis Dale,Olson,N,N,N,"1,784"
City,Calgary,,Mayor,M,David,Lapp,N,N,N,"1,291"
City,Calgary,,Mayor,M,Emile,Gabriel,N,N,N,"1,257"
City,Calgary,,Mayor,M,Larry R.,Heather,N,N,N,848
City,Calgary,,Mayor,M,Stanley Gabriel,Waciak,N,N,N,696
City,Calgary,,Mayor,M,Brent Curtis,Chisholm,N,N,N,577
City,Calgary,,Mayor,M,Jason Miles,Achtymichuk,N,N,N,466
City,Calgary,1,Councillor,M,Ward,Sutherland,N,Y,Y,"14,336"
City,Calgary,1,Councillor,F,Coral Amelia Mariella,Bliss Taylor,N,N,N,"10,601"
City,Calgary,1,Councillor,M,Chris,Blatch,N,N,N,"4,248"
City,Calgary,1,Councillor,M,Cole,Christensen,N,N,N,"1,313"
City,Calgary,1,Councillor,M,Cam,Khan,N,N,N,"1,270"
City,Calgary,2,Councillor,M,Biagio (Joe),Magliocca,N,Y,Y,"11,831"
City,Calgary,2,Councillor,F,Jennifer,Wyness,N,N,N,"8,677"
City,Calgary,2,Councillor,M,Christopher Michael Italo,Maitland,N,N,N,"2,351"
City,Calgary,2,Councillor,M,George,Georgeou,N,N,N,"1,091"
City,Calgary,3,Councillor,F,Jyoti,Gondek,N,N,Y,"7,746"
City,Calgary,3,Councillor,M,Ian,McAnerin,N,N,N,"4,867"
City,Calgary,3,Councillor,M,Jun,Lin,N,N,N,"4,747"
City,Calgary,3,Councillor,F,Connie Lee,Hamilton,N,N,N,"1,096"
City,Calgary,4,Councillor,M,Sean,Chu,N,Y,Y,"16,327"
City,Calgary,4,Councillor,M,Gregory Gordon,Miller,N,N,N,"13,965"
City,Calgary,4,Councillor,M,Blair,Berdusco,N,N,N,"2,875"
City,Calgary,4,Councillor,M,Srinivas,Ganti,N,N,N,554
City,Calgary,5,Councillor,M,Harnirjodh Singh,Chahal,N,N,Y,"6,608"
City,Calgary,5,Councillor,M,Aryan,Sadat,N,N,N,"3,759"
City,Calgary,5,Councillor,M,Sarbdeep Singh (Preet),Baidwan,N,N,N,"2,332"
City,Calgary,5,Councillor,M,Balraj,Nijjar,N,N,N,"1,698"
City,Calgary,5,Councillor,M,Tudor,Dinca,N,N,N,"1,528"
City,Calgary,5,Councillor,M,Hirde Paul Singh,Jassal,N,N,N,346
City,Calgary,6,Councillor,M,(Jeff) Jeffrey Robert Michael,Davison,N,N,Y,"13,735"
City,Calgary,6,Councillor,F,Esmahan,Razavi,N,N,N,"6,605"
City,Calgary,6,Councillor,M,Sean Edward,Yost,N,N,N,"2,507"
City,Calgary,6,Councillor,M,Jeffrey Michael,Brownridge,N,N,N,"2,427"
City,Calgary,6,Councillor,M,Alex,Columbos,N,N,N,"1,961"
City,Calgary,6,Councillor,F,Grace Mary,Nelson,N,N,N,"1,376"
City,Calgary,6,Councillor,M,Sanjeev Kumar,Kad,N,N,N,"1,076"
City,Calgary,6,Councillor,M,Steve,Turner,N,N,N,"1,026"
City,Calgary,7,Councillor,F,Druh,Farrell,N,Y,Y,"9,753"
City,Calgary,7,Councillor,M,Brent,Alexander,N,N,N,"8,916"
City,Calgary,7,Councillor,M,Robert Dean,Brawn,N,N,N,"2,882"
City,Calgary,7,Councillor,F,Margaret (Margot) Eleanor,Aftergood,N,N,N,"1,765"
City,Calgary,7,Councillor,M,Marek,Hejduk,N,N,N,456
City,Calgary,8,Councillor,M,Evan,Woolley,N,Y,Y,"15,839"
City,Calgary,8,Councillor,M,Chris,Davis,N,N,N,"8,845"
City,Calgary,8,Councillor,F,Karla,Charest,N,N,N,"1,840"
City,Calgary,8,Councillor,M,Carter,Thomson,N,N,N,657
City,Calgary,9,Councillor,M,Gian Carlo,Carra,N,Y,Y,"9,760"
City,Calgary,9,Councillor,F,Cheryl Marie,Link,N,N,N,"8,023"
City,Calgary,9,Councillor,M,Trevor Gordon,Buckler,N,N,N,"1,126"
City,Calgary,9,Councillor,M,David Christopher,Metcalfe,N,N,N,995
City,Calgary,9,Councillor,M,Cesar Augusto,Saavedra,N,N,N,588
City,Calgary,9,Councillor,M,Omar Djalala Joseph,M'Keyo,N,N,N,556
City,Calgary,9,Councillor,M,Boss,Madimba,N,N,N,449
City,Calgary,10,Councillor,M,Ray,Jones,N,Y,Y,"7,240"
City,Calgary,10,Councillor,M,David Reinholt,Winkler,N,N,N,"5,513"
City,Calgary,10,Councillor,F,Salimah,Kassam,N,N,N,"2,126"
City,Calgary,10,Councillor,F,Michelle Rae,Robinson,N,N,N,"1,258"
City,Calgary,10,Councillor,M,Najeeb,Butt,N,N,N,"1,054"
City,Calgary,10,Councillor,M,Gar,Gar,N,N,N,864
City,Calgary,10,Councillor,M,Issa,Mosa,N,N,N,693
City,Calgary,10,Councillor,F,Kamilla,Prasad,N,N,N,619
City,Calgary,10,Councillor,F,Faith,Greaves,N,N,N,568
City,Calgary,10,Councillor,M,Hermann Maurice,Muller,N,N,N,367
City,Calgary,10,Councillor,M,ElHussein,Elnuman,N,N,N,78
City,Calgary,11,Councillor,M,Jeromy Anton,Farkas,N,N,Y,"13,170"
City,Calgary,11,Councillor,F,Linda Marie,Johnson,N,N,N,"7,588"
City,Calgary,11,Councillor,F,Janet Claire Alana,Eremenko,N,N,N,"6,890"
City,Calgary,11,Councillor,M,Robert Gordon,Dickinson,N,N,N,"4,446"
City,Calgary,11,Councillor,M,Keith,Simmons,N,N,N,"2,214"
City,Calgary,12,Councillor,M,Shane A,Keating,N,Y,Y,"17,923"
City,Calgary,12,Councillor,F,Teresa,Hargreaves,N,N,N,"2,844"
City,Calgary,12,Councillor,M,Brad Gray,Cunningham,N,N,N,"2,732"
City,Calgary,12,Councillor,M,Mackenzie Tye,Quigley,N,N,N,"1,123"
City,Calgary,13,Councillor,F,Diane Marie,Colley-Urquhart,N,Y,Y,"9,118"
City,Calgary,13,Councillor,M,Mark,Dyrholm,N,N,N,"4,427"
City,Calgary,13,Councillor,M,Arthur John,Johnston,N,N,N,"4,102"
City,Calgary,13,Councillor,F,Sherrisa,Celis,N,N,N,"2,959"
City,Calgary,13,Councillor,M,Adam,Boechler,N,N,N,"2,909"
City,Calgary,13,Councillor,M,Adam W,Frisch,N,N,N,"2,732"
City,Calgary,13,Councillor,F,Kay,Adeniyi,N,N,N,745
City,Calgary,14,Councillor,M,Peter Anthony,Demong,N,Y,Y,"28,430"
City,Calgary,14,Councillor,M,Kelash,Kumar,N,N,N,"3,064"
City,Camrose,,Mayor,M,Norman,Mayer,N,Y,Y,"2,416"
City,Camrose,,Mayor,M,James William,Sears,N,N,N,"1,881"
City,Camrose,,Mayor,M,Wayne,Massick,N,N,N,209
City,Camrose,,Councillor,M,Pj,Stasko,N,Y,Y,"2,989"
City,Camrose,,Councillor,M,David Allan,Ofrim,N,Y,Y,"2,967"
City,Camrose,,Councillor,M,Max Allen,Lindstrand,N,Y,Y,"2,839"
City,Camrose,,Councillor,M,Wayne Alan,Throndson,N,Y,Y,"2,670"
City,Camrose,,Councillor,F,Agnes Louise,Hoveland,N,Y,Y,"2,637"
City,Camrose,,Councillor,M,Gregory John,Wood,N,Y,Y,"2,320"
City,Camrose,,Councillor,M,Kevin,Hycha,N,Y,Y,"2,290"
City,Camrose,,Councillor,F,Catherine Anne,Johnson,N,N,Y,"2,208"
City,Camrose,,Councillor,F,Julie Rae,Girard,N,N,N,"2,170"
City,Camrose,,Councillor,M,Niel,Parker,N,N,N,"1,751"
City,Camrose,,Councillor,M,Timothy Bruce,Doering,N,N,N,"1,099"
City,Camrose,,Councillor,M,Anthony,Holler,N,N,N,660
City,Chestermere,,Mayor,M,Marshall,Chalmers,N,N,Y,"2,628"
City,Chestermere,,Mayor,M,Jeff,Hodgson,N,N,N,987
City,Chestermere,,Mayor,M,Ryan,Roch,N,N,N,874
City,Chestermere,,Mayor,M,Khaleel,Bhatti,N,N,N,330
City,Chestermere,,Mayor,M,Ray,Blanchard,N,N,N,46
City,Chestermere,,Councillor,F,Michelle,Young,N,N,Y,"2,510"
City,Chestermere,,Councillor,F,Yvette,Wagner,N,N,Y,"2,264"
City,Chestermere,,Councillor,F,Laurie,Bold,N,N,Y,"2,213"
City,Chestermere,,Councillor,M,Mel,Foat,N,N,Y,"2,195"
City,Chestermere,,Councillor,F,Cathy,Burnesss,N,N,Y,"2,172"
City,Chestermere,,Councillor,M,Ritesh,Narayan,N,N,Y,"2,067"
City,Chestermere,,Councillor,M,Blaine,Funk,N,N,N,"1,859"
City,Chestermere,,Councillor,M,Allan,Kersch,N,N,N,"1,723"
City,Chestermere,,Councillor,F,Laurianne,Schell,N,N,N,"1,625"
City,Chestermere,,Councillor,F,Anna,Kardash,N,N,N,"1,538"
City,Chestermere,,Councillor,F,Amy,Taylor,N,N,N,"1,314"
City,Chestermere,,Councillor,M,Greg,Amoruso,N,N,N,"1,102"
City,Chestermere,,Councillor,M,Tommy,Fleger,N,N,N,"1,023"
City,Chestermere,,Councillor,M,Mo,Gill,N,N,N,917
City,Chestermere,,Councillor,M,Clayton James,Thompson,N,N,N,880
City,Cold Lake,,Mayor,M,Craig,Copeland,Y,Y,N,
City,Cold Lake,,Councillor,M,Chris,Vining,N,Y,Y,"1,226"
City,Cold Lake,,Councillor,F,Victoria,Lefebvre,N,Y,Y,"1,166"
City,Cold Lake,,Councillor,M,Jurgen,Grau,N,N,Y,"1,066"
City,Cold Lake,,Councillor,M,Kirk,Soroka,N,N,Y,"1,014"
City,Cold Lake,,Councillor,M,Bob,Buckle,N,Y,Y,941
City,Cold Lake,,Councillor,M,Duane,Lay,N,Y,Y,893
City,Cold Lake,,Councillor,M,Christopher,Hiebert,N,N,N,802
City,Cold Lake,,Councillor,M,Murray,Gauthier,N,N,N,755
City,Cold Lake,,Councillor,M,Larry,Ashcroft,N,N,N,648
City,Cold Lake,,Councillor,F,Lorie,Jacobsen,N,N,N,645
City,Edmonton,,Mayor,M,Don,Iveson,N,Y,Y,"141,182"
City,Edmonton,,Mayor,M,Don,Koziak,N,N,N,"13,204"
City,Edmonton,,Mayor,M,Steven Charles,Shewchuk,N,N,N,"9,716"
City,Edmonton,,Mayor,M,Fahad,Mughal,N,N,N,"6,626"
City,Edmonton,,Mayor,M,Justin,Thomas,N,N,N,"4,976"
City,Edmonton,,Mayor,M,Mike,Butler,N,N,N,"4,028"
City,Edmonton,,Mayor,F,Carla,Frost,N,N,N,"3,067"
City,Edmonton,,Mayor,F,Taz,Bouchier,N,N,N,"2,782"
City,Edmonton,,Mayor,M,Henry,Mak,N,N,N,"1,531"
City,Edmonton,,Mayor,M,Ron,Cousineau,N,N,N,"1,252"
City,Edmonton,,Mayor,M,Neil,Stephens,N,N,N,"1,231"
City,Edmonton,,Mayor,M,Bob (Robert),Ligertwood,N,N,N,"1,129"
City,Edmonton,,Mayor,M,Gordon,Nikolic,N,N,N,"1,062"
City,Edmonton,1,Councillor,M,Andrew,Knack,N,Y,Y,"10,091"
City,Edmonton,1,Councillor,M,Dave,Olivier,N,N,N,"2,541"
City,Edmonton,1,Councillor,M,Randy,Allen,N,N,N,"1,066"
City,Edmonton,1,Councillor,M,Reuben,Avellana,N,N,N,966
City,Edmonton,2,Councillor,F,Bev,Esslinger,N,Y,Y,"7,475"
City,Edmonton,2,Councillor,M,Ali,Haymour,N,N,N,"3,240"
City,Edmonton,2,Councillor,F,Shelley,Tupper,N,N,N,"2,783"
City,Edmonton,3,Councillor,M,Jon,Dziadyk,N,N,Y,"4,354"
City,Edmonton,3,Councillor,M,Dave,Loken,N,Y,N,"3,890"
City,Edmonton,3,Councillor,F,Karen,Principe,N,N,N,"3,335"
City,Edmonton,3,Councillor,M,John (Giovanni),Oplanich,N,N,N,"1,647"
City,Edmonton,3,Councillor,M,Sarmad,Rasheed,N,N,N,"1,493"
City,Edmonton,4,Councillor,M,Aaron,Paquette,N,N,Y,"3,455"
City,Edmonton,4,Councillor,M,Rocco,Caterina,N,N,N,"2,517"
City,Edmonton,4,Councillor,F,Alison,Poste,N,N,N,"1,835"
City,Edmonton,4,Councillor,F,Tricia,Velthuizen,N,N,N,"1,572"
City,Edmonton,4,Councillor,M,Hassan,Haymour,N,N,N,"1,250"
City,Edmonton,4,Councillor,M,Martin,Narsing,N,N,N,"1,097"
City,Edmonton,4,Councillor,M,Justin,Draper,N,N,N,"1,045"
City,Edmonton,4,Councillor,F,Beatrice Kerubo,Ghettuba,N,N,N,765
City,Edmonton,4,Councillor,M,Felix,Amenaghawon (Amen),N,N,N,478
City,Edmonton,4,Councillor,M,Sam,Hachem,N,N,N,279
City,Edmonton,4,Councillor,M,Emerson,Mayers,N,N,N,175
City,Edmonton,4,Councillor,M,Wade,Izzard,N,N,N,53
City,Edmonton,5,Councillor,F,Sarah,Hamilton,N,N,Y,"6,156"
City,Edmonton,5,Councillor,M,David,Xiao,N,N,N,"3,626"
City,Edmonton,5,Councillor,F,Dawn,Newton,N,N,N,"2,195"
City,Edmonton,5,Councillor,F,Miranda,Jimmy,N,N,N,"2,065"
City,Edmonton,5,Councillor,F,Nafisa,Bowen,N,N,N,"1,165"
City,Edmonton,5,Councillor,F,Svetlana,Pavlenko,N,N,N,953
City,Edmonton,5,Councillor,M,James,Prentice,N,N,N,660
City,Edmonton,5,Councillor,M,Brian,Kendrick,N,N,N,304
City,Edmonton,5,Councillor,M,Philip Michael (Phil),Asher,N,N,N,216
City,Edmonton,6,Councillor,M,Scott,McKeen,N,Y,Y,"7,774"
City,Edmonton,6,Councillor,M,Bill,Knight,N,N,N,"4,958"
City,Edmonton,6,Councillor,M,Tish George,Prouse,N,N,N,"2,202"
City,Edmonton,6,Councillor,M,Adil,Pirbhai,N,N,N,429
City,Edmonton,7,Councillor,M,Tony,Caterina,N,Y,Y,"4,017"
City,Edmonton,7,Councillor,M,Kris,Andreychuk,N,N,N,"3,852"
City,Edmonton,7,Councillor,F,Mimi,Williams,N,N,N,"2,164"
City,Edmonton,7,Councillor,F,Liz,John-West,N,N,N,"1,153"
City,Edmonton,7,Councillor,M,Matthew,Kleywegt,N,N,N,341
City,Edmonton,7,Councillor,M,Andrzej,Gudanowski,N,N,N,267
City,Edmonton,8,Councillor,M,Ben,Henderson,N,Y,Y,"6,235"
City,Edmonton,8,Councillor,F,Kirsten,Goa,N,N,N,"3,890"
City,Edmonton,8,Councillor,M,James,Kosowan,N,N,N,"3,430"
City,Edmonton,8,Councillor,M,Eli,Schrader,N,N,N,"2,056"
City,Edmonton,8,Councillor,M,Rob,Bernshaw,N,N,N,688
City,Edmonton,8,Councillor,F,Heather,Workman,N,N,N,615
City,Edmonton,9,Councillor,M,Tim,Cartmell,N,N,Y,"9,160"
City,Edmonton,9,Councillor,M,Rob,Agostinis,N,N,N,"4,763"
City,Edmonton,9,Councillor,F,Sandy,Pon,N,N,N,"3,480"
City,Edmonton,9,Councillor,M,Payman,Parseyan,N,N,N,"3,340"
City,Edmonton,9,Councillor,M,Mark,Hope,N,N,N,"1,057"
City,Edmonton,10,Councillor,M,Michael,Walters,N,Y,Y,"11,678"
City,Edmonton,10,Councillor,M,Vieri,Berretti,N,N,N,"5,282"
City,Edmonton,10,Councillor,F,Sim,Senol,N,N,N,"1,154"
City,Edmonton,10,Councillor,F,Samantha,Hees,N,N,N,855
City,Edmonton,10,Councillor,F,Glenda K.,Williams,N,N,N,642
City,Edmonton,11,Councillor,M,Mike,Nickel,N,Y,Y,"9,148"
City,Edmonton,11,Councillor,F,Keren,Tang,N,N,N,"4,361"
City,Edmonton,11,Councillor,F,Brandy,Burdeniuk,N,N,N,"1,336"
City,Edmonton,11,Councillor,M,Chris,Christianson,N,N,N,684
City,Edmonton,11,Councillor,M,Troy,Pavlek,N,N,N,567
City,Edmonton,11,Councillor,M,Rob,Aromin,N,N,N,243
City,Edmonton,12,Councillor,M,Moe,Banga,N,Y,Y,"6,636"
City,Edmonton,12,Councillor,F,Jo-Anne,Wright,N,N,N,"3,378"
City,Edmonton,12,Councillor,M,Mike,Russnak,N,N,N,"1,798"
City,Edmonton,12,Councillor,M,Nigel,Logan,N,N,N,"1,645"
City,Edmonton,12,Councillor,M,Walter,Youb,N,N,N,"1,002"
City,Fort Saskatchewan,,Mayor,F,Gale,Katchur,N,Y,Y,"3,960"
City,Fort Saskatchewan,,Mayor,M,Arjun,Randhawa,N,Y,N,"3,150"
City,Fort Saskatchewan,,Mayor,F,Judita,Sellin,N,N,N,171
City,Fort Saskatchewan,,Councillor,M,Brian D.,Kelly,N,N,Y,"3,436"
City,Fort Saskatchewan,,Councillor,M,Edward,Sperling,N,Y,Y,"3,436"
City,Fort Saskatchewan,,Councillor,F,Ajibola,Abitoye,N,N,Y,"3,312"
City,Fort Saskatchewan,,Councillor,F,Deanna,Lennox,N,N,Y,"3,150"
City,Fort Saskatchewan,,Councillor,F,Lisa,Makin,N,N,Y,"3,053"
City,Fort Saskatchewan,,Councillor,M,Gordon,Harris,N,N,Y,"3,003"
City,Fort Saskatchewan,,Councillor,F,Birgit,Blizzard,N,Y,N,"2,931"
City,Fort Saskatchewan,,Councillor,M,Michael,Ferris,N,N,N,"2,654"
City,Fort Saskatchewan,,Councillor,M,John W.,Bouwman,N,N,N,"2,561"
City,Fort Saskatchewan,,Councillor,M,Frank,Garritsen,N,Y,N,"2,557"
City,Fort Saskatchewan,,Councillor,M,Donald,Lehman,N,N,N,"2,005"
City,Fort Saskatchewan,,Councillor,M,John,Mather,N,N,N,"1,559"
City,Fort Saskatchewan,,Councillor,M,Stuart L.,McGowan,N,N,N,"1,355"
City,Fort Saskatchewan,,Councillor,M,Charles,Simpson,N,N,N,500
City,Fort Saskatchewan,,Councillor,M,Curtis,Dominique,N,N,N,462
City,Grande Prairie,,Mayor,M,Bill,Given,N,Y,Y,"6,193"
City,Grande Prairie,,Mayor,M,Dick,Baillie,N,N,N,"2,440"
City,Grande Prairie,,Mayor,M,Theodore,Nikiforuk,N,N,N,383
City,Grande Prairie,,Mayor,M,Rony,Rajput,N,N,N,82
City,Grande Prairie,,Councillor,F,Eunice,Friesen,N,N,Y,"5,282"
City,Grande Prairie,,Councillor,M,Chris,Thiessen,N,Y,Y,"5,279"
City,Grande Prairie,,Councillor,F,Jackie,Clayton,N,Y,Y,"4,382"
City,Grande Prairie,,Councillor,M,Dylan,Bressey,N,N,Y,"4,163"
City,Grande Prairie,,Councillor,M,Clyde,Blackburn,N,N,Y,"3,901"
City,Grande Prairie,,Councillor,M,Wade,Pilat,N,N,Y,"3,869"
City,Grande Prairie,,Councillor,M,Kevin P.,O’Toole,N,Y,Y,"3,743"
City,Grande Prairie,,Councillor,M,Yadvinder Singh,Minhas,N,N,Y,"3,030"
City,Grande Prairie,,Councillor,M,Kevin,McLean,N,Y,N,"2,906"
City,Grande Prairie,,Councillor,M,John Alger Mark,Kriska,N,N,N,"2,869"
City,Grande Prairie,,Councillor,F,Cheryl,Montgomery,N,N,N,"2,774"
City,Grande Prairie,,Councillor,F,Shannon,Dunfield,N,N,N,"2,536"
City,Grande Prairie,,Councillor,M,John,Croken,N,N,N,"2,439"
City,Grande Prairie,,Councillor,M,Timothy,Nesbitt,N,N,N,"2,060"
City,Grande Prairie,,Councillor,M,Cam,White,N,N,N,"2,056"
City,Grande Prairie,,Councillor,F,Tyla,Savard,N,N,N,"1,773"
City,Grande Prairie,,Councillor,F,Sydney M.,Fletcher,N,N,N,"1,110"
City,Grande Prairie,,Councillor,M,Mike,Wolfel,N,N,N,428
City,Grande Prairie,,Councillor,M,Morgan,Suurd,N,N,N,422
City,Lacombe,,Mayor,M,Grant,Creasey,N,N,Y,"1,964"
City,Lacombe,,Mayor,M,Peter,Bouwsema,N,N,N,"1,417"
City,Lacombe,,Councillor,F,Thalia,Hibbs,N,N,Y,"2,457"
City,Lacombe,,Councillor,F,Cora,Hoekstra,N,N,Y,"2,265"
City,Lacombe,,Councillor,M,Jonathan,Jacobson,N,N,Y,"1,672"
City,Lacombe,,Councillor,M,Chris,Ross,N,N,Y,"1,622"
City,Lacombe,,Councillor,M,Donald,Gullekson,N,N,Y,"1,575"
City,Lacombe,,Councillor,M,Reuben,Konnik,N,Y,Y,"1,562"
City,Lacombe,,Councillor,M,W.J. (Bill),McQuesten,N,Y,N,"1,349"
City,Lacombe,,Councillor,M,Wayne,Armishaw,N,Y,N,"1,348"
City,Lacombe,,Councillor,M,Wayne,Rempel,N,Y,N,"1,124"
City,Lacombe,,Councillor,F,Joyce M,Smith,N,N,N,974
City,Lacombe,,Councillor,M,Sandy (Pepper),Douglas,N,N,N,756
City,Leduc,,Mayor,M,Robert (Bob),Young,N,Y,Y,"2,813"
City,Leduc,,Mayor,M,David Straghan,MacKenzie,N,Y,N,"2,457"
City,Leduc,,Mayor,F,Donna,Tona,N,N,N,942
City,Leduc,,Councillor,M,Glen,Finstad,N,Y,Y,"3,882"
City,Leduc,,Councillor,F,Beverly Dianne,Beckett,N,Y,Y,"3,079"
City,Leduc,,Councillor,M,Terry Glen,Lazowski,N,Y,Y,"3,046"
City,Leduc,,Councillor,M,William Cedric,Hamilton,N,N,Y,"2,725"
City,Leduc,,Councillor,F,Laura M.,Tillack,N,N,Y,"2,514"
City,Leduc,,Councillor,M,Lars Sean,Hansen,N,N,Y,"2,446"
City,Leduc,,Councillor,F,Sherry,Fraser,N,N,N,"2,082"
City,Leduc,,Councillor,M,Garet Murray,Wood,N,N,N,"2,061"
City,Leduc,,Councillor,F,Heather,Feldbusch,N,N,N,"1,997"
City,Leduc,,Councillor,F,Melanie,Nesimiuk,N,N,N,"1,864"
City,Leduc,,Councillor,F,Dawn,Macdougall,N,N,N,"1,843"
City,Leduc,,Councillor,M,Richard Scott,Horncastle,N,N,N,"1,472"
City,Leduc,,Councillor,M,Mackenzie,Gates,N,N,N,678
City,Leduc,,Councillor,M,Andrew,Tait,N,N,N,644
City,Lethbridge,,Mayor,M,Chris,Spearman,N,Y,Y,"14,897"
City,Lethbridge,,Mayor,M,Martin,Heavy Head,N,N,N,"3,342"
City,Lethbridge,,Mayor,M,Robert (Bob),Janzen,N,N,N,"1,969"
City,Lethbridge,,Councillor,M,Mark,Campbell,N,N,Y,"9,522"
City,Lethbridge,,Councillor,M,Joseph (Joe),Mauro,N,Y,Y,"8,891"
City,Lethbridge,,Councillor,M,Jeff,Carlson,N,Y,Y,"8,140"
City,Lethbridge,,Councillor,M,Ryan,Parker,N,Y,Y,"7,919"
City,Lethbridge,,Councillor,M,Blaine E.,Hyggen,N,Y,Y,"7,438"
City,Lethbridge,,Councillor,F,Belinda,Crowson,N,N,Y,"7,391"
City,Lethbridge,,Councillor,M,Jeffrey,Coffman,N,Y,Y,"7,368"
City,Lethbridge,,Councillor,M,Rob,Miyashiro,N,Y,Y,"7,272"
City,Lethbridge,,Councillor,F,Liz,Iwaskiw,N,Y,N,"5,680"
City,Lethbridge,,Councillor,M,Nick,Paladino,N,N,N,"5,668"
City,Lethbridge,,Councillor,F,Jennifer,Takahashi,N,N,N,"5,264"
City,Lethbridge,,Councillor,M,Harold,Pereverseff,N,N,N,"4,759"
City,Lethbridge,,Councillor,M,Joey,Shackleford,N,N,N,"4,728"
City,Lethbridge,,Councillor,F,Shelby J.,MacLeod,N,N,N,"3,875"
City,Lethbridge,,Councillor,M,David,Mikuliak,N,N,N,"3,709"
City,Lethbridge,,Councillor,F,Aileen,Burke,N,N,N,"3,600"
City,Lethbridge,,Councillor,M,Bruce,Thurber,N,N,N,"3,325"
City,Lethbridge,,Councillor,F,Rena,Woss,N,N,N,"3,102"
City,Lethbridge,,Councillor,M,Zachary,Gibb,N,N,N,"3,058"
City,Lethbridge,,Councillor,F,Stephnie,Watson,N,N,N,"2,638"
City,Lethbridge,,Councillor,M,Bill,Ginther,N,N,N,"2,270"
City,Lethbridge,,Councillor,M,Raymond,Hoffarth,N,N,N,"2,250"
City,Lethbridge,,Councillor,M,Craig,Burrows-Johnson,N,N,N,"2,091"
City,Lethbridge,,Councillor,M,John,Pogorzelski,N,N,N,"1,779"
City,Lethbridge,,Councillor,M,Davey,Wiggers,N,N,N,"1,532"
City,Lethbridge,,Councillor,F,Louise Marie,Saloff,N,N,N,"1,321"
City,Lethbridge,,Councillor,M,Ross,Morrell,N,N,N,"1,056"
City,Lethbridge,,Councillor,M,Kevin Mark,Layton,N,N,N,994
City,Lethbridge,,Councillor,M,Clint,Germsheid,N,N,N,937
