Municipality Type,Municipality,Ward,Position,Gender,First Name,Last Name,Acclaimed,Incumbent,Elected,Votes
Municipal District,Yellowhead County,2,Councillor,M,Steve Graham,Otway,N,N,N,164
Municipal District,Yellowhead County,2,Councillor,F,Deborah,Verhaeghe,N,N,N,28
Municipal District,Yellowhead County,2,Councillor,F,Kristina,Ewen,N,N,N,23
Municipal District,Yellowhead County,3,Councillor,F,Penny Doreen,Lowe,N,N,Y,163
Municipal District,Yellowhead County,3,Councillor,M,Ronald Ernest,Rauhut,N,N,N,112
Municipal District,Yellowhead County,3,Councillor,M,Fred,Glober,N,N,N,58
Municipal District,Yellowhead County,4,Councillor,M,David R.S.,Russell,N,Y,Y,171
Municipal District,Yellowhead County,4,Councillor,M,Larry,Richter,N,N,N,134
Municipal District,Yellowhead County,4,Councillor,F,Sarah,DePee,N,N,N,24
Municipal District,Yellowhead County,5,Councillor,M,Shawn Brian,Berry,Y,Y,N,
Municipal District,Yellowhead County,6,Councillor,M,Wade P.,Williams,N,N,Y,238
Municipal District,Yellowhead County,6,Councillor,M,Mark,Mitchell,N,N,N,142
Municipal District,Yellowhead County,6,Councillor,M,Bev,Shearer,N,N,N,77
Municipal District,Yellowhead County,7,Councillor,F,Dawn Marie,Mitchell,N,Y,Y,153
Municipal District,Yellowhead County,7,Councillor,M,Marshall,Hoke,N,N,N,105
Municipal District,Yellowhead County,8,Councillor,F,Lavone,Olson,N,N,Y,227
Municipal District,Yellowhead County,8,Councillor,M,Sidney Jack,Williams,N,Y,N,156
Municipal District,Yellowhead County,8,Councillor,F,C. Faye,Saunders,N,N,N,26
Special Areas,Special Areas Board,21,Councillor,M,Kevin,Bossert,N,N,Y,82
Special Areas,Special Areas Board,21,Councillor,M,Bob,Gainer,N,Y,N,52
Special Areas,Special Areas Board,22,Councillor,M,Neal C,Roes,Y,Y,N,
Special Areas,Special Areas Board,23,Councillor,M,Brad C,Slorstad,Y,Y,N,
Special Areas,Special Areas Board,24,Councillor,M,Brent M,Horner,Y,Y,N,
Special Areas,Special Areas Board,25,Councillor,M,James P,Madge,Y,Y,N,
Special Areas,Special Areas Board,27,Councillor,M,Daryl,Swenson,Y,Y,N,
Special Areas,Special Areas Board,28,Councillor,M,Bradley J,Osadczuk,Y,Y,N,
Special Areas,Special Areas Board,34,Councillor,M,Travis W.,Foot,Y,Y,N,
Special Areas,Special Areas Board,35,Councillor,M,Samuel W,Shadlock,Y,N,N,
Special Areas,Special Areas Board,36,Councillor,M,Kevin G,Wilson,Y,Y,N,
Special Areas,Special Areas Board,41,Councillor,M,Graham F,Schetzsle,Y,N,N,
Special Areas,Special Areas Board,42,Councillor,M,Barry D,Redel,N,N,Y,102
Special Areas,Special Areas Board,42,Councillor,M,Robert E,Kropinske,N,N,N,3
Special Areas,Special Areas Board,43,Councillor,M,Douglas G,Noble,N,N,Y,47
Special Areas,Special Areas Board,43,Councillor,M,Corey R,Doneff,N,N,N,13
Specialized Municipality,"Crowsnest Pass, Municipality Of",,Mayor,M,Blair,Painter,Y,Y,N,
Specialized Municipality,"Crowsnest Pass, Municipality Of",,Councillor,M,Dave,Filipuzzi,N,Y,Y,"1,143"
Specialized Municipality,"Crowsnest Pass, Municipality Of",,Councillor,F,Marlene,Anctil,N,Y,Y,"1,059"
Specialized Municipality,"Crowsnest Pass, Municipality Of",,Councillor,M,Dean,Ward,N,Y,Y,"1,056"
Specialized Municipality,"Crowsnest Pass, Municipality Of",,Councillor,F,Doreen,Glavin,N,Y,Y,"1,022"
Specialized Municipality,"Crowsnest Pass, Municipality Of",,Councillor,M,Gord,Lundy,N,N,Y,966
Specialized Municipality,"Crowsnest Pass, Municipality Of",,Councillor,F,Lisa,Sygutek,N,N,Y,954
Specialized Municipality,"Crowsnest Pass, Municipality Of",,Councillor,F,Leslie,McCallum,N,N,N,840
Specialized Municipality,"Jasper, Municipality Of",,Mayor,M,Richard,Ireland,Y,Y,N,
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,Henrique,Damota,N,Y,Y,952
Specialized Municipality,"Jasper, Municipality Of",,Councillor,F,Helen,Kelleher-Empey,N,Y,Y,843
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,Paul,Butler,N,N,Y,807
Specialized Municipality,"Jasper, Municipality Of",,Councillor,F,Jenna,McGrath,N,N,Y,752
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,Scott,Wilson,N,N,Y,560
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,Albert,Journault,N,N,Y,518
Specialized Municipality,"Jasper, Municipality Of",,Councillor,F,Alice,Lettner,N,N,N,442
Specialized Municipality,"Jasper, Municipality Of",,Councillor,F,Ann,Thomas,N,N,N,427
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,Charles,Robinson,N,N,N,389
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,William (Troy),Mills,N,N,N,365
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,Dong,Han,N,N,N,334
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,Nicholas,Bazin,N,N,N,325
Specialized Municipality,"Jasper, Municipality Of",,Councillor,F,Ginette,Marcoux,N,N,N,311
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,Paul,Clarke,N,N,N,279
Specialized Municipality,"Jasper, Municipality Of",,Councillor,M,Sebastian,Byrd,N,N,N,165
Specialized Municipality,Mackenzie County,01,Councillor,M,Josh,Knelsen,N,Y,Y,68
Specialized Municipality,Mackenzie County,01,Councillor,M,Isaac,Hiebert,N,N,N,53
Specialized Municipality,Mackenzie County,02,Councillor,M,Anthony,Peters,N,N,Y,180
Specialized Municipality,Mackenzie County,02,Councillor,M,Benjamin,Peters,N,N,N,27
Specialized Municipality,Mackenzie County,03,Councillor,M,Peter F.,Braun,N,Y,Y,351
Specialized Municipality,Mackenzie County,03,Councillor,M,Cornie,Teichroeb,N,N,N,194
Specialized Municipality,Mackenzie County,03,Councillor,M,Charles (Randy),Rodgers,N,N,N,185
Specialized Municipality,Mackenzie County,03,Councillor,M,Menno,Martens,N,N,N,17
Specialized Municipality,Mackenzie County,04,Councillor,M,David,Driedger,N,N,Y,170
Specialized Municipality,Mackenzie County,04,Councillor,M,John W.,Driedger,N,Y,N,33
Specialized Municipality,Mackenzie County,04,Councillor,M,Andrew,Goertzen,N,N,N,25
Specialized Municipality,Mackenzie County,05,Councillor,M,Ernest,Peters,N,N,Y,151
Specialized Municipality,Mackenzie County,05,Councillor,M,Elmer,Derksen,N,Y,N,95
Specialized Municipality,Mackenzie County,06,Councillor,M,Eric,Jorgensen,N,Y,Y,111
Specialized Municipality,Mackenzie County,06,Councillor,F,Odell,Flett,N,N,N,29
Specialized Municipality,Mackenzie County,07,Councillor,M,Cameron,Cardinal,N,N,Y,111
Specialized Municipality,Mackenzie County,07,Councillor,M,Kevin,Smith,N,N,N,54
Specialized Municipality,Mackenzie County,07,Councillor,M,Raymond,Toews,N,Y,N,32
Specialized Municipality,Mackenzie County,07,Councillor,M,Peter,Beaver,N,N,N,10
Specialized Municipality,Mackenzie County,07,Councillor,M,Gregory (Charles),LaForge,N,N,N,9
Specialized Municipality,Mackenzie County,08,Councillor,M,Walter,Sarapuk,Y,Y,N,
Specialized Municipality,Mackenzie County,09,Councillor,F,Jacqueline,Bateman,Y,Y,N,
Specialized Municipality,Mackenzie County,10,Councillor,F,Lisa,Wardley,Y,Y,N,
Specialized Municipality,Strathcona County,,Mayor,M,Rod,Frank,N,N,Y,"10,310"
Specialized Municipality,Strathcona County,,Mayor,F,Roxanne,Carr,N,Y,N,"8,287"
Specialized Municipality,Strathcona County,,Mayor,F,Jacquie,Fenske,N,N,N,"4,257"
Specialized Municipality,Strathcona County,,Mayor,F,Linda,Osinchuk,N,N,N,"3,572"
Specialized Municipality,Strathcona County,,Mayor,M,David,Dixon,N,N,N,"1,192"
Specialized Municipality,Strathcona County,1,Councillor,M,Robert,Parks,N,N,Y,"2,556"
Specialized Municipality,Strathcona County,1,Councillor,M,Maurice,Perrault,N,N,N,"1,471"
Specialized Municipality,Strathcona County,2,Councillor,M,Dave,Anderson,N,Y,Y,"2,496"
Specialized Municipality,Strathcona County,2,Councillor,M,Walter,Schwabe,N,N,N,955
Specialized Municipality,Strathcona County,2,Councillor,M,Leonard,Goulet,N,N,N,906
Specialized Municipality,Strathcona County,3,Councillor,M,Brian,Botterill,N,Y,Y,"1,771"
Specialized Municipality,Strathcona County,3,Councillor,M,Brett,Dermott,N,N,N,"1,638"
Specialized Municipality,Strathcona County,3,Councillor,M,Nicholas,Nigro,N,N,N,317
Specialized Municipality,Strathcona County,4,Councillor,M,Bill,Tonita,N,N,Y,"1,672"
Specialized Municipality,Strathcona County,4,Councillor,M,Jamie,Fraleigh,N,N,N,889
Specialized Municipality,Strathcona County,4,Councillor,M,Don,McPherson,N,N,N,510
Specialized Municipality,Strathcona County,4,Councillor,F,Karen,Lefebvre,N,N,N,489
Specialized Municipality,Strathcona County,5,Councillor,M,Paul,Smith,N,Y,Y,"1,097"
Specialized Municipality,Strathcona County,5,Councillor,M,Bob,Leman,N,N,N,709
Specialized Municipality,Strathcona County,5,Councillor,M,Aaron C.,Nelson,N,N,N,647
Specialized Municipality,Strathcona County,5,Councillor,M,David,Kierstead,N,N,N,132
Specialized Municipality,Strathcona County,6,Councillor,M,Linton,Delainey,N,Y,Y,"1,416"
Specialized Municipality,Strathcona County,6,Councillor,M,Alan,Dunn,N,N,N,419
Specialized Municipality,Strathcona County,6,Councillor,F,Sarah,Patterson,N,N,N,412
Specialized Municipality,Strathcona County,6,Councillor,M,Patrick,Hildebrand,N,N,N,398
Specialized Municipality,Strathcona County,7,Councillor,M,Glen,Lawrence,N,N,Y,"1,211"
Specialized Municipality,Strathcona County,7,Councillor,F,Brandie,Harrop,N,N,N,"1,058"
Specialized Municipality,Strathcona County,8,Councillor,F,Katie,Berghofer,N,N,Y,"1,949"
Specialized Municipality,Strathcona County,8,Councillor,M,Floyd,House,N,N,N,"1,066"
Specialized Municipality,Strathcona County,8,Councillor,M,Rex,Adam,N,N,N,"1,007"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",,Mayor,M,Donny Keith Charles,Scott,N,N,Y,"8,911"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",,Mayor,M,Allan,Grandison,N,N,N,"3,160"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",,Mayor,M,Anthony Vincent,Needham,N,N,N,652
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",,Mayor,M,Allan Glenn,Vinni,N,N,N,259
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,Phillip John,Meagher,N,Y,Y,"6,508"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,Jeff,Peddle,N,N,Y,"6,385"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,F,Krista,Balsom,N,N,Y,"6,138"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,Nicholas Keith,McGrath,N,Y,Y,"5,720"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,Michael,Allen,N,N,Y,"5,577"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,F,Verna Francine,Murphy,N,N,Y,"5,236"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,Lance Eugene,Bussieres,N,Y,N,"5,016"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,F,Arianna Marie,Johnson,N,N,N,"4,648"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,Adem,Campbell,N,N,N,"4,005"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,M. Shafiq,Dogar,N,N,N,"3,276"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,J. Paul,McLeod,N,N,N,"2,492"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,Ali,Syed,N,N,N,"1,859"
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",1,Councillor,M,Hukun,Hurur,N,N,N,981
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",2,Councillor,F,Claris,Voyageur,N,Y,Y,225
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",2,Councillor,M,John Bruce,Inglis,N,N,Y,183
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",2,Councillor,F,Julia,Cardinal,N,Y,N,150
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",2,Councillor,M,Scott Clayton,Flett,N,N,N,122
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",2,Councillor,M,David Allen,Blair,N,N,N,32
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",2,Councillor,M,Dan,Mercredi,N,N,N,27
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",3,Councillor,F,Sheila,Lalonde,N,N,Y,181
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",3,Councillor,M,Bradley Arthur,Lucier,N,N,N,162
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",4,Councillor,F,Jane,Stroud,N,Y,Y,238
Specialized Municipality,"Wood Buffalo, Regional Municipality Of",4,Councillor,M,Kevin,Tremblay,N,N,N,92
Town,Athabasca,,Mayor,F,Colleen,Powell,N,N,Y,474
Town,Athabasca,,Mayor,M,Roger,Morrill,N,Y,N,222
Town,Athabasca,,Mayor,M,Robert,Woito,N,N,N,115
Town,Athabasca,,Mayor,F,Laurie,Bonell,N,N,N,56
Town,Athabasca,,Councillor,M,Robert,Balay,N,N,Y,641
Town,Athabasca,,Councillor,M,John,Traynor,N,N,Y,598
Town,Athabasca,,Councillor,F,Tannia,Cherniwchan,N,N,Y,535
Town,Athabasca,,Councillor,M,David,Pacholok,N,N,Y,494
Town,Athabasca,,Councillor,M,Michael,Arychuk,N,N,Y,419
Town,Athabasca,,Councillor,F,Ida,Edwards,N,N,Y,398
Town,Athabasca,,Councillor,M,Neil,Galus,N,N,N,327
Town,Athabasca,,Councillor,F,Heather,Kariel,N,N,N,230
Town,Athabasca,,Councillor,M,Steven,Schafer,N,Y,N,212
Town,Athabasca,,Councillor,F,Shelly,Gurba,N,Y,N,186
Town,Athabasca,,Councillor,M,J. Dan,Bonell,N,N,N,126
Town,Athabasca,,Councillor,F,Joanne,Peckham,N,Y,N,61
Town,Banff,,Mayor,F,Karen,Sorensen,N,Y,Y,"1,223"
Town,Banff,,Mayor,M,Hugh,Pettigrew,N,N,N,958
Town,Banff,,Councillor,F,Corrie,DiManno,N,Y,Y,"1,324"
Town,Banff,,Councillor,M,Ted,Christensen,N,Y,Y,"1,036"
Town,Banff,,Councillor,M,Grant,Canning,N,Y,Y,"1,023"
Town,Banff,,Councillor,M,Brian,Standish,N,Y,Y,991
Town,Banff,,Councillor,F,Chip (Cheryl),Olver,N,Y,Y,920
Town,Banff,,Councillor,M,Peter,Poole,N,N,Y,873
Town,Banff,,Councillor,M,Doug,Macnamara,N,N,N,834
Town,Banff,,Councillor,M,Christopher,Wong,N,N,N,723
Town,Banff,,Councillor,M,Allan,Buckingham,N,N,N,689
Town,Banff,,Councillor,M,Wade,Rettie,N,N,N,626
Town,Banff,,Councillor,M,Jon,Whelan,N,N,N,550
Town,Banff,,Councillor,F,Lorraine,Harder,N,N,N,427
Town,Banff,,Councillor,M,Barry,Ferguson,N,N,N,318
Town,Banff,,Councillor,M,Rob,Lillington,N,N,N,313
Town,Banff,,Councillor,M,Dave,Dickson,N,N,N,285
Town,Banff,,Councillor,M,Tony,Bumbaco,N,N,N,183
Town,Barrhead,,Mayor,M,David,McKenzie,N,N,Y,"1,025"
Town,Barrhead,,Mayor,M,Mark,Vriend,N,N,N,531
Town,Barrhead,,Councillor,F,Shelley,Oswald,N,Y,Y,"1,089"
Town,Barrhead,,Councillor,M,Ty,Assaf,N,Y,Y,"1,068"
Town,Barrhead,,Councillor,M,Dausen,Kluin,N,N,Y,"1,035"
Town,Barrhead,,Councillor,M,Don,Smith,N,Y,Y,"1,005"
Town,Barrhead,,Councillor,M,Rod,Klumph,N,N,Y,974
Town,Barrhead,,Councillor,F,Leslie,Penny,N,Y,Y,870
Town,Barrhead,,Councillor,M,Gregory,Semenchuk,N,N,N,652
Town,Bashaw,,Mayor,F,Penny,Shantz,Y,Y,N,
Town,Bashaw,,Councillor,M,Robert,McDonald,Y,N,N,
Town,Bashaw,,Councillor,M,Darren,Pearson,Y,Y,N,
Town,Bashaw,,Councillor,F,Rosella,Peterman,Y,Y,N,
Town,Bashaw,,Councillor,M,Lynn,Schultz,Y,Y,N,
Town,Bassano,,Councillor,M,Ronald,Wickson,N,N,Y,325
Town,Bassano,,Councillor,M,Thomas,Rose,N,Y,Y,299
Town,Bassano,,Councillor,M,Kevin,Jones,N,Y,Y,284
Town,Bassano,,Councillor,M,John,Slomp,N,N,Y,264
Town,Bassano,,Councillor,F,Jackie,Peterson,N,Y,Y,254
Town,Bassano,,Councillor,M,Douglas,Barlow,N,Y,Y,207
Town,Bassano,,Councillor,F,Lynn,MacWilliam,N,Y,Y,191
Town,Bassano,,Councillor,M,Edward,Maurer,N,N,N,150
Town,Beaumont,,Mayor,M,John,Stewart,N,N,Y,"1,354"
Town,Beaumont,,Mayor,F,Kerri,Bauer,N,N,N,931
Town,Beaumont,,Mayor,M,Gil,Poitras,N,N,N,778
Town,Beaumont,,Mayor,M,Bruce,LeCren,N,N,N,732
Town,Beaumont,,Mayor,M,Patrick,Kobly,N,N,N,555
Town,Beaumont,,Mayor,F,Kelly,Sommers,N,N,N,32
Town,Beaumont,,Councillor,M,Sam,Munckhof-Swain,N,N,Y,"2,359"
Town,Beaumont,,Councillor,M,Perry,Hendriks,N,Y,Y,"1,768"
Town,Beaumont,,Councillor,F,Kathy,Barnhart,N,Y,Y,"1,724"
Town,Beaumont,,Councillor,F,Sabrina,Powers,N,N,Y,"1,590"
Town,Beaumont,,Councillor,M,Martin,Stout,N,N,Y,"1,353"
Town,Beaumont,,Councillor,M,Bill,Daneluik,N,N,Y,"1,333"
Town,Beaumont,,Councillor,M,Jeremy,Kornel,N,N,N,"1,330"
Town,Beaumont,,Councillor,M,Steven,vanNieuwkerk,N,N,N,"1,190"
Town,Beaumont,,Councillor,F,Jacqueline,Biollo,N,N,N,"1,165"
Town,Beaumont,,Councillor,M,Murray,Baldwin,N,N,N,928
Town,Beaumont,,Councillor,M,Scott,Reddick,N,N,N,907
Town,Beaumont,,Councillor,F,Christine,McCarville,N,N,N,830
Town,Beaumont,,Councillor,M,Sean,Brown,N,N,N,749
Town,Beaumont,,Councillor,M,Jason,McNabb,N,N,N,741
Town,Beaumont,,Councillor,M,Paul,Dzik,N,N,N,710
Town,Beaumont,,Councillor,F,Brandy,Wachter,N,N,N,664
Town,Beaumont,,Councillor,M,Gary,Sran,N,N,N,560
Town,Beaumont,,Councillor,F,Krista,Regier,N,N,N,501
Town,Beaumont,,Councillor,F,Marg,Bouchard,N,N,N,253
Town,Beaumont,,Councillor,F,Adrienne,Floyd,N,N,N,217
Town,Beaverlodge,,Mayor,M,Gary,Rycroft,N,N,Y,556
Town,Beaverlodge,,Mayor,M,Roger,Loberg,N,N,N,181
Town,Beaverlodge,,Councillor,F,Cyndi,Corbett,Y,N,N,
Town,Beaverlodge,,Councillor,M,Terry,Dueck,Y,N,N,
Town,Beaverlodge,,Councillor,M,Hugh,Graw,Y,N,N,
Town,Beaverlodge,,Councillor,F,Gena,Jones,Y,N,N,
Town,Beaverlodge,,Councillor,F,Judy,Kokotilo-Bekkerus,Y,Y,N,
Town,Beaverlodge,,Councillor,M,Calvin,Mosher,Y,N,N,
Town,Bentley,,Mayor,M,Greg,Rathjen,N,N,Y,208
Town,Bentley,,Mayor,F,Lynda,Haarstad Petten,N,Y,N,160
Town,Bentley,,Councillor,M,Lloyd,Carefoot,N,N,Y,246
Town,Bentley,,Councillor,M,Neil,Maki,N,N,Y,242
Town,Bentley,,Councillor,M,Doug,Talsma,N,N,Y,166
Town,Bentley,,Councillor,F,Cora,Knutson,N,Y,Y,163
Town,Bentley,,Councillor,M,Richard,Garries,N,N,N,160
Town,Bentley,,Councillor,M,Basil Wayne (Butch),Howard,N,Y,N,151
Town,Black Diamond,,Mayor,F,Ruth,Goodwin,N,N,Y,386
Town,Black Diamond,,Mayor,M,Mike,Ross,N,N,N,309
Town,Black Diamond,,Councillor,M,Brian,Marconi,N,Y,Y,483
Town,Black Diamond,,Councillor,F,Jackie,Stickel,N,Y,Y,474
Town,Black Diamond,,Councillor,F,Veronica,Kloiber,N,N,Y,437
Town,Black Diamond,,Councillor,M,Ted,Bain,N,N,Y,423
Town,Black Diamond,,Councillor,F,Sharon,Hart,N,N,Y,397
Town,Black Diamond,,Councillor,M,Daryl,Lalonde,N,N,Y,389
Town,Black Diamond,,Councillor,F,Chelsey Rae,Kehler,N,N,N,342
Town,Black Diamond,,Councillor,M,Dean,Anderson,N,N,N,260
Town,Blackfalds,,Mayor,M,Richard,Poole,N,Y,Y,863
Town,Blackfalds,,Mayor,M,Gary,Smith,N,N,N,215
Town,Blackfalds,,Councillor,F,Laura,Svab,N,N,Y,708
Town,Blackfalds,,Councillor,M,Will,Taylor,N,Y,Y,672
Town,Blackfalds,,Councillor,M,Jamie,Hoover,N,N,Y,489
Town,Blackfalds,,Councillor,F,Marina,Appel,N,N,Y,476
Town,Blackfalds,,Councillor,F,Rebecca,Stendie,N,N,Y,472
Town,Blackfalds,,Councillor,M,Ray,Olfert,N,Y,Y,456
Town,Blackfalds,,Councillor,F,Nicole,Sutherland,N,Y,N,452
Town,Blackfalds,,Councillor,F,Karen,Sernecky,N,N,N,438
Town,Blackfalds,,Councillor,M,Wayne,Tutty,N,N,N,366
Town,Blackfalds,,Councillor,M,Vincent,Wolfe,N,N,N,339
Town,Blackfalds,,Councillor,F,Carol,Rosenfelt,N,N,N,202
Town,Blackfalds,,Councillor,F,Jennifer,Myslicki,N,N,N,193
Town,Blackfalds,,Councillor,M,Michael,Francis,N,N,N,161
Town,Bon Accord,,Mayor,M,David,Hutton,N,N,Y,238
Town,Bon Accord,,Mayor,F,Bonny,Swart-Attwood,N,N,N,182
Town,Bon Accord,,Councillor,M,Brian,Holden,N,N,Y,338
Town,Bon Accord,,Councillor,F,Lynn,Bidney,N,N,Y,308
Town,Bon Accord,,Councillor,F,Jennifer,MacArthur,N,N,Y,227
Town,Bon Accord,,Councillor,F,Tanya,May,N,N,Y,224
Town,Bon Accord,,Councillor,F,Lorna,Pocock,N,Y,N,167
Town,Bon Accord,,Councillor,F,Liliana,White,N,N,N,112
Town,Bon Accord,,Councillor,F,Amanda,Merritt,N,N,N,98
Town,Bonnyville,,Mayor,M,Gene,Sobolewski,Y,Y,N,
Town,Bonnyville,,Councillor,F,Elisa,Brosseau,N,N,Y,664
Town,Bonnyville,,Councillor,M,Ray,Prevost,N,Y,Y,566
Town,Bonnyville,,Councillor,M,Chad,Colbourne,N,N,Y,552
Town,Bonnyville,,Councillor,F,Lorna,Storoschuk,N,Y,Y,510
Town,Bonnyville,,Councillor,M,Brian Michael,McEvoy,N,N,Y,406
Town,Bonnyville,,Councillor,M,Rene,Van Brabant,N,Y,Y,386
Town,Bonnyville,,Councillor,M,Morris,Mickalyk,N,N,N,361
Town,Bonnyville,,Councillor,M,Jim,Cheverie,N,Y,N,347
Town,Bonnyville,,Councillor,M,Nestor,Kunec,N,Y,N,312
Town,Bow Island,,Mayor,M,Gordon,Reynolds,Y,Y,N,
Town,Bow Island,,Councillor,M,Lyle,Tuchscherer,N,N,Y,255
Town,Bow Island,,Councillor,F,Bernice,DeLeenheer,N,Y,Y,212
Town,Bow Island,,Councillor,M,Alan,Hyland,N,Y,Y,181
Town,Bow Island,,Councillor,M,Roberto,Ficiur,N,Y,Y,171
Town,Bow Island,,Councillor,M,David,Harrison,N,N,Y,163
Town,Bow Island,,Councillor,F,Terrie,Matz,N,N,Y,160
Town,Bow Island,,Councillor,F,Marjorie,Moncrieff,N,Y,N,151
Town,Bow Island,,Councillor,M,Ian,Hildebrand,N,N,N,128
Town,Bow Island,,Councillor,F,Nancy,MacLean,N,Y,N,120
Town,Bow Island,,Councillor,F,Shannon,Strom,N,N,N,88
Town,Bow Island,,Councillor,M,Kevin,Davis,N,Y,N,66
Town,Bow Island,,Councillor,F,Louise,Lyons,N,N,N,54
Town,Bowden,,Mayor,M,Robb,Stuart,N,N,Y,219
Town,Bowden,,Mayor,M,Earl,Wilson,N,Y,N,99
Town,Bowden,,Councillor,M,Randy,Brown,Y,N,N,
Town,Bowden,,Councillor,F,Sandy,Gamble,Y,Y,N,
Town,Bowden,,Councillor,M,Kerry,Kelm,Y,N,N,
Town,Bowden,,Councillor,M,Wayne,Milaney,Y,Y,N,
Town,Bowden,,Councillor,F,Carol,Pion,Y,N,N,
Town,Bowden,,Councillor,M,Paul,Webb,Y,Y,N,
Town,Bruderheim,,Mayor,M,Karl,Hauch,N,Y,Y,224
Town,Bruderheim,,Mayor,M,Leroy,Maier,N,N,N,52
Town,Bruderheim,,Councillor,F,Patricia,Lee,N,Y,Y,228
Town,Bruderheim,,Councillor,M,Garry,Bottorff,N,N,Y,195
Town,Bruderheim,,Councillor,F,Judy,Schueler,N,Y,Y,191
Town,Bruderheim,,Councillor,M,George,Campbell,N,Y,Y,173
Town,Bruderheim,,Councillor,M,Patrick,Crawford,N,N,Y,171
Town,Bruderheim,,Councillor,M,Len,Falardeau,N,N,Y,137
Town,Bruderheim,,Councillor,F,Bernadine,Seewalt,N,N,N,135
Town,Calmar,,Mayor,M,Wally,Yachimetz,N,Y,Y,208
Town,Calmar,,Mayor,M,Sean James,Carnahan,N,N,N,195
Town,Calmar,,Councillor,F,Krista,Gardner,N,Y,Y,330
Town,Calmar,,Councillor,F,Lin,Rehn,N,N,Y,268
Town,Calmar,,Councillor,M,Terry,Balaban,N,Y,Y,251
Town,Calmar,,Councillor,M,Alexander Matthew,Sargent,N,N,Y,221
Town,Calmar,,Councillor,M,Jimmy Nelson,Potter,N,N,N,191
Town,Canmore,,Mayor,M,John,Borrowman,N,Y,Y,"2,862"
Town,Canmore,,Mayor,M,Ed,Russell,N,N,N,"1,567"
Town,Canmore,,Councillor,M,Jeff,Hilstad,N,N,Y,"2,516"
Town,Canmore,,Councillor,F,Joanna,McCallum,N,Y,Y,"2,475"
Town,Canmore,,Councillor,F,Vi,Sandford,N,Y,Y,"2,341"
Town,Canmore,,Councillor,F,Esme,Comfort,N,Y,Y,"2,229"
Town,Canmore,,Councillor,M,Robert,Seeley,N,Y,Y,"2,177"
Town,Canmore,,Councillor,F,Karen,Marra,N,N,Y,"2,094"
Town,Canmore,,Councillor,F,Jill,Jamieson,N,N,N,"2,070"
Town,Canmore,,Councillor,F,Kim,Csizmazia,N,N,N,"1,554"
Town,Canmore,,Councillor,M,Christopher,Dmytriw,N,N,N,"1,488"
Town,Canmore,,Councillor,M,Jeff,Laidlaw,N,N,N,"1,458"
Town,Canmore,,Councillor,M,Mark,Blackwood,N,N,N,"1,050"
Town,Canmore,,Councillor,M,Chad,Friel,N,N,N,784
Town,Canmore,,Councillor,M,Wes,Christensen,N,N,N,502
Town,Canmore,,Councillor,M,James,Louden,N,N,N,300
Town,Cardston,,Mayor,F,Maggie,Kronen,Y,Y,N,
Town,Cardston,,Councillor,F,Paula,Brown,N,N,Y,872
Town,Cardston,,Councillor,M,Gerry,Selk,N,N,Y,819
Town,Cardston,,Councillor,M,Peter,Drew,N,N,Y,796
Town,Cardston,,Councillor,M,Tim,Court,N,N,Y,750
Town,Cardston,,Councillor,M,Dennis,Barnes,N,Y,Y,641
Town,Cardston,,Councillor,M,Richard,Bengry,N,Y,Y,544
