mun_c,mun_n,mun_type,mrc_c,mrc_n,reg_c,reg_n,arr_n,dist_n,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
15013,La Malbaie,Ville,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Bergeron-Mailloux,Jean-Sébastien,M,Nouveau candidat,,1036,39,1,Non élu
15013,La Malbaie,Ville,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Martel,Roland,M,Sortant (même poste),,1104,0,,Élu sans opposition
15013,La Malbaie,Ville,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Tremblay,Normand,M,Sortant (même poste),,1099,0,,Élu sans opposition
15013,La Malbaie,Ville,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Maltais,Jean-François,M,Nouveau candidat,,1084,199,4,Élu
15013,La Malbaie,Ville,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Godin,Serge,M,Nouveau candidat,,1084,93,4,Non élu
15025,Notre-Dame-des-Monts,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Maire,Girard,Alexandre,M,Sortant (même poste),,0,,,Élu sans opposition
15025,Notre-Dame-des-Monts,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Lavoie,Lina,F,Nouveau candidat,,0,,,Élu sans opposition
15025,Notre-Dame-des-Monts,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Simard,Danye,F,Sortant (même poste),,0,,,Élu sans opposition
15025,Notre-Dame-des-Monts,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,,,,,,,,,Poste vacant
15025,Notre-Dame-des-Monts,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Gaudreault Néron,Jonathan,M,Nouveau candidat,,0,,,Élu sans opposition
15025,Notre-Dame-des-Monts,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Boudreault,Marie-Paule,F,Nouveau candidat,,0,,,Élu sans opposition
15025,Notre-Dame-des-Monts,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,,,,,,,,,Poste vacant
15030,Saint-Aimé-des-Lacs,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Maire,Gagnon,Claire,F,Sortant (même poste),,1060,238,3,Élu
15030,Saint-Aimé-des-Lacs,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Maire,Guay,Cajetan,M,Sortant (autre poste),,1060,205,3,Non élu
15030,Saint-Aimé-des-Lacs,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Maire,Lépine,Vicky,F,Nouveau candidat,,1060,202,3,Non élu
15030,Saint-Aimé-des-Lacs,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Thivierge,Thomas-Louis,M,Sortant (même poste),,1060,0,,Élu sans opposition
15030,Saint-Aimé-des-Lacs,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Lavoie,Marco,M,Sortant (même poste),,1060,0,,Élu sans opposition
15030,Saint-Aimé-des-Lacs,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Gravel,Monique,F,Sortant (même poste),,1060,0,,Élu sans opposition
15030,Saint-Aimé-des-Lacs,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Harvey,Danick,M,Nouveau candidat,,1060,344,24,Élu
15030,Saint-Aimé-des-Lacs,Municipalité,150,Charlevoix-Est,3,Capitale-Nationale,,,Conseiller,Leblond,Martin,M,Nouveau candidat,,1060,280,24,Non élu
