mun_c,mun_n,reg_c,reg_n,arr_c,arr_n,poste_c,type_poste_c,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs_maire,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.1,CV,Conseiller de ville,DE LUCA,John,m,NONSO,Coalition Montréal - Marcel Côté,1101998,958,366,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.2,CV,Conseiller de ville,BRICAULT,Claude,m,NONSO,Équipe Denis Coderre pour Montréal,1101998,2812,394,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.2,CV,Conseiller de ville,COLAVECCHIO,Nino,m,NONSO,Coalition Montréal - Marcel Côté,1101998,936,394,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.2,CV,Conseiller de ville,DE CICCO,Angelo,m,NONSO,Vrai changement pour Montréal - Groupe Mélanie Joly,1101998,1731,394,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.2,CV,Conseiller de ville,LESSARD,André-Germain,m,NONSO,,1101998,118,394,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.2,CV,Conseiller de ville,OUELLET,Sylvain,m,NONSO,Projet Montréal - Équipe Bergeron,1101998,2823,394,Élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.2,CV,Conseiller de ville,ST-LOUIS,François,m,NONSO,Intégrité Montréal,1101998,198,394,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.3,CV,Conseiller de ville,AUBUT-LUSSIER,Ludovic,m,NONSO,,1101998,473,428,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.3,CV,Conseiller de ville,IACOBACCI,Pasquale Lino,m,NONSO,Équipe Denis Coderre pour Montréal,1101998,1700,428,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.3,CV,Conseiller de ville,LEFEBVRE,Elsie,f,SORTA,Coalition Montréal - Marcel Côté,1101998,5691,428,Élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.3,CV,Conseiller de ville,PRÉVOST,Robert,m,NONSO,Projet Montréal - Équipe Bergeron,1101998,4604,428,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.4,CV,Conseiller de ville,ANASTASAKIS,Stella,f,NONSO,Coalition Montréal - Marcel Côté,1101998,924,369,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.4,CV,Conseiller de ville,DEROS,Mary,f,SORTA,Équipe Denis Coderre pour Montréal,1101998,3105,369,Élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.4,CV,Conseiller de ville,DYCK,Sasha,m,NONSO,Projet Montréal - Équipe Bergeron,1101998,1938,369,Non élu
66023,Montréal,6,Montréal,REM25,Villeray–Saint-Michel–Parc-Extension,19.4,CV,Conseiller de ville,SINGH,Dilbagh,m,NONSO,Vrai changement pour Montréal - Groupe Mélanie Joly,1101998,1000,369,Non élu
66007,Montréal-Est,6,Montréal,,,0,M,Maire,Coutu,Robert,m,SORTA,Équipe Coutu,2838,827,59,Élu
66007,Montréal-Est,6,Montréal,,,0,M,Maire,Fournier,Daniel,m,NONSO,Option Action Citoyens de Montréal-Est,2838,561,59,Non élu
66007,Montréal-Est,6,Montréal,,,0,M,Maire,Marcoux,Claude,m,NONSO,,2838,199,59,Non élu
66007,Montréal-Est,6,Montréal,,,1,C,Conseiller,Lachapelle,Françoise,f,NONSO,Équipe Coutu,2838,160,13,Élu
66007,Montréal-Est,6,Montréal,,,1,C,Conseiller,Mastrovito,Jacky,m,NONSO,,2838,85,13,Non élu
66007,Montréal-Est,6,Montréal,,,1,C,Conseiller,Paquin,Patrice,m,NONSO,Option Action Citoyens de Montréal-Est,2838,65,13,Non élu
66007,Montréal-Est,6,Montréal,,,2,C,Conseiller,Gagnon,Claudia,f,NONSO,Option Action Citoyens de Montréal-Est,2838,108,10,Non élu
66007,Montréal-Est,6,Montréal,,,2,C,Conseiller,Major,Monique,f,SORTA,Équipe Coutu,2838,141,10,Élu
66007,Montréal-Est,6,Montréal,,,3,C,Conseiller,Dauphinais,Sylvie,f,SORTA,Option Action Citoyens de Montréal-Est,2838,112,9,Élu
66007,Montréal-Est,6,Montréal,,,3,C,Conseiller,Vandal,Nadia,f,NONSO,Équipe Coutu,2838,94,9,Non élu
66007,Montréal-Est,6,Montréal,,,4,C,Conseiller,Bordeleau,Mario,m,SORTA,,2838,111,13,Non élu
66007,Montréal-Est,6,Montréal,,,4,C,Conseiller,Judd,John,m,NONSO,Équipe Coutu,2838,122,13,Élu
66007,Montréal-Est,6,Montréal,,,4,C,Conseiller,Laframboise,Gina,f,NONSO,Option Action Citoyens de Montréal-Est,2838,78,13,Non élu
66007,Montréal-Est,6,Montréal,,,5,C,Conseiller,Bélisle,Michel,m,SORTA,,2838,106,5,Élu
66007,Montréal-Est,6,Montréal,,,5,C,Conseiller,Foisy,Yves,m,NONSO,Option Action Citoyens de Montréal-Est,2838,44,5,Non élu
66007,Montréal-Est,6,Montréal,,,5,C,Conseiller,Prata,Mario,m,NONSO,Équipe Coutu,2838,97,5,Non élu
66007,Montréal-Est,6,Montréal,,,6,C,Conseiller,Decelles,Germain,m,NONSO,,2838,55,5,Non élu
66007,Montréal-Est,6,Montréal,,,6,C,Conseiller,Fontaine,Sylvain,m,NONSO,Option Action Citoyens de Montréal-Est,2838,93,5,Non élu
66007,Montréal-Est,6,Montréal,,,6,C,Conseiller,St-Laurent,Anne,f,SORTA,Équipe Coutu,2838,120,5,Élu
66047,Montréal-Ouest,6,Montréal,,,0,M,Maire,MASELLA,Beny,m,SORTA,,3747,1184,15,Élu
66047,Montréal-Ouest,6,Montréal,,,0,M,Maire,PHILLIPSON,Simon,m,NONSO,,3747,130,15,Non élu
66047,Montréal-Ouest,6,Montréal,,,0,M,Maire,WALDMAN,Asher,m,NONSO,,3747,613,15,Non élu
66047,Montréal-Ouest,6,Montréal,,,1,C,Conseiller,DUNN,John C.,m,NONSO,,3747,746,58,Non élu
66047,Montréal-Ouest,6,Montréal,,,1,C,Conseiller,HAMMERSCHMID,Linda,f,NONSO,,3747,0,58,Désistement
66047,Montréal-Ouest,6,Montréal,,,1,C,Conseiller,HAMMERSCHMID,Linda,f,NONSO,,3747,316,58,Non élu
66047,Montréal-Ouest,6,Montréal,,,1,C,Conseiller,TASKER-BROWN,Julie,f,SORTA,,3747,823,58,Élu
66047,Montréal-Ouest,6,Montréal,,,2,C,Conseiller,McCARRY,Sharon,f,NONSO,,3747,742,75,Non élu
66047,Montréal-Ouest,6,Montréal,,,2,C,Conseiller,ULIN,Elizabeth,f,SORTA,,3747,1120,75,Élu
66047,Montréal-Ouest,6,Montréal,,,3,C,Conseiller,FEENEY,Colleen,f,NONSO,,3747,1019,46,Élu
66047,Montréal-Ouest,6,Montréal,,,3,C,Conseiller,FELDMAN,Julien,f,NONSO,,3747,576,46,Non élu
66047,Montréal-Ouest,6,Montréal,,,3,C,Conseiller,HAMMERSCHMID,Linda,f,NONSO,,3747,0,46,Désistement
66047,Montréal-Ouest,6,Montréal,,,3,C,Conseiller,KERR,Peter,m,NONSO,,3747,299,46,Non élu
66047,Montréal-Ouest,6,Montréal,,,4,C,Conseiller,McKENZIE,Joseph,m,SORTA,,3747,821,74,Non élu
66047,Montréal-Ouest,6,Montréal,,,4,C,Conseiller,TORRES,Maria,f,NONSO,,3747,1047,74,Élu
77050,Morin-Heights,15,Laurentides,,,0,M,Maire,Turcot,Richard,m,NONSO,,3366,153,21,Non élu
77050,Morin-Heights,15,Laurentides,,,0,M,Maire,Watchorn,Timothy,m,SORTA,,3366,1047,21,Élu
77050,Morin-Heights,15,Laurentides,,,1,C,Conseiller,Lemire,Claude Philippe,m,SORTA,,3366,0,0,Élu sans opposition
77050,Morin-Heights,15,Laurentides,,,2,C,Conseiller,MacLaurin,Peter,m,SORTA,,3366,0,0,Élu sans opposition
77050,Morin-Heights,15,Laurentides,,,3,C,Conseiller,MacLeod,Leigh,f,SORTA,,3366,0,0,Élu sans opposition
77050,Morin-Heights,15,Laurentides,,,4,C,Conseiller,LeGallee,Heidi,f,NONSO,,3366,551,51,Non élu
77050,Morin-Heights,15,Laurentides,,,4,C,Conseiller,Wood,Mona,f,SORTA,,3366,613,51,Élu
77050,Morin-Heights,15,Laurentides,,,5,C,Conseiller,Dutil,Jean,m,SORTA,,3366,0,0,Élu sans opposition
77050,Morin-Heights,15,Laurentides,,,6,C,Conseiller,Dorais,Jean-Pierre,m,SORTA,,3366,0,0,Élu sans opposition
80085,Mulgrave-et-Derry,7,Outaouais,,,0,M,Maire,Gougeon,Sylvain,m,NONSO,,421,57,1,Non élu
80085,Mulgrave-et-Derry,7,Outaouais,,,0,M,Maire,KANE,MICHAEL,m,SORTA,,421,170,1,Élu
80085,Mulgrave-et-Derry,7,Outaouais,,,1,C,Conseiller,ABRAHAM,JOHN,m,SORTA,,421,0,0,Élu sans opposition
80085,Mulgrave-et-Derry,7,Outaouais,,,2,C,Conseiller,BARNABÉ,ROLAND,m,SORTA,,421,0,0,Élu sans opposition
80085,Mulgrave-et-Derry,7,Outaouais,,,3,C,Conseiller,MEUNIER,CHARLES,m,SORTA,,421,0,0,Élu sans opposition
80085,Mulgrave-et-Derry,7,Outaouais,,,4,C,Conseiller,SMALLIAN,DONALD G.,m,SORTA,,421,0,0,Élu sans opposition
80085,Mulgrave-et-Derry,7,Outaouais,,,5,C,Conseiller,TESKE,GERALD,m,SORTA,,421,0,0,Élu sans opposition
80085,Mulgrave-et-Derry,7,Outaouais,,,6,C,Conseiller,BEAUBIEN,MARCEL,m,SORTA,,421,0,0,Élu sans opposition
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,Cotton,Fabrice,m,NONSO,,573,153,11,Non élu
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,Roussy,Délisca,f,SORTA,,573,273,11,Élu
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,1,C,Conseiller,Pelletier,Martin,m,NONSO,,573,0,0,Élu sans opposition
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,2,C,Conseiller,Hogan,William,m,NONSO,,573,259,13,Élu
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,2,C,Conseiller,Landry,Jean Jr,m,SORTA,,573,166,13,Non élu
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,3,C,Conseiller,Lord,Réjean,m,NONSO,,573,115,20,Non élu
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,3,C,Conseiller,Smith,Pierre-Marie,m,SORTA,,573,302,20,Élu
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,Fournier,Daniel,m,NONSO,,573,232,20,Élu
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,Massie,Constance,f,NONSO,,573,186,20,Non élu
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,5,C,Conseiller,Blanchette,Marc-Henrick,m,NONSO,,573,0,0,Élu sans opposition
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,6,C,Conseiller,English,Nathalie,f,NONSO,,573,0,0,Désistement
3025,Murdochville,11,Gaspésie--Îles-de-la-Madeleine,,,6,C,Conseiller,Ste-Croix Blondin,Léonie,f,SORTA,,573,0,0,Élu sans opposition
80110,Namur,7,Outaouais,,,0,M,Maire,Dardel,Gilbert,m,SORTA,,539,252,0,Élu
80110,Namur,7,Outaouais,,,0,M,Maire,Louis-Seize,Nicole,f,NONSO,,539,134,0,Non élu
80110,Namur,7,Outaouais,,,1,C,Conseiller,Meilleur,Martin,m,NONSO,,539,0,0,Élu sans opposition
80110,Namur,7,Outaouais,,,2,C,Conseiller,Ash-Bickford,Shawna,f,NONSO,,539,135,0,Non élu
80110,Namur,7,Outaouais,,,2,C,Conseiller,Demers,Christopher,m,NONSO,,539,74,0,Non élu
80110,Namur,7,Outaouais,,,2,C,Conseiller,Gauthier,Guy,m,NONSO,,539,165,0,Élu
80110,Namur,7,Outaouais,,,3,C,Conseiller,Graham,Lorne,m,SORTA,,539,0,0,Élu sans opposition
80110,Namur,7,Outaouais,,,4,C,Conseiller,Currie,Lawrence,m,NONSO,,539,136,0,Non élu
80110,Namur,7,Outaouais,,,4,C,Conseiller,Labelle,Marianne,f,SORTA,,539,240,0,Élu
80110,Namur,7,Outaouais,,,5,C,Conseiller,Leggett,Steve,m,NONSO,,539,301,0,Élu
80110,Namur,7,Outaouais,,,5,C,Conseiller,Poirier,Sébastien,m,NONSO,,539,75,0,Non élu
80110,Namur,7,Outaouais,,,6,C,Conseiller,Dupuis,Josée,f,SORTA,,539,0,0,Élu sans opposition
30045,Nantes,5,Estrie,,,0,M,Maire,Breton,Jacques,m,NONSO,,1095,302,6,Élu
30045,Nantes,5,Estrie,,,0,M,Maire,Poulin,Francine,f,NONSO,,1095,159,6,Non élu
30045,Nantes,5,Estrie,,,1,C,Conseiller,Côté,Éric,m,SORTA,,1095,0,0,Élu sans opposition
30045,Nantes,5,Estrie,,,2,C,Conseiller,Hébert,Bruneau,m,SORTA,,1095,0,0,Élu sans opposition
30045,Nantes,5,Estrie,,,3,C,Conseiller,Poulin,Claude,m,SORTA,,1095,0,0,Élu sans opposition
30045,Nantes,5,Estrie,,,4,C,Conseiller,Arsenault,Yvan,m,SORTA,,1095,39,3,Élu
30045,Nantes,5,Estrie,,,4,C,Conseiller,Gilbert,Sylvain,m,NONSO,,1095,21,3,Non élu
30045,Nantes,5,Estrie,,,5,C,Conseiller,Dallaire,André,m,SORTA,,1095,44,0,Non élu
30045,Nantes,5,Estrie,,,5,C,Conseiller,Quirion,Adrien,m,NONSO,,1095,44,0,Élu
30045,Nantes,5,Estrie,,,6,C,Conseiller,Bouffard,Lynda,f,NONSO,,1095,0,0,Élu sans opposition
68030,Napierville,16,Montérégie,,,0,M,Maire,Couture,Serge,m,NONSO,,2926,153,54,Non élu
68030,Napierville,16,Montérégie,,,0,M,Maire,Délisle,Jacques,m,SORTA,Équipe Délisle,2926,812,54,Élu
68030,Napierville,16,Montérégie,,,0,M,Maire,Fredette,Bertrand,m,NONSO,Coalition Napierville,2926,421,54,Non élu
68030,Napierville,16,Montérégie,,,1,C,Conseiller,Perreault,Ghislain,m,NONSO,Équipe Délisle,2926,814,77,Élu
68030,Napierville,16,Montérégie,,,1,C,Conseiller,Sigouin,Dominic,m,NONSO,Coalition Napierville,2926,549,77,Non élu
68030,Napierville,16,Montérégie,,,2,C,Conseiller,Dumontier,Daniel,m,NONSO,Équipe Délisle,2926,817,71,Élu
68030,Napierville,16,Montérégie,,,2,C,Conseiller,Riel,Martin,m,NONSO,Coalition Napierville,2926,552,71,Non élu
68030,Napierville,16,Montérégie,,,3,C,Conseiller,Dufour,Mario,m,SORTA,Équipe Délisle,2926,805,63,Élu
68030,Napierville,16,Montérégie,,,3,C,Conseiller,Martineau,Michel,m,NONSO,Coalition Napierville,2926,571,63,Non élu
68030,Napierville,16,Montérégie,,,4,C,Conseiller,Pelletier,Chantale,f,SORTA,Équipe Délisle,2926,852,75,Élu
68030,Napierville,16,Montérégie,,,4,C,Conseiller,Pomerleau,Guy,m,NONSO,Coalition Napierville,2926,515,75,Non élu
68030,Napierville,16,Montérégie,,,5,C,Conseiller,Bourdages,Pascal,m,NONSO,Coalition Napierville,2926,455,65,Non élu
68030,Napierville,16,Montérégie,,,5,C,Conseiller,Patenaude Fortin,Micheline,f,SORTA,Équipe Délisle,2926,922,65,Élu
68030,Napierville,16,Montérégie,,,6,C,Conseiller,Bélair,André Jr.,m,NONSO,Coalition Napierville,2926,470,67,Non élu
68030,Napierville,16,Montérégie,,,6,C,Conseiller,Dumont,David,m,NONSO,Équipe Délisle,2926,793,67,Élu
68030,Napierville,16,Montérégie,,,6,C,Conseiller,Leblanc,Jean-Pascal,m,NONSO,,2926,110,67,Non élu
98025,Natashquan,9,Côte-Nord,,,0,M,Maire,Barrette,André,m,NONSO,,740,0,0,Élu sans opposition
98025,Natashquan,9,Côte-Nord,,,1,C,Conseiller,Huot,Marie-France,f,NONSO,,740,41,6,Non élu
98025,Natashquan,9,Côte-Nord,,,1,C,Conseiller,Labonté,André,m,NONSO,,740,48,6,Non élu
98025,Natashquan,9,Côte-Nord,,,1,C,Conseiller,Landry,Alain J,m,NONSO,,740,103,6,Élu
98025,Natashquan,9,Côte-Nord,,,2,C,Conseiller,Landry,Simon,m,NONSO,,740,140,7,Élu
98025,Natashquan,9,Côte-Nord,,,2,C,Conseiller,St-Laurent,Michel,m,NONSO,,740,49,7,Non élu
98025,Natashquan,9,Côte-Nord,,,3,C,Conseiller,Hounsell,Madeleine,f,NONSO,,740,76,6,Non élu
98025,Natashquan,9,Côte-Nord,,,3,C,Conseiller,Landry,Louis,m,NONSO,,740,112,6,Élu
98025,Natashquan,9,Côte-Nord,,,4,C,Conseiller,Lapierre,Renée,f,SORTA,,740,0,0,Élu sans opposition
98025,Natashquan,9,Côte-Nord,,,5,C,Conseiller,Landry,Alain P,m,NONSO,,740,0,0,Élu sans opposition
98025,Natashquan,9,Côte-Nord,,,6,C,Conseiller,Carbonneau,André Marie,m,NONSO,,740,75,9,Non élu
98025,Natashquan,9,Côte-Nord,,,6,C,Conseiller,Richard,Michel,m,NONSO,,740,116,9,Élu
85100,Nédélec,8,Abitibi-Témiscamingue,,,0,M,Maire,Rivard,Carmen,f,SORTA,,287,0,0,Élu sans opposition
85100,Nédélec,8,Abitibi-Témiscamingue,,,1,C,Conseiller,Parent,Annie,f,NONSO,,287,0,0,Élu sans opposition
85100,Nédélec,8,Abitibi-Témiscamingue,,,2,C,Conseiller,Hébert,Luc,m,SORTA,,287,0,0,Élu sans opposition
85100,Nédélec,8,Abitibi-Témiscamingue,,,3,C,Conseiller,Pelchat,Danielle,f,SORTA,,287,0,0,Élu sans opposition
85100,Nédélec,8,Abitibi-Témiscamingue,,,4,C,Conseiller,Ash,Lyne,f,SORTA,,287,0,0,Élu sans opposition
85100,Nédélec,8,Abitibi-Témiscamingue,,,5,C,Conseiller,B.-Bernèche,Denise,f,SORTA,,287,39,0,Non élu
85100,Nédélec,8,Abitibi-Témiscamingue,,,5,C,Conseiller,Vermette,Mario,m,NONSO,,287,91,0,Élu
85100,Nédélec,8,Abitibi-Témiscamingue,,,6,C,Conseiller,Dénommé,Pierre,m,NONSO,,287,0,0,Élu sans opposition
34007,Neuville,3,Capitale-Nationale,,,0,M,Maire,Gaudreau,Bernard,m,SORTA,,3371,0,0,Élu sans opposition
34007,Neuville,3,Capitale-Nationale,,,1,C,Conseiller,Beaulieu-Charbonneau,Louis,m,NONSO,,3371,677,74,Élu
34007,Neuville,3,Capitale-Nationale,,,1,C,Conseiller,Morin,Pierre,m,SORTA,,3371,569,74,Non élu
34007,Neuville,3,Capitale-Nationale,,,2,C,Conseiller,Frenette,Magali,f,SORTA,,3371,0,0,Élu sans opposition
34007,Neuville,3,Capitale-Nationale,,,3,C,Conseiller,Larochelle,Nathalie,f,SORTA,,3371,554,69,Non élu
34007,Neuville,3,Capitale-Nationale,,,3,C,Conseiller,Pagé,Marie-Michelle,f,NONSO,,3371,697,69,Élu
34007,Neuville,3,Capitale-Nationale,,,4,C,Conseiller,Ramsay,Patricia,f,SORTA,,3371,571,61,Non élu
34007,Neuville,3,Capitale-Nationale,,,4,C,Conseiller,Théberge,Manon,f,NONSO,,3371,689,61,Élu
34007,Neuville,3,Capitale-Nationale,,,5,C,Conseiller,Dubuc,Albert,m,SORTA,,3371,574,49,Non élu
34007,Neuville,3,Capitale-Nationale,,,5,C,Conseiller,Garneau,Dominic,m,NONSO,,3371,698,49,Élu
34007,Neuville,3,Capitale-Nationale,,,6,C,Conseiller,Bernier,Michel,m,SORTA,,3371,0,0,Élu sans opposition
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,CHATTERTON,Stephen,m,NONSO,,1292,303,12,Élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,FITZGERALD,Andy Adrien,m,NONSO,,1292,22,12,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,JOURNEAU,Cyrus,m,SORTA,,1292,294,12,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,POIRIER,Bertrand (Bert),m,NONSO,,1292,154,12,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,1,C,Conseiller,BELISLE,Cathy-Lise,f,SORTA,,1292,287,22,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,1,C,Conseiller,BUTTLE,Trevor,m,NONSO,,1292,475,22,Élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,2,C,Conseiller,BILLINGSLEY,Roberta,f,NONSO,,1292,357,25,Élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,2,C,Conseiller,CROZIER,Brian,m,NONSO,,1292,163,25,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,2,C,Conseiller,MANN,Cora-Lee,f,NONSO,,1292,239,25,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,3,C,Conseiller,BABIN,Marc,m,NONSO,,1292,362,19,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,3,C,Conseiller,GALLIBOIS,Guy,m,SORTA,,1292,403,19,Élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,FLOWERS,Dean,m,NONSO,,1292,148,21,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,MAIN,Lorne,m,NONSO,,1292,154,21,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,MALLET,Jacqueline,f,SORTA,,1292,462,21,Élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,5,C,Conseiller,BROWN,Cathy,f,SORTA,,1292,343,28,Élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,5,C,Conseiller,RENOUF,Trevor Leo,m,NONSO,,1292,284,28,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,5,C,Conseiller,SMITH,Oscar,m,NONSO,,1292,129,28,Non élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,6,C,Conseiller,BOUDREAU,Freddy,m,SORTA,,1292,654,43,Élu
5040,New Carlisle,11,Gaspésie--Îles-de-la-Madeleine,,,6,C,Conseiller,THOMPSON,Mathew,m,NONSO,,1292,89,43,Non élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,Bujold,Anita,f,NONSO,,3121,43,28,Non élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,Dubé,Éric,m,NONSO,,3121,1325,28,Élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,Gagné,Joëlle,f,NONSO,,3121,307,28,Non élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,0,M,Maire,Lacroix,Michel,m,NONSO,,3121,80,28,Non élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,1,C,Conseiller,Rivière,Jacques,m,NONSO,,3121,0,0,Élu sans opposition
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,2,C,Conseiller,Bujold,François,m,SORTA,,3121,0,0,Élu sans opposition
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,3,C,Conseiller,Cormier,Jean,m,SORTA,,3121,1518,75,Élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,3,C,Conseiller,Maldemay,Martin,m,NONSO,,3121,190,75,Non élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,Querry,Jean-Pierre,m,SORTA,,3121,1011,53,Élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,4,C,Conseiller,Willett,Bruce,m,NONSO,,3121,718,53,Non élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,5,C,Conseiller,Leblanc,René,m,NONSO,,3121,937,76,Élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,5,C,Conseiller,St-Onge,Marianne,f,NONSO,,3121,770,76,Non élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,6,C,Conseiller,Bouchard,Daniel,m,NONSO,,3121,197,76,Non élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,6,C,Conseiller,Braconnier,Geneviève,f,NONSO,,3121,1361,76,Élu
5070,New Richmond,11,Gaspésie--Îles-de-la-Madeleine,,,6,C,Conseiller,Casey,Steve,m,NONSO,,3121,149,76,Non élu
41037,Newport,5,Estrie,,,0,M,Maire,ROY,LIONEL,m,NONSO,,663,250,1,Élu
41037,Newport,5,Estrie,,,0,M,Maire,THEROUX,YVES,m,NONSO,,663,33,1,Non élu
41037,Newport,5,Estrie,,,0,M,Maire,VAILLANCOURT,MARC,m,NONSO,,663,54,1,Non élu
41037,Newport,5,Estrie,,,1,C,Conseiller,BOUTIN,GERMAIN,m,SORTA,,663,0,0,Élu sans opposition
41037,Newport,5,Estrie,,,2,C,Conseiller,ROULEAU,FRANCINE,f,NONSO,,663,119,13,Non élu
41037,Newport,5,Estrie,,,2,C,Conseiller,YEATES-DUBEAU,ANNE-MARIE,f,NONSO,,663,206,13,Élu
41037,Newport,5,Estrie,,,3,C,Conseiller,DESINDES,JACQUELINE,f,SORTA,,663,0,0,Élu sans opposition
41037,Newport,5,Estrie,,,4,C,Conseiller,BOWKER,JEFFREY,m,SORTA,,663,0,0,Élu sans opposition
41037,Newport,5,Estrie,,,5,C,Conseiller,BOUTIN,JACQUES,m,NONSO,,663,119,11,Non élu
41037,Newport,5,Estrie,,,5,C,Conseiller,MORRISON,TIMOTHY,m,NONSO,,663,208,11,Élu
41037,Newport,5,Estrie,,,6,C,Conseiller,TÉTREAULT,RENÉ,m,SORTA,,663,0,0,Élu sans opposition
50072,Nicolet,17,Centre-du-Québec,,,0,M,Maire,Drouin,Alain,m,SORTA,,6478,2956,73,Élu
50072,Nicolet,17,Centre-du-Québec,,,0,M,Maire,Lizotte,Simonne,f,NONSO,,6478,140,73,Non élu
50072,Nicolet,17,Centre-du-Québec,,,1,C,Conseiller,Lambert,Olivier,m,NONSO,,6478,2457,180,Élu
50072,Nicolet,17,Centre-du-Québec,,,1,C,Conseiller,Nyström,Louise,f,NONSO,,6478,530,180,Non élu
50072,Nicolet,17,Centre-du-Québec,,,2,C,Conseiller,Aubin,Carolyne,f,NONSO,,6478,1565,98,Élu
50072,Nicolet,17,Centre-du-Québec,,,2,C,Conseiller,Mercier,Sylvain,m,NONSO,,6478,468,98,Non élu
50072,Nicolet,17,Centre-du-Québec,,,2,C,Conseiller,Roy,Jean-François,m,NONSO,,6478,1038,98,Non élu
50072,Nicolet,17,Centre-du-Québec,,,3,C,Conseiller,Rousseau,Henri-Paul,m,NONSO,,6478,474,185,Non élu
