mun_c,mun_n,reg_c,reg_n,arr_c,arr_n,poste_c,type_poste_c,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs_maire,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
46005,Abercorn,16,Montérégie,,,0,M,Maire,Bissonnnette,Jean-Charles,m,SORTA,,315,72,0,Non élu
46005,Abercorn,16,Montérégie,,,0,M,Maire,Nadeau,Robert,m,NONSO,,315,107,0,Élu
46005,Abercorn,16,Montérégie,,,0,M,Maire,Rouet,Jean-Jacques,m,NONSO,,315,66,0,Non élu
46005,Abercorn,16,Montérégie,,,1,C,Conseiller,Lapointe,Monique,f,NONSO,,315,0,0,Élu sans opposition
46005,Abercorn,16,Montérégie,,,2,C,Conseiller,McCollough,Patricia,f,NONSO,,315,190,7,Élu
46005,Abercorn,16,Montérégie,,,2,C,Conseiller,Trudeau,Réal,m,SORTA,,315,48,7,Non élu
46005,Abercorn,16,Montérégie,,,3,C,Conseiller,Carey,Bernard,m,SORTA,,315,0,0,Élu sans opposition
46005,Abercorn,16,Montérégie,,,4,C,Conseiller,Gravel,Guy,m,NONSO,,315,0,0,Élu sans opposition
46005,Abercorn,16,Montérégie,,,4,C,Conseiller,Trudeau,Réal,m,SORTA,,315,0,0,Désistement
46005,Abercorn,16,Montérégie,,,5,C,Conseiller,Beauchamp,Isabelle,f,SORTA,,315,0,0,Élu sans opposition
46005,Abercorn,16,Montérégie,,,6,C,Conseiller,Ewens,Derek,m,NONSO,,315,123,8,Élu
46005,Abercorn,16,Montérégie,,,6,C,Conseiller,Labrecque,Roger,m,SORTA,,315,114,8,Non élu
48028,Acton Vale,16,Montérégie,,,0,M,Maire,Charbonneau,Éric,m,SORTA,,3997,0,0,Élu sans opposition
48028,Acton Vale,16,Montérégie,,,1,C,Conseiller,Arcouette,Yves,m,SORTA,,3997,0,0,Élu sans opposition
48028,Acton Vale,16,Montérégie,,,2,C,Conseiller,Ledoux,Suzanne,f,SORTA,,3997,0,0,Élu sans opposition
48028,Acton Vale,16,Montérégie,,,3,C,Conseiller,Bisaillon,Raymond,m,NONSO,,3997,324,7,Élu
48028,Acton Vale,16,Montérégie,,,3,C,Conseiller,Rivard,Martin,m,NONSO,,3997,75,7,Non élu
48028,Acton Vale,16,Montérégie,,,4,C,Conseiller,Lajoie,Pierrette,f,NONSO,,3997,167,10,Non élu
48028,Acton Vale,16,Montérégie,,,4,C,Conseiller,Robert,Yvon,m,SORTA,,3997,227,10,Élu
48028,Acton Vale,16,Montérégie,,,5,C,Conseiller,Caron,Éric,m,NONSO,,3997,102,2,Non élu
48028,Acton Vale,16,Montérégie,,,5,C,Conseiller,Lavallée,Bruno,m,SORTA,,3997,243,2,Élu
48028,Acton Vale,16,Montérégie,,,6,C,Conseiller,Champagne,Luc,m,NONSO,,3997,57,5,Non élu
48028,Acton Vale,16,Montérégie,,,6,C,Conseiller,Dumont,Patrice,m,SORTA,,3997,193,5,Élu
48028,Acton Vale,16,Montérégie,,,6,C,Conseiller,Duranleau,Magalie,f,NONSO,,3997,43,5,Non élu
31056,Adstock,12,Chaudière-Appalaches,,,0,M,Maire,Binet,Pascal,m,NONSO,,2572,1201,22,Élu
31056,Adstock,12,Chaudière-Appalaches,,,0,M,Maire,Gosselin,René,m,SORTA,,2572,560,22,Non élu
31056,Adstock,12,Chaudière-Appalaches,,,1,C,Conseiller,Quirion,Pierre,m,NONSO,,2572,132,5,Non élu
31056,Adstock,12,Chaudière-Appalaches,,,1,C,Conseiller,Vallée,Ghislain,m,SORTA,,2572,168,5,Élu
31056,Adstock,12,Chaudière-Appalaches,,,2,C,Conseiller,Boissonneault-Gaulin,Stéphanie,f,NONSO,,2572,185,3,Élu
31056,Adstock,12,Chaudière-Appalaches,,,2,C,Conseiller,Dubreuil,Gervais,m,NONSO,,2572,126,3,Non élu
31056,Adstock,12,Chaudière-Appalaches,,,2,C,Conseiller,Turgeon,Jean-Guy,m,NONSO,,2572,3,3,Non élu
31056,Adstock,12,Chaudière-Appalaches,,,3,C,Conseiller,Rhéaume,Michel,m,SORTA,,2572,141,5,Non élu
31056,Adstock,12,Chaudière-Appalaches,,,3,C,Conseiller,Turgeon,Nelson,m,NONSO,,2572,154,5,Élu
31056,Adstock,12,Chaudière-Appalaches,,,4,C,Conseiller,Poulin,Martine,f,SORTA,,2572,0,0,Élu sans opposition
31056,Adstock,12,Chaudière-Appalaches,,,5,C,Conseiller,Gagnon,Denis Marc,m,SORTA,,2572,0,0,Élu sans opposition
31056,Adstock,12,Chaudière-Appalaches,,,6,C,Conseiller,Duchesneau,Roger,m,NONSO,,2572,84,9,Non élu
31056,Adstock,12,Chaudière-Appalaches,,,6,C,Conseiller,Jacques,Ghislain,m,SORTA,,2572,217,9,Élu
98030,Aguanish,9,Côte-Nord,,,0,M,Maire,Deraps,Yvan,m,NONSO,,258,53,3,Non élu
98030,Aguanish,9,Côte-Nord,,,0,M,Maire,Leblanc,André,m,NONSO,,258,117,3,Élu
98030,Aguanish,9,Côte-Nord,,,0,M,Maire,Noël,Richard,m,SORTA,,258,44,3,Non élu
98030,Aguanish,9,Côte-Nord,,,1,C,Conseiller,Blais,Francine,f,SORTA,,258,0,0,Élu sans opposition
98030,Aguanish,9,Côte-Nord,,,2,C,Conseiller,Rochette,Andy,m,SORTA,,258,0,0,Élu sans opposition
98030,Aguanish,9,Côte-Nord,,,3,C,Conseiller,Harvey,Audette,f,SORTA,,258,0,0,Élu sans opposition
98030,Aguanish,9,Côte-Nord,,,4,C,Conseiller,Blais,Carmen,f,NONSO,,258,84,1,Non élu
98030,Aguanish,9,Côte-Nord,,,4,C,Conseiller,Duguay,Angie,f,NONSO,,258,132,1,Élu
98030,Aguanish,9,Côte-Nord,,,5,C,Conseiller,Gallant,Paul,m,SORTA,,258,0,0,Élu sans opposition
98030,Aguanish,9,Côte-Nord,,,6,C,Conseiller,Blais,Delvie,f,NONSO,,258,0,0,Élu sans opposition
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,0,M,Maire,Chiasson,Francine,f,NONSO,,0,0,0,Élu sans opposition
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,1,C,Conseiller,Proulx,Liane,f,SORTA,,0,32,0,Élu
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,1,C,Conseiller,Savard,Gilles,m,NONSO,,0,5,0,Non élu
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,1,C,Conseiller,Simard,Vicky,f,NONSO,,0,23,0,Non élu
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,2,C,Conseiller,Germain,Danielle,f,NONSO,,0,25,2,Non élu
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,2,C,Conseiller,Pouliot,Édith,f,NONSO,,0,37,2,Élu
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,3,C,Conseiller,Thibeault,Isabelle,f,NONSO,,0,0,0,Élu sans opposition
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,4,C,Conseiller,Bonneau,Stéphane,m,SORTA,,0,0,0,Élu sans opposition
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,5,C,Conseiller,Plourde,Dave,m,NONSO,,0,0,0,Élu sans opposition
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,6,C,Conseiller,Dumais,Dominic,m,NONSO,,0,13,1,Non élu
92030,Albanel,2,Saguenay--Lac-Saint-Jean,,,6,C,Conseiller,Pelchat,Nicole,f,NONSO,,0,147,1,Élu
7025,Albertville,1,Bas-Saint-Laurent,,,0,M,Maire,Landry,Martin,m,SORTA,,0,0,0,Élu sans opposition
7025,Albertville,1,Bas-Saint-Laurent,,,1,C,Conseiller,Berger,Édes,f,SORTA,,0,0,0,Élu sans opposition
7025,Albertville,1,Bas-Saint-Laurent,,,2,C,Conseiller,Chrétien,Géraldine,f,SORTA,,0,0,0,Élu sans opposition
7025,Albertville,1,Bas-Saint-Laurent,,,3,C,Conseiller,Chabot,Charline,f,SORTA,,0,0,0,Élu sans opposition
7025,Albertville,1,Bas-Saint-Laurent,,,4,C,Conseiller,Demeules,Gilles,m,SORTA,,0,0,0,Élu sans opposition
7025,Albertville,1,Bas-Saint-Laurent,,,5,C,Conseiller,Durette,Roger,m,SORTA,,0,0,0,Élu sans opposition
7025,Albertville,1,Bas-Saint-Laurent,,,6,C,Conseiller,Potvin,Gilberte,f,SORTA,,0,0,0,Élu sans opposition
84050,Alleyn-et-Cawood,7,Outaouais,,,0,M,Maire,Mayer,Carl,m,NONSO,,326,110,0,Élu
84050,Alleyn-et-Cawood,7,Outaouais,,,0,M,Maire,Scharf-Lafleur,Charlene,f,SORTA,,326,52,0,Non élu
84050,Alleyn-et-Cawood,7,Outaouais,,,1,C,Conseiller,Tanner,Susan,f,SORTA,,326,0,0,Élu sans opposition
84050,Alleyn-et-Cawood,7,Outaouais,,,2,C,Conseiller,Lafleur,Ricky,m,SORTA,,326,0,0,Élu sans opposition
84050,Alleyn-et-Cawood,7,Outaouais,,,3,C,Conseiller,Early,David,m,NONSO,,326,71,0,Non élu
84050,Alleyn-et-Cawood,7,Outaouais,,,3,C,Conseiller,Squitti,Sidney,f,NONSO,,326,91,0,Élu
84050,Alleyn-et-Cawood,7,Outaouais,,,4,C,Conseiller,Lafleur,Ronnie,m,NONSO,,326,116,4,Élu
84050,Alleyn-et-Cawood,7,Outaouais,,,4,C,Conseiller,Molyneaux,Lorraine,f,NONSO,,326,42,4,Non élu
84050,Alleyn-et-Cawood,7,Outaouais,,,5,C,Conseiller,Giroux,Reggie (Rejean),m,NONSO,,326,69,2,Non élu
84050,Alleyn-et-Cawood,7,Outaouais,,,5,C,Conseiller,Salt,Christopher,m,NONSO,,326,91,2,Élu
84050,Alleyn-et-Cawood,7,Outaouais,,,6,C,Conseiller,Giroux,Rejean Reggie,m,NONSO,,326,0,0,Désistement
84050,Alleyn-et-Cawood,7,Outaouais,,,6,C,Conseiller,Montague Milford,Karen (Kim),f,SORTA,,326,0,0,Élu sans opposition
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,0,M,Maire,Asselin,Marc,m,SORTA,,24330,7774,0,Élu
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,0,M,Maire,Hudon,Laval,m,NONSO,,24330,140,0,Non élu
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,0,M,Maire,Paradis,Jean,m,NONSO,,24330,3852,0,Non élu
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,1,C,Conseiller,Boily,Lucien,m,SORTA,,24330,0,0,Élu sans opposition
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,2,C,Conseiller,Fradette,Jocelyn,m,SORTA,,24330,0,0,Élu sans opposition
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,3,C,Conseiller,Girard,Gilles,m,SORTA,,24330,0,0,Élu sans opposition
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,4,C,Conseiller,Tremblay,Frédéric,m,SORTA,,24330,0,0,Élu sans opposition
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,5,C,Conseiller,Brassard,Raymond,m,NONSO,,24330,0,0,Désistement
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,5,C,Conseiller,Tardif,Jean-Yves,m,NONSO,,24330,741,0,Non élu
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,5,C,Conseiller,Villeneuve,Gino,m,SORTA,,24330,1155,0,Élu
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,6,C,Conseiller,Beaumont,Sylvie,f,SORTA,,24330,0,0,Élu sans opposition
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,7,C,Conseiller,Pilote,Pascal,m,SORTA,,24330,0,0,Élu sans opposition
93042,Alma,2,Saguenay--Lac-Saint-Jean,,,8,C,Conseiller,Fortin,Alain,m,SORTA,,24330,0,0,Élu sans opposition
78070,Amherst,15,Laurentides,,,0,M,Maire,Lapointe,Bernard,m,SORTA,,0,0,0,Élu sans opposition
78070,Amherst,15,Laurentides,,,1,C,Conseiller,Beaulieu,Gaston,m,SORTA,,0,75,0,Élu
78070,Amherst,15,Laurentides,,,1,C,Conseiller,Bourassa,Jean,m,NONSO,,0,74,0,Non élu
78070,Amherst,15,Laurentides,,,2,C,Conseiller,Robitaille,Ronald,m,SORTA,,0,0,0,Élu sans opposition
78070,Amherst,15,Laurentides,,,3,C,Conseiller,Martineau,Carole,f,SORTA,,0,0,0,Élu sans opposition
78070,Amherst,15,Laurentides,,,4,C,Conseiller,Lampron,Daniel,m,SORTA,,0,0,0,Élu sans opposition
78070,Amherst,15,Laurentides,,,5,C,Conseiller,Charlebois,Denise,f,SORTA,,0,0,0,Élu sans opposition
78070,Amherst,15,Laurentides,,,6,C,Conseiller,Duval,Yves,m,SORTA,,0,0,0,Élu sans opposition
88055,Amos,8,Abitibi-Témiscamingue,,,0,M,Maire,Chérubin,Ulrick,m,SORTA,,10178,3635,78,Élu
88055,Amos,8,Abitibi-Témiscamingue,,,0,M,Maire,Mathieu,Eric,m,NONSO,,10178,1355,78,Non élu
88055,Amos,8,Abitibi-Témiscamingue,,,1,C,Conseiller,Audette,Robert,m,NONSO,,10178,911,236,Non élu
88055,Amos,8,Abitibi-Témiscamingue,,,1,C,Conseiller,D'Astous,Sébastien,m,SORTA,,10178,3877,236,Élu
88055,Amos,8,Abitibi-Témiscamingue,,,2,C,Conseiller,Julien,Robert,m,NONSO,,10178,2336,287,Non élu
88055,Amos,8,Abitibi-Témiscamingue,,,2,C,Conseiller,Roy,Martin,m,NONSO,,10178,2413,287,Élu
88055,Amos,8,Abitibi-Témiscamingue,,,3,C,Conseiller,Blanchet,Donald,m,NONSO,,10178,2556,259,Élu
88055,Amos,8,Abitibi-Témiscamingue,,,3,C,Conseiller,Leduc,Yvon,m,NONSO,,10178,2216,259,Non élu
88055,Amos,8,Abitibi-Témiscamingue,,,4,C,Conseiller,Chandonnet,Denis,m,SORTA,,10178,0,0,Élu sans opposition
88055,Amos,8,Abitibi-Témiscamingue,,,5,C,Conseiller,Brunet,Mario,m,NONSO,,10178,0,0,Élu sans opposition
88055,Amos,8,Abitibi-Témiscamingue,,,6,C,Conseiller,Godbout,Micheline,f,NONSO,,10178,0,0,Élu sans opposition
7047,Amqui,1,Bas-Saint-Laurent,,,0,M,Maire,Gaëtan,Ruest,m,SORTA,,3292,0,0,Élu sans opposition
7047,Amqui,1,Bas-Saint-Laurent,,,1,C,Conseiller,Lévesque,Paule,f,SORTA,,3292,0,0,Élu sans opposition
7047,Amqui,1,Bas-Saint-Laurent,,,2,C,Conseiller,D'Amours,Pierre,m,NONSO,,3292,281,1,Élu
7047,Amqui,1,Bas-Saint-Laurent,,,2,C,Conseiller,Marcheterre,Michel,m,NONSO,,3292,58,1,Non élu
7047,Amqui,1,Bas-Saint-Laurent,,,3,C,Conseiller,Arbour,Diane,f,SORTA,,3292,0,0,Élu sans opposition
7047,Amqui,1,Bas-Saint-Laurent,,,4,C,Conseiller,Charest,Égide,m,SORTA,,3292,184,6,Élu
7047,Amqui,1,Bas-Saint-Laurent,,,4,C,Conseiller,Guay,Jean-François,m,NONSO,,3292,156,6,Non élu
7047,Amqui,1,Bas-Saint-Laurent,,,5,C,Conseiller,Desaulniers,Alexandre,m,NONSO,,3292,87,3,Non élu
7047,Amqui,1,Bas-Saint-Laurent,,,5,C,Conseiller,Leclerc,Richard,m,SORTA,,3292,196,3,Élu
7047,Amqui,1,Bas-Saint-Laurent,,,6,C,Conseiller,Boulianne,Normand,m,NONSO,,3292,234,3,Élu
7047,Amqui,1,Bas-Saint-Laurent,,,6,C,Conseiller,Daigle,Luc,m,NONSO,,3292,78,3,Non élu
7047,Amqui,1,Bas-Saint-Laurent,,,6,C,Conseiller,Pérusse,Claude,m,NONSO,,3292,90,3,Non élu
55008,Ange-Gardien,16,Montérégie,,,0,M,Maire,Ménard,Odette,f,SORTA,Action Ange-Gardien,1921,599,18,Non élu
55008,Ange-Gardien,16,Montérégie,,,0,M,Maire,Pinsonneault,Yvan,m,NONSO,,1921,630,18,Élu
55008,Ange-Gardien,16,Montérégie,,,1,C,Conseiller,Alix,France,f,NONSO,Action Ange-Gardien,1921,72,1,Non élu
55008,Ange-Gardien,16,Montérégie,,,1,C,Conseiller,Grenier,Rhéal,m,SORTA,,1921,143,1,Élu
55008,Ange-Gardien,16,Montérégie,,,2,C,Conseiller,Benkaddour,Larbi,m,SORTA,,1921,17,5,Non élu
55008,Ange-Gardien,16,Montérégie,,,2,C,Conseiller,Brisson,François,m,NONSO,Action Ange-Gardien,1921,74,5,Non élu
55008,Ange-Gardien,16,Montérégie,,,2,C,Conseiller,Ménard,Éric,m,NONSO,,1921,98,5,Élu
55008,Ange-Gardien,16,Montérégie,,,3,C,Conseiller,Alix,Jonathan,m,NONSO,,1921,112,4,Élu
55008,Ange-Gardien,16,Montérégie,,,3,C,Conseiller,Brien,Richard,m,NONSO,,1921,76,4,Non élu
55008,Ange-Gardien,16,Montérégie,,,4,C,Conseiller,Choquette,Charles,m,NONSO,,1921,145,0,Élu
55008,Ange-Gardien,16,Montérégie,,,4,C,Conseiller,Villeneuve,Georges,m,NONSO,Action Ange-Gardien,1921,56,0,Non élu
55008,Ange-Gardien,16,Montérégie,,,5,C,Conseiller,Carrier,Mario,m,NONSO,Action Ange-Gardien,1921,116,6,Élu
55008,Ange-Gardien,16,Montérégie,,,5,C,Conseiller,Mercure,Manon,f,SORTA,,1921,107,6,Non élu
55008,Ange-Gardien,16,Montérégie,,,6,C,Conseiller,Barré,Colette,f,NONSO,,1921,84,4,Non élu
55008,Ange-Gardien,16,Montérégie,,,6,C,Conseiller,Pépin,Benoit,m,NONSO,Action Ange-Gardien,1921,127,4,Élu
85080,Angliers,8,Abitibi-Témiscamingue,,,0,M,Maire,Pine,Lyna,f,SORTA,,0,0,0,Élu sans opposition
85080,Angliers,8,Abitibi-Témiscamingue,,,1,C,Conseiller,Golinski,Jacquelin,m,NONSO,,0,0,0,Élu sans opposition
85080,Angliers,8,Abitibi-Témiscamingue,,,2,C,Conseiller,Cotten,Cindy,f,SORTA,,0,0,0,Élu sans opposition
85080,Angliers,8,Abitibi-Témiscamingue,,,3,C,Conseiller,Vilandré,Marcelle,f,NONSO,,0,0,0,Élu sans opposition
85080,Angliers,8,Abitibi-Témiscamingue,,,4,C,Conseiller,Perreault,Pascal,m,NONSO,,0,0,0,Élu sans opposition
85080,Angliers,8,Abitibi-Témiscamingue,,,5,C,Conseiller,F. Racine,Madeleine,f,NONSO,,0,0,0,Élu sans opposition
85080,Angliers,8,Abitibi-Témiscamingue,,,6,C,Conseiller,Bernèche,Raynald,m,SORTA,,0,0,0,Élu sans opposition
19037,Armagh,12,Chaudière-Appalaches,,,0,M,Maire,Chamberland,Guylain,m,SORTA,,1276,340,15,Non élu
19037,Armagh,12,Chaudière-Appalaches,,,0,M,Maire,Lemieux,Oneil,m,NONSO,,1276,456,15,Élu
19037,Armagh,12,Chaudière-Appalaches,,,1,C,Conseiller,Corriveau,Léopold,m,SORTA,,1276,374,28,Non élu
19037,Armagh,12,Chaudière-Appalaches,,,1,C,Conseiller,Nadeau,Denis,m,NONSO,,1276,409,28,Élu
19037,Armagh,12,Chaudière-Appalaches,,,2,C,Conseiller,Fournier,Gisèle,f,NONSO,,1276,358,22,Non élu
19037,Armagh,12,Chaudière-Appalaches,,,2,C,Conseiller,Guillemette,Sylvain,m,NONSO,,1276,431,22,Élu
19037,Armagh,12,Chaudière-Appalaches,,,3,C,Conseiller,Aubin,Lorraine,f,SORTA,,1276,326,16,Non élu
19037,Armagh,12,Chaudière-Appalaches,,,3,C,Conseiller,Fournier,Marcel,m,NONSO,,1276,469,16,Élu
19037,Armagh,12,Chaudière-Appalaches,,,3,C,Conseiller,Nadeau,Denis,m,NONSO,,1276,0,16,Désistement
19037,Armagh,12,Chaudière-Appalaches,,,4,C,Conseiller,Boutin,Henri,m,SORTA,,1276,379,17,Non élu
19037,Armagh,12,Chaudière-Appalaches,,,4,C,Conseiller,Chabot,Sylvie,f,NONSO,,1276,415,17,Élu
19037,Armagh,12,Chaudière-Appalaches,,,5,C,Conseiller,Blais,Jean,m,NONSO,,1276,328,23,Non élu
19037,Armagh,12,Chaudière-Appalaches,,,5,C,Conseiller,Lacroix,Gilles,m,SORTA,,1276,460,23,Élu
19037,Armagh,12,Chaudière-Appalaches,,,6,C,Conseiller,Beaudoin,Céline,f,SORTA,,1276,0,0,Élu sans opposition
78060,Arundel,15,Laurentides,,,0,M,Maire,Berlinguette,Guylaine,f,NONSO,,498,0,0,Élu sans opposition
78060,Arundel,15,Laurentides,,,1,C,Conseiller,Bazinet,Bernard,m,NONSO,,498,153,1,Élu
78060,Arundel,15,Laurentides,,,1,C,Conseiller,Brandt,Lee Ann,f,NONSO,,498,117,1,Non élu
78060,Arundel,15,Laurentides,,,2,C,Conseiller,Seguin,Marlene,f,NONSO,,498,0,0,Élu sans opposition
78060,Arundel,15,Laurentides,,,3,C,Conseiller,Nash,Joanna,f,SORTA,,498,0,0,Élu sans opposition
78060,Arundel,15,Laurentides,,,4,C,Conseiller,Stuart,Julia,f,SORTA,,498,145,1,Élu
78060,Arundel,15,Laurentides,,,4,C,Conseiller,Thomas,Pat,f,NONSO,,498,125,1,Non élu
78060,Arundel,15,Laurentides,,,5,C,Conseiller,Jones-Graham,Jessica,f,NONSO,,498,132,4,Non élu
78060,Arundel,15,Laurentides,,,5,C,Conseiller,Poirier,Anne,f,SORTA,,498,135,4,Élu
78060,Arundel,15,Laurentides,,,6,C,Conseiller,Fournier,Daniel L.,m,NONSO,,498,0,0,Élu sans opposition
40043,Asbestos,5,Estrie,,,0,M,Maire,Bachand,Jean-Philippe,m,NONSO,,5617,1350,63,Non élu
40043,Asbestos,5,Estrie,,,0,M,Maire,Grimard,Hugues,m,SORTA,,5617,2032,63,Élu
40043,Asbestos,5,Estrie,,,1,C,Conseiller,Brouillard,Luc,m,NONSO,,5617,429,133,Non élu
40043,Asbestos,5,Estrie,,,1,C,Conseiller,Durocher,Nathalie,f,SORTA,,5617,1045,133,Élu
40043,Asbestos,5,Estrie,,,1,C,Conseiller,Provencher,Yvan,m,NONSO,,5617,939,133,Non élu
40043,Asbestos,5,Estrie,,,1,C,Conseiller,Quenneville,Sylvain,m,NONSO,,5617,898,133,Non élu
40043,Asbestos,5,Estrie,,,2,C,Conseiller,Roy,Alain,m,SORTA,,5617,0,0,Élu sans opposition
40043,Asbestos,5,Estrie,,,3,C,Conseiller,Boislard,Serge,m,SORTA,,5617,1465,137,Élu
40043,Asbestos,5,Estrie,,,3,C,Conseiller,Collard,René,m,NONSO,,5617,657,137,Non élu
40043,Asbestos,5,Estrie,,,3,C,Conseiller,Fournier,Sonia,f,NONSO,,5617,1187,137,Non élu
40043,Asbestos,5,Estrie,,,4,C,Conseiller,Bachand,Luc,m,NONSO,,5617,1312,113,Non élu
40043,Asbestos,5,Estrie,,,4,C,Conseiller,Forgues,Nicole,f,SORTA,,5617,2015,113,Élu
40043,Asbestos,5,Estrie,,,5,C,Conseiller,Lachance,René,m,NONSO,,5617,865,146,Non élu
40043,Asbestos,5,Estrie,,,5,C,Conseiller,Roy,Jean,m,SORTA,,5617,1526,146,Élu
40043,Asbestos,5,Estrie,,,5,C,Conseiller,Vallières,Luc,m,NONSO,,5617,908,146,Non élu
40043,Asbestos,5,Estrie,,,6,C,Conseiller,Benoit,Pierre,m,SORTA,,5617,2703,168,Élu
40043,Asbestos,5,Estrie,,,6,C,Conseiller,Dubois,Daniel,m,NONSO,,5617,577,168,Non élu
41055,Ascot Corner,5,Estrie,,,0,M,Maire,Boucher,Sylvie,f,NONSO,,2273,442,9,Non élu
41055,Ascot Corner,5,Estrie,,,0,M,Maire,Bresse,Nathalie,f,SORTA,,2273,532,9,Élu
41055,Ascot Corner,5,Estrie,,,1,C,Conseiller,Talbot,Diane,f,SORTA,,2273,0,0,Élu sans opposition
41055,Ascot Corner,5,Estrie,,,2,C,Conseiller,Mageau,Éric,m,NONSO,,2273,567,34,Élu
41055,Ascot Corner,5,Estrie,,,2,C,Conseiller,Tousignant,André,m,SORTA,,2273,374,34,Non élu
41055,Ascot Corner,5,Estrie,,,3,C,Conseiller,Rivard,René R.,m,NONSO,,2273,0,0,Élu sans opposition
41055,Ascot Corner,5,Estrie,,,4,C,Conseiller,Larouche,Jean-Guy,m,NONSO,,2273,454,65,Non élu
41055,Ascot Corner,5,Estrie,,,4,C,Conseiller,Martel,France,f,NONSO,,2273,460,65,Élu
41055,Ascot Corner,5,Estrie,,,5,C,Conseiller,Choquette,Michel,m,SORTA,,2273,455,63,Non élu
41055,Ascot Corner,5,Estrie,,,5,C,Conseiller,Lachance,Donald,m,NONSO,,2273,459,63,Élu
41055,Ascot Corner,5,Estrie,,,6,C,Conseiller,Boucher,Stanley,m,SORTA,,2273,606,32,Élu
41055,Ascot Corner,5,Estrie,,,6,C,Conseiller,Dubreuil,Pierre,m,NONSO,,2273,0,32,Désistement
41055,Ascot Corner,5,Estrie,,,6,C,Conseiller,Stickles,Frances,f,NONSO,,2273,330,32,Non élu
50013,Aston-Jonction,17,Centre-du-Québec,,,0,M,Maire,GAUDET,Pierre,m,SORTA,,0,0,0,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,1,C,Conseiller,DOIRE,Sébastien,m,NONSO,,0,0,0,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,2,C,Conseiller,LUSSIER,Benoit,m,NONSO,,0,0,0,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,3,C,Conseiller,DIONNE,Jérôme,m,NONSO,,0,0,0,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,4,C,Conseiller,Therrien,François,m,SORTA,,0,0,0,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,5,C,Conseiller,QUÉVILLON,Renée,f,SORTA,,0,0,0,Élu sans opposition
50013,Aston-Jonction,17,Centre-du-Québec,,,6,C,Conseiller,GOSSELIN,Marc-André,m,SORTA,,0,0,0,Élu sans opposition
13045,Auclair,1,Bas-Saint-Laurent,,,0,M,Maire,Belzile,Nathalie,f,SORTA,,378,0,0,Désistement
13045,Auclair,1,Bas-Saint-Laurent,,,0,M,Maire,BONESSO,BRUNO,m,NONSO,,378,0,0,Élu sans opposition
13045,Auclair,1,Bas-Saint-Laurent,,,1,C,Conseiller,Lavoie,Sylvie,f,NONSO,,378,67,8,Non élu
13045,Auclair,1,Bas-Saint-Laurent,,,1,C,Conseiller,ROBERT,DAVID,m,NONSO,,378,200,8,Élu
13045,Auclair,1,Bas-Saint-Laurent,,,2,C,Conseiller,Lavoie,Camille,m,SORTA,,378,48,5,Non élu
13045,Auclair,1,Bas-Saint-Laurent,,,2,C,Conseiller,MORIN,PAUL-HERMAN,m,NONSO,,378,28,5,Non élu
13045,Auclair,1,Bas-Saint-Laurent,,,2,C,Conseiller,PHILIPPE,DONALD,m,NONSO,,378,194,5,Élu
13045,Auclair,1,Bas-Saint-Laurent,,,3,C,Conseiller,Dumont,Odette,f,NONSO,,378,0,0,Élu sans opposition
13045,Auclair,1,Bas-Saint-Laurent,,,3,C,Conseiller,LAVOIE,CAMILLE,m,SORTA,,378,0,0,Désistement
13045,Auclair,1,Bas-Saint-Laurent,,,4,C,Conseiller,LÉVESQUE,ROGER,m,SORTA,,378,112,5,Non élu
13045,Auclair,1,Bas-Saint-Laurent,,,4,C,Conseiller,Veilleux,Louise,f,NONSO,,378,158,5,Élu
13045,Auclair,1,Bas-Saint-Laurent,,,5,C,Conseiller,GILBERT,JEAN-MARIE,m,NONSO,,378,0,0,Élu sans opposition
